"FCL_long","FCL_mean","FCL_short","Richness","Chain","Omnivory","Apparent","Exploitative"
10,2.7966841827877,2,32,0.301818181818182,0.106666666666667,0.346666666666667,0.244848484848485
2,2,2,3,1,0,0,0
0,0,0,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
1,1,1,4,NA,NA,NA,NA
2,1.5,1,4,0.5,0,0.5,0
2,1.5,1,4,0,1,0,0
1,1,1,4,0,0,1,0
2,1.66666666666667,1,4,0,0.5,0.25,0.25
2,1.5,1,5,0,1,0,0
2,1.5,1,5,0.5,0,0.5,0
1,1,1,5,NA,NA,NA,NA
2,1.33333333333333,1,5,0,0.25,0.5,0.25
2,2,2,5,0.5,0,0,0.5
3,1.66666666666667,1,6,0.428571428571429,0.142857142857143,0.428571428571429,0
0,0,0,6,NA,NA,NA,NA
2,1.5,1,6,0,1,0,0
1,1,1,6,0,0,1,0
2,2,2,6,0.375,0,0.125,0.5
2,1.33333333333333,1,7,0.25,0,0.75,0
2,2,2,7,0.285714285714286,0,0.142857142857143,0.571428571428571
2,2,2,7,0.285714285714286,0,0.142857142857143,0.571428571428571
2,2,2,7,0.4,0,0.2,0.4
2,1.25,1,7,0,0.125,0.625,0.25
6,4,3,8,0.375,0.125,0.375,0.125
3,2.25,2,8,0.363636363636364,0.0909090909090909,0.181818181818182,0.363636363636364
2,2,2,8,0.222222222222222,0.111111111111111,0.333333333333333,0.333333333333333
2,2,2,8,0.2,0.2,0,0.6
2,1.5,1,8,0.25,0.25,0.25,0.25
4,2.75,2,9,0.533333333333333,0.0666666666666667,0.266666666666667,0.133333333333333
4,2.66666666666667,2,9,0.3,0.15,0.3,0.25
2,2,2,9,0.444444444444444,0,0.333333333333333,0.222222222222222
3,2.33333333333333,2,9,0.25,0,0.291666666666667,0.458333333333333
3,3,3,9,0.266666666666667,0.133333333333333,0.2,0.4
3,1.625,1,10,0.214285714285714,0.214285714285714,0.428571428571429,0.142857142857143
2,1.5,1,10,0.2,0,0.7,0.1
4,2.30555555555556,2,10,0.344827586206897,0.0344827586206897,0.379310344827586,0.241379310344828
3,2,2,10,0.0740740740740741,0.0740740740740741,0.62962962962963,0.222222222222222
2,2,2,10,0.25,0,0.333333333333333,0.416666666666667
3,2.5,2,11,0.382352941176471,0.0588235294117647,0.382352941176471,0.176470588235294
3,1.66666666666667,1,11,0.263157894736842,0.0526315789473684,0.631578947368421,0.0526315789473684
4,2.23333333333333,1,11,0.277777777777778,0.111111111111111,0.296296296296296,0.314814814814815
4,3,3,11,0.571428571428571,0,0.142857142857143,0.285714285714286
4,1.8125,1,11,0.333333333333333,0.0476190476190476,0.428571428571429,0.19047619047619
4,2.33333333333333,2,12,0.379310344827586,0.103448275862069,0.310344827586207,0.206896551724138
4,2.5,2,12,0.255813953488372,0.0930232558139535,0.418604651162791,0.232558139534884
3,2.66666666666667,2,12,0.193548387096774,0.0645161290322581,0.451612903225806,0.290322580645161
4,2.41666666666667,2,12,0.285714285714286,0.142857142857143,0.214285714285714,0.357142857142857
3,1.75,1,12,0.15,0.116666666666667,0.4,0.333333333333333
4,1.95833333333333,1,13,0.291666666666667,0.104166666666667,0.395833333333333,0.208333333333333
8,4.37962962962963,3,13,0.489795918367347,0.142857142857143,0.204081632653061,0.163265306122449
4,2,2,13,0.294117647058824,0.117647058823529,0.450980392156863,0.137254901960784
3,1.79166666666667,1,13,0.212765957446809,0.106382978723404,0.361702127659574,0.319148936170213
4,2.20833333333333,2,13,0.327868852459016,0.114754098360656,0.327868852459016,0.229508196721311
4,2.33333333333333,2,14,0.285714285714286,0.0612244897959184,0.448979591836735,0.204081632653061
8,3.45,2,14,0.333333333333333,0.18018018018018,0.306306306306306,0.18018018018018
4,2,2,14,0.205128205128205,0.0256410256410256,0.41025641025641,0.358974358974359
6,3.23809523809524,3,14,0.342857142857143,0.171428571428571,0.357142857142857,0.128571428571429
3,2.16666666666667,2,14,0.333333333333333,0,0.380952380952381,0.285714285714286
6,3.1875,2,15,0.372340425531915,0.074468085106383,0.223404255319149,0.329787234042553
3,2.25,2,15,0.235294117647059,0.0441176470588235,0.338235294117647,0.382352941176471
4,2.25,2,15,0.260869565217391,0.144927536231884,0.36231884057971,0.231884057971014
4,2.5,2,15,0.297872340425532,0.127659574468085,0.25531914893617,0.319148936170213
4,2.78125,2,15,0.322222222222222,0.122222222222222,0.355555555555556,0.2
5,2.66666666666667,2,16,0.285714285714286,0.0952380952380952,0.371428571428571,0.247619047619048
4,2.25,2,16,0.166666666666667,0.138888888888889,0.361111111111111,0.333333333333333
5,2.41111111111111,1,16,0.293577981651376,0.155963302752294,0.330275229357798,0.220183486238532
5,2.13888888888889,2,16,0.27,0.12,0.34,0.27
3,1.66666666666667,1,16,0.176470588235294,0.0588235294117647,0.588235294117647,0.176470588235294
6,2.87083333333333,2,17,0.333333333333333,0.0930232558139535,0.310077519379845,0.263565891472868
5,2.125,2,17,0.269565217391304,0.130434782608696,0.434782608695652,0.165217391304348
5,2.75,2,17,0.316831683168317,0.108910891089109,0.277227722772277,0.297029702970297
6,3,2,17,0.27007299270073,0.102189781021898,0.401459854014599,0.226277372262774
6,2.41666666666667,2,17,0.296296296296296,0.111111111111111,0.425925925925926,0.166666666666667
8,2.87685185185185,2,18,0.396341463414634,0.0670731707317073,0.280487804878049,0.25609756097561
6,2.83333333333333,2,18,0.338709677419355,0.0887096774193548,0.362903225806452,0.209677419354839
5,2.40364583333333,2,18,0.26797385620915,0.117647058823529,0.372549019607843,0.241830065359477
6,2.72777777777778,2,18,0.242647058823529,0.139705882352941,0.411764705882353,0.205882352941176
6,2.82010582010582,2,18,0.253086419753086,0.148148148148148,0.407407407407407,0.191358024691358
6,2.51095238095238,2,19,0.297979797979798,0.0707070707070707,0.383838383838384,0.247474747474747
5,2.83333333333333,2,19,0.253086419753086,0.0925925925925926,0.358024691358025,0.296296296296296
6,2.66666666666667,2,19,0.317829457364341,0.0697674418604651,0.387596899224806,0.224806201550388
6,2.35625,2,19,0.251336898395722,0.117647058823529,0.368983957219251,0.262032085561497
5,2.47222222222222,2,19,0.267857142857143,0.0982142857142857,0.303571428571429,0.330357142857143
6,2.93333333333333,2,20,0.29585798816568,0.0650887573964497,0.337278106508876,0.301775147928994
6,2.50046296296296,2,20,0.336206896551724,0.107758620689655,0.323275862068966,0.232758620689655
7,2.72321428571429,2,20,0.305164319248826,0.131455399061033,0.333333333333333,0.230046948356808
7,2.96104497354497,2,20,0.310344827586207,0.113793103448276,0.286206896551724,0.289655172413793
8,3.71041666666667,2,20,0.338983050847458,0.135593220338983,0.261016949152542,0.264406779661017
6,2.475,2,21,0.333333333333333,0.0946969696969697,0.371212121212121,0.200757575757576
7,2.74916666666667,2,21,0.350194552529183,0.116731517509728,0.346303501945525,0.186770428015564
8,2.75,2,21,0.292452830188679,0.113207547169811,0.278301886792453,0.316037735849057
6,2.59444444444444,2,21,0.286307053941909,0.103734439834025,0.360995850622407,0.24896265560166
6,2.36875,2,21,0.307692307692308,0.104395604395604,0.324175824175824,0.263736263736264
8,2.86736111111111,2,22,0.306122448979592,0.119533527696793,0.32069970845481,0.253644314868805
7,2.5749537037037,2,22,0.285714285714286,0.114285714285714,0.379591836734694,0.220408163265306
6,2.4,2,22,0.241228070175439,0.0964912280701754,0.37719298245614,0.285087719298246
8,3.25,3,22,0.318181818181818,0.0818181818181818,0.35,0.25
7,2.59470663265306,2,22,0.286195286195286,0.101010101010101,0.367003367003367,0.245791245791246
6,2.94503968253968,2,23,0.342756183745583,0.113074204946996,0.303886925795053,0.240282685512367
6,2.94555555555556,2,23,0.272151898734177,0.10126582278481,0.373417721518987,0.253164556962025
6,2.67169312169312,2,23,0.294545454545455,0.0945454545454545,0.356363636363636,0.254545454545455
8,3.06683127572016,2,23,0.30945558739255,0.131805157593123,0.318051575931232,0.240687679083095
8,2.57793123759921,2,23,0.278846153846154,0.102564102564103,0.387820512820513,0.230769230769231
6,2.60582010582011,2,24,0.275641025641026,0.0865384615384615,0.323717948717949,0.314102564102564
7,2.53869598765432,2,24,0.28808864265928,0.113573407202216,0.376731301939058,0.221606648199446
6,2.41666666666667,2,24,0.250996015936255,0.0956175298804781,0.358565737051793,0.294820717131474
9,2.68082584224166,2,24,0.318181818181818,0.10427807486631,0.336898395721925,0.240641711229947
7,3,3,24,0.305295950155763,0.0903426791277259,0.364485981308411,0.2398753894081
7,2.52393445032334,2,25,0.291237113402062,0.118556701030928,0.345360824742268,0.244845360824742
8,3.115,3,25,0.308483290488432,0.077120822622108,0.388174807197943,0.226221079691517
8,2.57674897119342,2,25,0.307888040712468,0.114503816793893,0.356234096692112,0.221374045801527
9,2.67155483405483,2,25,0.318706697459584,0.103926096997691,0.38568129330254,0.191685912240185
7,2.63333333333333,2,25,0.298050139275766,0.0974930362116992,0.35933147632312,0.245125348189415
9,3,3,26,0.303769401330377,0.108647450110865,0.361419068736142,0.226164079822616
7,2.82291666666667,2,26,0.316939890710383,0.0737704918032787,0.327868852459016,0.281420765027322
7,2.50687830687831,2,26,0.289592760180996,0.110859728506787,0.355203619909502,0.244343891402715
8,2.82037450396825,2,26,0.277904328018223,0.107061503416856,0.30751708428246,0.30751708428246
7,2.8521875,2,26,0.294117647058824,0.10427807486631,0.352941176470588,0.248663101604278
8,2.68854166666667,2,27,0.304347826086957,0.126654064272212,0.33648393194707,0.232514177693762
7,2.83333333333333,2,27,0.303097345132743,0.0995575221238938,0.36283185840708,0.234513274336283
9,2.93596695821186,2,27,0.302752293577982,0.110091743119266,0.311926605504587,0.275229357798165
9,2.75946335565476,2,27,0.290944123314065,0.115606936416185,0.366088631984586,0.227360308285164
8,2.72450077411015,2,27,0.298872180451128,0.12218045112782,0.327067669172932,0.25187969924812
10,2.7890306122449,2,28,0.312803889789303,0.106969205834684,0.325769854132901,0.254457050243112
9,2.68162714159738,2,28,0.278210116731518,0.105058365758755,0.373540856031128,0.243190661478599
9,3.07440476190476,2,28,0.323321554770318,0.100706713780919,0.335689045936396,0.240282685512367
9,2.95402560763889,2,28,0.320072332730561,0.104882459312839,0.336347197106691,0.23869801084991
10,3.01071428571429,2,28,0.326785714285714,0.0964285714285714,0.367857142857143,0.208928571428571
10,2.690625,2,29,0.310664605873261,0.0942812982998454,0.335394126738794,0.259659969088099
9,2.95551416589363,2,29,0.302362204724409,0.121259842519685,0.325984251968504,0.250393700787402
8,2.72188616071429,2,29,0.296229802513465,0.104129263913824,0.353680430879713,0.245960502692998
9,2.82571428571429,2,29,0.304713804713805,0.111111111111111,0.345117845117845,0.239057239057239
9,2.98131820436508,2,29,0.307332293291732,0.118564742589704,0.336973478939158,0.237129485179407
10,3.27456405120642,2,30,0.310541310541311,0.112535612535613,0.333333333333333,0.243589743589744
9,2.73454861111111,2,30,0.296296296296296,0.106481481481481,0.347222222222222,0.25
10,2.9526902958153,2,30,0.306646525679758,0.114803625377644,0.336858006042296,0.241691842900302
10,2.6884397224799,2,30,0.302395209580838,0.103293413173653,0.353293413173653,0.241017964071856
10,2.74137369791667,2,30,0.290322580645161,0.109062980030722,0.341013824884793,0.259600614439324
8,2.72442527958153,2,31,0.29518855656697,0.109232769830949,0.344603381014304,0.250975292587776
9,2.72319153124213,2,31,0.294706723891273,0.103004291845494,0.359084406294707,0.243204577968526
10,2.75666697668651,2,31,0.294924554183813,0.106995884773663,0.344307270233196,0.253772290809328
10,2.72667720734127,2,31,0.306892067620286,0.106631989596879,0.343302990897269,0.243172951885566
10,2.80423916702098,2,31,0.30390920554855,0.104665825977301,0.341740226986129,0.24968474148802
9,3.52175925925926,3,32,0.322006472491909,0.0776699029126214,0.286407766990291,0.313915857605178
0,0,0,3,NA,NA,NA,NA
1,1,1,3,0,0,1,0
0,0,0,3,NA,NA,NA,NA
1,1,1,3,0,0,1,0
0,0,0,3,NA,NA,NA,NA
1,1,1,4,NA,NA,NA,NA
1,1,1,4,0,0,0,1
2,1.5,1,4,0.5,0,0.5,0
2,2,2,4,1,0,0,0
1,1,1,4,NA,NA,NA,NA
1,1,1,5,0,0,0,1
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,6,0,0,0,1
1,1,1,6,0,0,1,0
2,2,2,6,0.666666666666667,0,0,0.333333333333333
1,1,1,6,NA,NA,NA,NA
3,3,3,6,0.5,0.125,0,0.375
1,1,1,7,0,0,1,0
2,1.5,1,7,0.333333333333333,0,0.333333333333333,0.333333333333333
2,2,2,7,0.666666666666667,0,0.333333333333333,0
3,2.5,2,7,0.416666666666667,0.166666666666667,0,0.416666666666667
1,1,1,7,NA,NA,NA,NA
2,2,2,8,0.1,0.1,0.2,0.6
2,2,2,8,0.5,0,0.25,0.25
2,1.33333333333333,1,8,0.166666666666667,0,0.666666666666667,0.166666666666667
2,2,2,8,1,0,0,0
2,1.5,1,8,0.0833333333333333,0.166666666666667,0.416666666666667,0.333333333333333
4,1.83333333333333,1,9,0.368421052631579,0.105263157894737,0.315789473684211,0.210526315789474
3,1.83333333333333,1,9,0.454545454545455,0,0.363636363636364,0.181818181818182
2,2,2,9,0.0588235294117647,0.0588235294117647,0.117647058823529,0.764705882352941
3,2.5,2,9,0.375,0.25,0.125,0.25
3,2.5,2,9,0.5,0.0714285714285714,0.214285714285714,0.214285714285714
2,2,2,10,0.272727272727273,0,0.181818181818182,0.545454545454545
3,2.33333333333333,2,10,0.304347826086957,0.173913043478261,0.173913043478261,0.347826086956522
3,3,3,10,0.461538461538462,0.0769230769230769,0.153846153846154,0.307692307692308
2,2,2,10,0.3125,0.125,0.25,0.3125
3,2.5,2,10,0.5,0,0.357142857142857,0.142857142857143
2,2,2,11,0.375,0,0.375,0.25
4,4,4,11,0.380952380952381,0,0.333333333333333,0.285714285714286
3,2.5,2,11,0.272727272727273,0,0.272727272727273,0.454545454545455
2,2,2,11,0.181818181818182,0.0909090909090909,0.272727272727273,0.454545454545455
4,4,4,11,0.36,0,0.32,0.32
3,2,2,12,0.0909090909090909,0.0909090909090909,0.409090909090909,0.409090909090909
3,1.83333333333333,1,12,0.304347826086957,0.0434782608695652,0.347826086956522,0.304347826086957
3,2.5,2,12,0.263157894736842,0.105263157894737,0.526315789473684,0.105263157894737
3,1.77777777777778,1,12,0.195121951219512,0.0975609756097561,0.341463414634146,0.365853658536585
4,3,3,12,0.3,0.125,0.225,0.35
3,2.5,2,13,0.321428571428571,0.107142857142857,0.285714285714286,0.285714285714286
2,2,2,13,0.291666666666667,0.0833333333333333,0.208333333333333,0.416666666666667
4,2.05555555555555,2,13,0.285714285714286,0.122448979591837,0.183673469387755,0.408163265306122
4,2.21111111111111,2,13,0.303030303030303,0.106060606060606,0.303030303030303,0.287878787878788
6,3.83333333333333,3,13,0.358974358974359,0.128205128205128,0.282051282051282,0.230769230769231
5,3.66666666666667,3,14,0.4,0.0615384615384615,0.215384615384615,0.323076923076923
4,3.25,3,14,0.307692307692308,0.102564102564103,0.0512820512820513,0.538461538461538
5,2.75,2,14,0.222222222222222,0.037037037037037,0.518518518518518,0.222222222222222
6,3.25,3,14,0.327868852459016,0.0983606557377049,0.229508196721311,0.344262295081967
5,3,3,14,0.355932203389831,0.0508474576271186,0.254237288135593,0.338983050847458
3,2.55555555555556,2,15,0.5,0.0625,0.28125,0.15625
4,2.25,2,15,0.333333333333333,0,0.285714285714286,0.380952380952381
6,3.40972222222222,3,15,0.396825396825397,0.0793650793650794,0.222222222222222,0.301587301587302
4,2.7,2,15,0.294117647058824,0.0882352941176471,0.235294117647059,0.382352941176471
6,3.25,3,15,0.271428571428571,0.157142857142857,0.228571428571429,0.342857142857143
3,2.33333333333333,2,16,0.28,0.04,0.32,0.36
5,2.25,2,16,0.283018867924528,0.0566037735849057,0.433962264150943,0.226415094339623
3,2.33333333333333,2,16,0.3125,0.03125,0.3125,0.34375
4,2.66666666666667,2,16,0.39622641509434,0.0188679245283019,0.30188679245283,0.283018867924528
5,2.88888888888889,2,16,0.421052631578947,0.0175438596491228,0.263157894736842,0.298245614035088
5,2.75,2,17,0.487179487179487,0.0512820512820513,0.307692307692308,0.153846153846154
4,2.375,2,17,0.266666666666667,0.0666666666666667,0.333333333333333,0.333333333333333
5,2.76666666666667,2,17,0.272727272727273,0.121212121212121,0.292929292929293,0.313131313131313
4,2,2,17,0.290909090909091,0.0545454545454545,0.509090909090909,0.145454545454545
