"FCL_long","FCL_mean","FCL_short","Richness","Chain","Omnivory","Apparent","Exploitative"
3,2.66666666666667,2,14,0.32,0.06,0.26,0.36
4,2,2,14,0.37037037037037,0.037037037037037,0.296296296296296,0.296296296296296
3,1.7,1,14,0.111111111111111,0.0833333333333333,0.444444444444444,0.361111111111111
4,3,3,15,0.314814814814815,0.0740740740740741,0.277777777777778,0.333333333333333
4,2.5,2,15,0.34,0.08,0.36,0.22
4,2.75,2,15,0.24,0.1,0.34,0.32
3,2.5,2,15,0.257142857142857,0.142857142857143,0.314285714285714,0.285714285714286
4,3,2,15,0.358974358974359,0.0769230769230769,0.230769230769231,0.333333333333333
4,3.5,3,16,0.34375,0.125,0.25,0.28125
4,3,3,16,0.243243243243243,0.0810810810810811,0.297297297297297,0.378378378378378
6,4.22916666666667,4,16,0.358208955223881,0.194029850746269,0.208955223880597,0.238805970149254
7,4.25,3,16,0.358490566037736,0.0943396226415094,0.245283018867925,0.30188679245283
3,2.66666666666667,2,16,0.25531914893617,0.0638297872340425,0.297872340425532,0.382978723404255
5,4.125,4,17,0.428571428571429,0.114285714285714,0.171428571428571,0.285714285714286
4,2.5,2,17,0.372549019607843,0.0588235294117647,0.274509803921569,0.294117647058824
5,4,4,17,0.283333333333333,0.1,0.216666666666667,0.4
3,3,3,17,0.3,0.075,0.275,0.35
4,2.5,2,17,0.207547169811321,0.0943396226415094,0.39622641509434,0.30188679245283
6,3.44444444444444,3,18,0.3,0.1,0.258333333333333,0.341666666666667
6,3.22222222222222,3,18,0.366666666666667,0.0666666666666667,0.233333333333333,0.333333333333333
5,2.84166666666667,2,18,0.320512820512821,0.153846153846154,0.256410256410256,0.269230769230769
3,2.5,2,18,0.210526315789474,0.0526315789473684,0.298245614035088,0.43859649122807
4,2.5,2,18,0.25,0.125,0.265625,0.359375
6,2.82777777777778,2,19,0.339285714285714,0.0535714285714286,0.366071428571429,0.241071428571429
6,4,4,19,0.325301204819277,0.0843373493975904,0.265060240963855,0.325301204819277
6,2.51388888888889,2,19,0.271317829457364,0.147286821705426,0.356589147286822,0.224806201550388
4,2.5,2,19,0.245901639344262,0.0983606557377049,0.344262295081967,0.311475409836066
5,3.72222222222222,3,19,0.396825396825397,0.0634920634920635,0.26984126984127,0.26984126984127
5,3,3,20,0.241935483870968,0.0967741935483871,0.32258064516129,0.338709677419355
6,3.5,3,20,0.349056603773585,0.0849056603773585,0.273584905660377,0.292452830188679
6,3.25,3,20,0.303030303030303,0.121212121212121,0.252525252525253,0.323232323232323
5,2.88888888888889,2,20,0.271929824561404,0.131578947368421,0.342105263157895,0.254385964912281
5,2.22222222222222,2,20,0.26,0.1,0.33,0.31
5,2.59375,2,21,0.265625,0.1484375,0.328125,0.2578125
5,4,3,21,0.389473684210526,0.0421052631578947,0.273684210526316,0.294736842105263
7,3.42283950617284,2,21,0.349315068493151,0.0958904109589041,0.342465753424658,0.212328767123288
7,3.96666666666667,3,21,0.36,0.08,0.264,0.296
5,3,3,21,0.228915662650602,0.0903614457831325,0.367469879518072,0.313253012048193
6,3,3,22,0.302325581395349,0.0872093023255814,0.337209302325581,0.273255813953488
7,3,2,22,0.31858407079646,0.079646017699115,0.309734513274336,0.292035398230089
5,2.625,2,22,0.3375,0.075,0.3125,0.275
5,3,3,22,0.278846153846154,0.0865384615384615,0.288461538461538,0.346153846153846
6,3.04513888888889,2,22,0.335714285714286,0.0928571428571429,0.25,0.321428571428571
7,3.66280864197531,3,23,0.311377245508982,0.107784431137725,0.293413173652695,0.287425149700599
5,3.25,3,23,0.26865671641791,0.111940298507463,0.276119402985075,0.343283582089552
6,3.8125,3,23,0.314814814814815,0.0864197530864197,0.277777777777778,0.320987654320988
5,3.25,2,23,0.36046511627907,0.0348837209302326,0.302325581395349,0.302325581395349
7,3.50520833333333,2,23,0.304597701149425,0.103448275862069,0.373563218390805,0.218390804597701
7,3.4125,3,24,0.281045751633987,0.137254901960784,0.241830065359477,0.339869281045752
5,3.36111111111111,3,24,0.304932735426009,0.0986547085201794,0.318385650224215,0.278026905829596
7,3.89351851851852,3,24,0.265432098765432,0.111111111111111,0.308641975308642,0.314814814814815
7,3.70756172839506,3,24,0.379518072289157,0.072289156626506,0.295180722891566,0.253012048192771
6,3.68055555555556,3,24,0.331210191082803,0.0573248407643312,0.331210191082803,0.280254777070064
6,3.94444444444444,3,25,0.328767123287671,0.0958904109589041,0.308219178082192,0.267123287671233
7,4.06084656084656,3,25,0.346938775510204,0.102040816326531,0.26530612244898,0.285714285714286
5,2.94444444444444,2,25,0.298611111111111,0.0625,0.326388888888889,0.3125
6,3.67708333333333,3,25,0.310185185185185,0.0648148148148148,0.287037037037037,0.337962962962963
6,3,2,25,0.28921568627451,0.107843137254902,0.333333333333333,0.269607843137255
6,3,3,26,0.266375545851528,0.0960698689956332,0.310043668122271,0.327510917030568
6,4,3,26,0.331360946745562,0.0650887573964497,0.284023668639053,0.319526627218935
6,3.06944444444444,2,26,0.296116504854369,0.0825242718446602,0.320388349514563,0.300970873786408
6,4.04166666666667,3,26,0.300448430493274,0.0986547085201794,0.269058295964126,0.331838565022422
7,2.90162037037037,2,26,0.264957264957265,0.0982905982905983,0.367521367521368,0.269230769230769
6,3.16765873015873,3,27,0.298561151079137,0.0899280575539568,0.31294964028777,0.298561151079137
7,3.25,3,27,0.304761904761905,0.0952380952380952,0.295238095238095,0.304761904761905
7,3.41111111111111,3,27,0.310469314079422,0.104693140794224,0.252707581227437,0.332129963898917
6,3.11111111111111,2,27,0.284313725490196,0.0784313725490196,0.333333333333333,0.303921568627451
7,3.80237268518519,3,27,0.333333333333333,0.072289156626506,0.325301204819277,0.269076305220884
7,4.22916666666667,3,28,0.302238805970149,0.100746268656716,0.335820895522388,0.261194029850746
7,3.76157407407407,3,28,0.289198606271777,0.10801393728223,0.275261324041812,0.327526132404181
6,3.77777777777778,3,28,0.271523178807947,0.0993377483443709,0.33112582781457,0.298013245033113
7,3.27094184027778,3,28,0.338235294117647,0.0625,0.297794117647059,0.301470588235294
6,3.78703703703704,3,28,0.287878787878788,0.0833333333333333,0.310606060606061,0.318181818181818
8,4.08289930555556,3,29,0.306306306306306,0.0810810810810811,0.297297297297297,0.315315315315315
8,4.04083994708995,3,29,0.308219178082192,0.0993150684931507,0.284246575342466,0.308219178082192
8,3.87880291005291,3,29,0.329153605015674,0.0721003134796238,0.304075235109718,0.294670846394984
7,3.52901785714286,3,29,0.295264623955432,0.0947075208913649,0.306406685236769,0.303621169916435
8,4.01497395833333,3,29,0.332258064516129,0.067741935483871,0.312903225806452,0.287096774193548
8,4.06138392857143,3,30,0.321766561514196,0.0757097791798107,0.302839116719243,0.299684542586751
8,4.03504774305556,3,30,0.315151515151515,0.0939393939393939,0.306060606060606,0.284848484848485
7,4.11979166666667,3,30,0.309037900874636,0.0991253644314869,0.26530612244898,0.326530612244898
8,4.27821180555556,3,30,0.301546391752577,0.095360824742268,0.304123711340206,0.298969072164948
8,4.10292658730159,3,30,0.308333333333333,0.0777777777777778,0.308333333333333,0.305555555555556
8,4.0853587962963,3,31,0.30379746835443,0.0936708860759494,0.30379746835443,0.29873417721519
8,4.13504464285714,3,31,0.31701030927835,0.0876288659793814,0.280927835051546,0.314432989690722
8,4.0853587962963,3,31,0.30379746835443,0.0936708860759494,0.30379746835443,0.29873417721519
7,3.95882936507936,3,31,0.305785123966942,0.09366391184573,0.300275482093664,0.300275482093664
8,4.13504464285714,3,31,0.31701030927835,0.0876288659793814,0.280927835051546,0.314432989690722
10,4.44444444444444,3,32,0.303501945525292,0.066147859922179,0.309338521400778,0.321011673151751
2,2,2,3,1,0,0,0
0,0,0,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
1,1,1,3,0,0,0,1
1,1,1,3,0,0,0,1
1,1,1,4,0,0,0,1
0,0,0,4,NA,NA,NA,NA
1,1,1,4,NA,NA,NA,NA
1,1,1,4,NA,NA,NA,NA
0,0,0,4,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
1,1,1,5,NA,NA,NA,NA
2,1.33333333333333,1,5,0,0.333333333333333,0.666666666666667,0
1,1,1,6,0,0,0.5,0.5
1,1,1,6,0,0,0,1
2,1.5,1,6,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333
2,1.5,1,6,0.428571428571429,0,0.571428571428571,0
2,1.5,1,6,0.5,0,0.5,0
1,1,1,7,0,0,0,1
3,3,3,7,0.5,0,0,0.5
1,1,1,7,0,0,1,0
2,2,2,7,0.4,0,0.2,0.4
2,1.5,1,7,0.333333333333333,0,0.333333333333333,0.333333333333333
2,1.33333333333333,1,8,0.2,0.2,0.6,0
2,2,2,8,0.5,0,0,0.5
1,1,1,8,0,0,0.5,0.5
2,1.5,1,8,0.25,0,0.5,0.25
3,2,2,8,0.2,0.1,0.5,0.2
4,3.125,3,9,0.333333333333333,0.277777777777778,0.222222222222222,0.166666666666667
4,3,3,9,0.263157894736842,0.157894736842105,0.105263157894737,0.473684210526316
2,1.66666666666667,1,9,0.0833333333333333,0.166666666666667,0.25,0.5
3,1.83333333333333,1,9,0.363636363636364,0.0909090909090909,0.363636363636364,0.181818181818182
2,1.5,1,9,0.142857142857143,0.142857142857143,0.428571428571429,0.285714285714286
3,1.46666666666667,1,10,0,0.217391304347826,0.434782608695652,0.347826086956522
2,1.33333333333333,1,10,0,0.166666666666667,0.333333333333333,0.5
3,2,2,10,0.428571428571429,0,0.428571428571429,0.142857142857143
2,2,2,10,0.15,0.1,0.55,0.2
2,2,2,10,0.428571428571429,0,0.285714285714286,0.285714285714286
2,2,2,11,0.176470588235294,0.0588235294117647,0.588235294117647,0.176470588235294
3,2.5,2,11,0.375,0.0625,0.25,0.3125
4,3.33333333333333,3,11,0.432432432432432,0.0540540540540541,0.216216216216216,0.297297297297297
5,4,3,11,0.5,0.1,0.05,0.35
3,2.5,2,11,0.25,0.1875,0.125,0.4375
3,1.77777777777778,1,12,0.25,0.0625,0.4375,0.25
5,4.25,4,12,0.384615384615385,0.0576923076923077,0.134615384615385,0.423076923076923
3,2.5,2,12,0.363636363636364,0.0909090909090909,0.363636363636364,0.181818181818182
5,3,3,12,0.346153846153846,0.0769230769230769,0.230769230769231,0.346153846153846
3,2,2,12,0.161290322580645,0.161290322580645,0.32258064516129,0.354838709677419
3,2,2,13,0.236842105263158,0.105263157894737,0.315789473684211,0.342105263157895
3,2,2,13,0.375,0,0.291666666666667,0.333333333333333
4,2.5,2,13,0.363636363636364,0.0454545454545455,0.272727272727273,0.318181818181818
4,2,2,13,0.444444444444444,0,0.277777777777778,0.277777777777778
3,2,2,13,0.294117647058824,0,0.411764705882353,0.294117647058824
3,2.25,2,14,0.24,0.16,0.24,0.36
4,2.55555555555556,2,14,0.36,0.04,0.32,0.28
3,2,2,14,0.285714285714286,0.0952380952380952,0.380952380952381,0.238095238095238
4,2.75,2,14,0.333333333333333,0,0.444444444444444,0.222222222222222
3,2,2,14,0.35,0,0.35,0.3
4,3.5,3,15,0.371428571428571,0.0285714285714286,0.257142857142857,0.342857142857143
4,3.5,3,15,0.324324324324324,0.0540540540540541,0.297297297297297,0.324324324324324
5,3.33333333333333,2,15,0.317460317460317,0.0634920634920635,0.26984126984127,0.349206349206349
4,3,2,15,0.268292682926829,0.0487804878048781,0.390243902439024,0.292682926829268
4,2.33333333333333,2,15,0.260869565217391,0.0434782608695652,0.478260869565217,0.217391304347826
4,2.80416666666667,2,16,0.264367816091954,0.0804597701149425,0.275862068965517,0.379310344827586
5,3.65,3,16,0.431818181818182,0.0454545454545455,0.272727272727273,0.25
6,2.74074074074074,2,16,0.386363636363636,0,0.318181818181818,0.295454545454545
4,3,2,16,0.339622641509434,0.0566037735849057,0.320754716981132,0.283018867924528
3,2.11111111111111,2,16,0.211538461538462,0.0769230769230769,0.346153846153846,0.365384615384615
6,4.33333333333333,3,17,0.358974358974359,0.0769230769230769,0.282051282051282,0.282051282051282
6,3,3,17,0.297297297297297,0.0540540540540541,0.310810810810811,0.337837837837838
3,3,3,17,0.235294117647059,0.0441176470588235,0.308823529411765,0.411764705882353
8,4,4,17,0.381578947368421,0.0789473684210526,0.315789473684211,0.223684210526316
5,2.84375,2,17,0.317073170731707,0.024390243902439,0.25609756097561,0.402439024390244
6,4.25,4,18,0.310679611650485,0.0970873786407767,0.213592233009709,0.378640776699029
7,3.5625,3,18,0.367647058823529,0.102941176470588,0.191176470588235,0.338235294117647
5,2.38888888888889,2,18,0.408450704225352,0.0704225352112676,0.253521126760563,0.267605633802817
6,4,4,18,0.333333333333333,0.0888888888888889,0.177777777777778,0.4
5,3.04166666666667,3,18,0.27027027027027,0.0540540540540541,0.315315315315315,0.36036036036036
5,2.5,2,19,0.274725274725275,0.0659340659340659,0.318681318681319,0.340659340659341
6,2.75,2,19,0.245901639344262,0.0655737704918033,0.229508196721311,0.459016393442623
4,2.5,2,19,0.258620689655172,0.0517241379310345,0.362068965517241,0.327586206896552
7,2.61111111111111,2,19,0.336363636363636,0.0363636363636364,0.309090909090909,0.318181818181818
4,2.93333333333333,2,19,0.311320754716981,0.0188679245283019,0.358490566037736,0.311320754716981
5,3.22222222222222,2,20,0.283582089552239,0.0970149253731343,0.291044776119403,0.328358208955224
6,3.75,3,20,0.246031746031746,0.0476190476190476,0.380952380952381,0.325396825396825
6,2.86458333333333,2,20,0.247863247863248,0.0598290598290598,0.35042735042735,0.341880341880342
6,4.18333333333333,3,20,0.27007299270073,0.102189781021898,0.335766423357664,0.291970802919708
6,4,4,20,0.205673758865248,0.0638297872340425,0.425531914893617,0.304964539007092
4,2.84722222222222,2,21,0.413223140495868,0.0661157024793388,0.247933884297521,0.272727272727273
7,2.91666666666667,2,21,0.338582677165354,0.0236220472440945,0.291338582677165,0.346456692913386
9,3.5625,3,21,0.314102564102564,0.0961538461538462,0.288461538461538,0.301282051282051
6,4.375,4,21,0.267175572519084,0.0458015267175573,0.389312977099237,0.297709923664122
4,2.29722222222222,2,21,0.252032520325203,0.0894308943089431,0.390243902439024,0.268292682926829
5,2.8962962962963,2,22,0.273333333333333,0.0533333333333333,0.366666666666667,0.306666666666667
5,3.1,2,22,0.278688524590164,0.0546448087431694,0.306010928961749,0.360655737704918
7,4.32638888888889,4,22,0.377952755905512,0.0708661417322835,0.275590551181102,0.275590551181102
5,2.76041666666667,2,22,0.251655629139073,0.0728476821192053,0.350993377483444,0.324503311258278
6,3,3,22,0.281081081081081,0.0648648648648649,0.297297297297297,0.356756756756757
8,4.5,4,23,0.32,0.0628571428571429,0.285714285714286,0.331428571428571
7,3,2,23,0.254545454545455,0.0863636363636364,0.272727272727273,0.386363636363636
7,4.225,3,23,0.333333333333333,0.0729166666666667,0.322916666666667,0.270833333333333
6,2.8125,2,23,0.318840579710145,0.0676328502415459,0.270531400966184,0.342995169082126
5,2.625,2,23,0.3,0.08125,0.31875,0.3
8,5,5,24,0.279411764705882,0.0833333333333333,0.284313725490196,0.352941176470588
8,3.77507716049383,3,24,0.331775700934579,0.0841121495327103,0.242990654205607,0.341121495327103
7,3.77083333333333,3,24,0.324324324324324,0.0765765765765766,0.234234234234234,0.364864864864865
7,5,5,24,0.342657342657343,0.041958041958042,0.293706293706294,0.321678321678322
6,2.83333333333333,2,24,0.279187817258883,0.050761421319797,0.3248730964467,0.345177664974619
8,3.89007936507937,3,25,0.335616438356164,0.0719178082191781,0.291095890410959,0.301369863013699
7,3.19333333333333,2,25,0.308056872037915,0.0473933649289099,0.374407582938389,0.270142180094787
8,3.49155092592592,3,25,0.335051546391753,0.0412371134020619,0.329896907216495,0.293814432989691
8,4.25,3,25,0.305555555555556,0.0595238095238095,0.277777777777778,0.357142857142857
5,3.4,3,25,0.273809523809524,0.0357142857142857,0.386904761904762,0.303571428571429
7,3.82777777777778,3,26,0.29073482428115,0.0670926517571885,0.29073482428115,0.351437699680511
9,4.75,4,26,0.291044776119403,0.0559701492537313,0.313432835820896,0.33955223880597
8,4.5,4,26,0.315789473684211,0.0625,0.302631578947368,0.319078947368421
8,2.75972222222222,2,26,0.264150943396226,0.0490566037735849,0.362264150943396,0.324528301886792
10,3.75,3,26,0.28956228956229,0.0572390572390572,0.31986531986532,0.333333333333333
8,4.00793650793651,3,27,0.28804347826087,0.0625,0.331521739130435,0.317934782608696
8,3.96833333333333,3,27,0.335714285714286,0.0785714285714286,0.310714285714286,0.275
8,4.41666666666667,4,27,0.327205882352941,0.0551470588235294,0.319852941176471,0.297794117647059
10,5,5,27,0.25,0.0654761904761905,0.37202380952381,0.3125
10,5,5,27,0.279635258358663,0.0729483282674772,0.337386018237082,0.310030395136778
9,5,5,28,0.301282051282051,0.0705128205128205,0.342948717948718,0.28525641025641
9,4,4,28,0.283625730994152,0.0730994152046784,0.342105263157895,0.301169590643275
9,3.86336805555556,3,28,0.280346820809249,0.0491329479768786,0.332369942196532,0.338150289017341
8,3.28847552910053,2,28,0.32,0.0646153846153846,0.332307692307692,0.283076923076923
8,3.98148148148148,3,28,0.299270072992701,0.0510948905109489,0.346715328467153,0.302919708029197
10,4.42777777777778,3,29,0.292383292383292,0.0737100737100737,0.297297297297297,0.336609336609337
10,4.76363142479214,4,29,0.304455445544554,0.0767326732673267,0.314356435643564,0.304455445544554
10,4.44444444444444,3,29,0.312820512820513,0.0769230769230769,0.279487179487179,0.330769230769231
9,5,5,29,0.266666666666667,0.0608695652173913,0.342028985507246,0.330434782608696
9,3.78125,3,29,0.284671532846715,0.072992700729927,0.309002433090024,0.333333333333333
10,5,5,30,0.273381294964029,0.0671462829736211,0.345323741007194,0.314148681055156
8,4.44444444444444,3,30,0.298994974874372,0.0552763819095477,0.321608040201005,0.324120603015075
10,4.5,3,30,0.310961968680089,0.0693512304250559,0.317673378076063,0.302013422818792
8,2.84523809523809,2,30,0.276643990929705,0.0702947845804989,0.317460317460317,0.335600907029478
9,4.44444444444444,3,30,0.312227074235808,0.0698689956331878,0.290393013100437,0.327510917030568
10,4.44444444444444,3,31,0.316239316239316,0.0705128205128205,0.314102564102564,0.299145299145299
8,3.5807953042328,3,31,0.32089552238806,0.0572139303482587,0.330845771144279,0.291044776119403
10,4.44444444444444,3,31,0.331050228310502,0.0684931506849315,0.289954337899543,0.310502283105023
10,4.44444444444444,4,31,0.305327868852459,0.0676229508196721,0.299180327868852,0.327868852459016
10,4.44444444444444,3,31,0.293986636971047,0.0623608017817372,0.314031180400891,0.329621380846325
10,4.15185185185185,3,32,0.296173044925125,0.0831946755407654,0.284525790349418,0.336106489184692
0,0,0,3,NA,NA,NA,NA
1,1,1,3,0,0,1,0
1,1,1,3,0,0,1,0
1,1,1,3,NA,NA,NA,NA
1,1,1,3,0,0,0,1
1,1,1,4,NA,NA,NA,NA
0,0,0,4,NA,NA,NA,NA
1,1,1,4,NA,NA,NA,NA
0,0,0,4,NA,NA,NA,NA
0,0,0,4,NA,NA,NA,NA
0,0,0,5,NA,NA,NA,NA
1,1,1,5,0,0,0,1
1,1,1,5,0,0,1,0
1,1,1,5,NA,NA,NA,NA
0,0,0,5,NA,NA,NA,NA
1,1,1,6,0,0,1,0
3,2.5,2,6,0.75,0,0.25,0
4,3.5,3,6,0.75,0.25,0,0
1,1,1,6,0,0,1,0
1,1,1,6,NA,NA,NA,NA
1,1,1,7,0,0,0.5,0.5
1,1,1,7,0,0,0.5,0.5
4,1.625,1,7,0.285714285714286,0.285714285714286,0.428571428571429,0
1,1,1,7,0,0,0.333333333333333,0.666666666666667
2,2,2,7,1,0,0,0
3,3,3,8,0.666666666666667,0,0.166666666666667,0.166666666666667
2,1.5,1,8,0.125,0.25,0.375,0.25
4,3,3,8,0.428571428571429,0.142857142857143,0.285714285714286,0.142857142857143
2,1.5,1,8,0.2,0,0.4,0.4
2,1.33333333333333,1,8,0,0.125,0.625,0.25
2,1.33333333333333,1,9,0.125,0.125,0.375,0.375
3,2.5,2,9,0.428571428571429,0.142857142857143,0.142857142857143,0.285714285714286
3,3,3,9,0.375,0.125,0.25,0.25
2,2,2,9,0.4,0,0.2,0.4
4,3,3,9,0.380952380952381,0.0952380952380952,0.238095238095238,0.285714285714286
5,2.72916666666667,2,10,0.323529411764706,0.147058823529412,0.323529411764706,0.205882352941176
3,2.5,2,10,0.4,0.1,0.2,0.3
2,2,2,10,0.05,0.05,0.35,0.55
3,2.5,2,10,0.583333333333333,0,0.166666666666667,0.25
3,1.5,1,10,0.318181818181818,0.0909090909090909,0.409090909090909,0.181818181818182
4,4,4,11,0.466666666666667,0,0.2,0.333333333333333
3,3,3,11,0.307692307692308,0,0.153846153846154,0.538461538461538
2,2,2,11,0.125,0,0.4375,0.4375
2,2,2,11,0.0769230769230769,0,0.307692307692308,0.615384615384615
2,1.5,1,11,0.125,0.0625,0.375,0.4375
3,2,2,12,0.263157894736842,0,0.368421052631579,0.368421052631579
2,1.33333333333333,1,12,0.0666666666666667,0.0333333333333333,0.333333333333333,0.566666666666667
2,2,2,12,0.217391304347826,0.0869565217391304,0.304347826086957,0.391304347826087
5,3.02777777777778,2,12,0.428571428571429,0,0.285714285714286,0.285714285714286
3,2.25,2,12,0.275862068965517,0.0689655172413793,0.206896551724138,0.448275862068966
2,1.5,1,13,0.1,0,0.4,0.5
4,3.66666666666667,3,13,0.34,0.08,0.28,0.3
3,2,2,13,0.0909090909090909,0.0909090909090909,0.363636363636364,0.454545454545455
3,2,2,13,0.291666666666667,0.125,0.25,0.333333333333333
3,1.83333333333333,1,13,0.233333333333333,0.0333333333333333,0.466666666666667,0.266666666666667
4,3,3,14,0.341463414634146,0.024390243902439,0.268292682926829,0.365853658536585
5,2.75,2,14,0.318181818181818,0.181818181818182,0.159090909090909,0.340909090909091
3,2,2,14,0.2,0.0666666666666667,0.266666666666667,0.466666666666667
3,2,2,14,0.205128205128205,0.0256410256410256,0.282051282051282,0.487179487179487
4,3,3,14,0.333333333333333,0.0666666666666667,0.333333333333333,0.266666666666667
6,4,4,15,0.36231884057971,0.101449275362319,0.260869565217391,0.27536231884058
4,2.125,2,15,0.272727272727273,0.0181818181818182,0.272727272727273,0.436363636363636
4,3,3,15,0.230769230769231,0.0512820512820513,0.333333333333333,0.384615384615385
4,2.16666666666667,2,15,0.211538461538462,0.0384615384615385,0.423076923076923,0.326923076923077
5,4,3,15,0.232876712328767,0.10958904109589,0.26027397260274,0.397260273972603
3,2.5,2,16,0.147540983606557,0.0983606557377049,0.19672131147541,0.557377049180328
4,3,3,16,0.27536231884058,0.101449275362319,0.304347826086957,0.318840579710145
4,3.375,3,16,0.2875,0.125,0.2375,0.35
5,3.33333333333333,3,16,0.358208955223881,0.119402985074627,0.223880597014925,0.298507462686567
4,2.66666666666667,2,16,0.272727272727273,0.025974025974026,0.285714285714286,0.415584415584416
6,3.33333333333333,3,17,0.290598290598291,0.0769230769230769,0.299145299145299,0.333333333333333
5,3.58333333333333,3,17,0.316455696202532,0.0379746835443038,0.240506329113924,0.40506329113924
5,3,3,17,0.25,0.06,0.3,0.39
3,3,3,17,0.161764705882353,0.0588235294117647,0.308823529411765,0.470588235294118
5,2.475,2,17,0.282051282051282,0.0897435897435897,0.307692307692308,0.320512820512821
5,4,3,18,0.314814814814815,0.0185185185185185,0.296296296296296,0.37037037037037
5,3.38333333333333,2,18,0.318840579710145,0.072463768115942,0.260869565217391,0.347826086956522
5,3,3,18,0.256,0.072,0.336,0.336
5,2.48333333333333,2,18,0.326086956521739,0.0760869565217391,0.293478260869565,0.304347826086957
5,2.45486111111111,2,18,0.3,0.07,0.29,0.34
6,4.22083333333333,3,19,0.284615384615385,0.0923076923076923,0.276923076923077,0.346153846153846
8,3.1625,2,19,0.302013422818792,0.10738255033557,0.275167785234899,0.315436241610738
5,3.75,3,19,0.263888888888889,0.111111111111111,0.222222222222222,0.402777777777778
5,2.54166666666667,2,19,0.28,0.064,0.248,0.408
6,3.66666666666667,3,19,0.245762711864407,0.110169491525424,0.279661016949153,0.364406779661017
9,3.5,3,20,0.302469135802469,0.0740740740740741,0.333333333333333,0.290123456790123
5,3.44791666666667,3,20,0.320512820512821,0.0897435897435897,0.288461538461538,0.301282051282051
6,2.63333333333333,2,20,0.260416666666667,0.09375,0.291666666666667,0.354166666666667
5,3,2,20,0.364705882352941,0.0470588235294118,0.282352941176471,0.305882352941176
5,3,3,20,0.225806451612903,0.0645161290322581,0.344086021505376,0.365591397849462
6,3.99537037037037,3,21,0.352201257861635,0.0817610062893082,0.238993710691824,0.327044025157233
7,3.42592592592593,3,21,0.308219178082192,0.0547945205479452,0.321917808219178,0.315068493150685
4,2,2,21,0.191666666666667,0.0583333333333333,0.316666666666667,0.433333333333333
5,2.54666666666667,2,21,0.298136645962733,0.0559006211180124,0.366459627329193,0.279503105590062
5,3.83333333333333,3,21,0.214814814814815,0.0740740740740741,0.311111111111111,0.4
6,4.25,3,22,0.299595141700405,0.0890688259109312,0.283400809716599,0.327935222672065
4,2.375,2,22,0.268156424581006,0.0726256983240224,0.301675977653631,0.357541899441341
5,3,3,22,0.251336898395722,0.0962566844919786,0.27807486631016,0.374331550802139
8,4.88888888888889,4,22,0.315789473684211,0.0394736842105263,0.328947368421053,0.315789473684211
7,3.16975308641975,2,22,0.343478260869565,0.0608695652173913,0.265217391304348,0.330434782608696
7,3.96296296296296,3,23,0.338383838383838,0.095959595959596,0.242424242424242,0.323232323232323
6,3.125,3,23,0.284444444444444,0.08,0.297777777777778,0.337777777777778
7,3.06018518518519,2,23,0.278606965174129,0.0945273631840796,0.283582089552239,0.343283582089552
7,4,4,23,0.277992277992278,0.1003861003861,0.285714285714286,0.335907335907336
5,2.77666666666667,2,23,0.252577319587629,0.0721649484536082,0.283505154639175,0.391752577319588
6,3.5,3,24,0.27037037037037,0.103703703703704,0.285185185185185,0.340740740740741
7,3.05555555555556,3,24,0.242105263157895,0.0912280701754386,0.298245614035088,0.368421052631579
6,3.5,3,24,0.258741258741259,0.101398601398601,0.300699300699301,0.339160839160839
6,3.21527777777778,3,24,0.300724637681159,0.0833333333333333,0.239130434782609,0.376811594202899
8,4.14814814814815,3,24,0.3125,0.05,0.316666666666667,0.320833333333333
6,3,2,25,0.241935483870968,0.0806451612903226,0.314516129032258,0.362903225806452
8,4.39444444444444,3,25,0.334328358208955,0.0895522388059701,0.26865671641791,0.307462686567164
9,4,3,25,0.32,0.09,0.336666666666667,0.253333333333333
7,2.68833333333333,2,25,0.262948207171315,0.0796812749003984,0.290836653386454,0.366533864541833
6,3.91666666666667,3,25,0.307692307692308,0.0931174089068826,0.287449392712551,0.311740890688259
7,3.31904761904762,3,26,0.282229965156794,0.0801393728222996,0.317073170731707,0.320557491289199
8,4.125,3,26,0.339222614840989,0.0706713780918728,0.243816254416961,0.346289752650177
7,4.27777777777778,3,26,0.30188679245283,0.0867924528301887,0.290566037735849,0.320754716981132
6,3.62222222222222,3,26,0.311111111111111,0.0920634920634921,0.266666666666667,0.33015873015873
7,4.23333333333333,3,26,0.271241830065359,0.0784313725490196,0.277777777777778,0.372549019607843
10,4.12037037037037,3,27,0.314148681055156,0.0959232613908873,0.28537170263789,0.304556354916067
7,2.75,2,27,0.27887323943662,0.076056338028169,0.304225352112676,0.340845070422535
8,4.625,3,27,0.309192200557103,0.0696378830083565,0.259052924791086,0.362116991643454
10,4.38425925925926,3,27,0.302439024390244,0.0975609756097561,0.285365853658537,0.314634146341463
9,4.12037037037037,3,27,0.33419689119171,0.0906735751295337,0.269430051813472,0.305699481865285
7,4.12962962962963,3,28,0.287128712871287,0.0841584158415842,0.27970297029703,0.349009900990099
9,3,3,28,0.275862068965517,0.0886699507389163,0.283251231527094,0.352216748768473
8,3.33273809523809,2,28,0.30791788856305,0.0791788856304985,0.269794721407625,0.343108504398827
