N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
64,4,0.11,10,0.5,1.5,22,0.266932271,0.087649402,0.418326693,0.227091633,6
32,2,0.11,1,0.1,2,15,0.432835821,0.104477612,0.179104478,0.28358209,5
16,6,0.11,2,0.4,1.5,10,0.428571429,0.142857143,0.285714286,0.142857143,3
48,8,0.13,0.5,0.8,1.5,20,0.33557047,0.073825503,0.261744966,0.32885906,4
48,4,0.11,10,0.1,2,38,0.362264151,0.060377358,0.327044025,0.250314465,7
16,4,0.12,2,0.1,1.5,10,0.366666667,0.033333333,0.266666667,0.333333333,3
48,4,0.12,10,0.7,1,10,0.2,0.2,0,0.6,3
16,8,0.13,10,0.5,1.25,9,0.3,0.1,0.6,0,2
48,8,0.09,10,0.4,1.75,21,0.311258278,0.066225166,0.258278146,0.364238411,4
32,6,0.13,2,0.1,1.5,17,0.209944751,0.127071823,0.364640884,0.298342541,6
32,2,0.09,1,0.8,0.25,4,0,0,0,1,1
32,8,0.12,0.5,0.5,0.75,10,0.125,0.083333333,0.25,0.541666667,3
24,6,0.09,1,0.6,0.25,2,NA,NA,NA,NA,0
24,2,0.11,0.5,0.4,1.75,12,0.24137931,0.068965517,0.155172414,0.534482759,3
24,6,0.09,2,0.1,0.5,4,NA,NA,NA,NA,1
48,8,0.13,0.5,0.3,2,27,0.248792271,0.077294686,0.258454106,0.415458937,7
24,6,0.09,0.1,0.6,0.75,4,0,0,1,0,1
64,2,0.11,1,0.5,2,15,0.367816092,0.103448276,0.275862069,0.252873563,6
16,4,0.1,0.1,0.8,2,6,0.3,0.1,0.1,0.5,2
48,6,0.13,0.1,0.5,1.75,33,0.219017094,0.090811966,0.361111111,0.329059829,7
48,4,0.1,0.5,0.5,1.5,14,0.368421053,0.065789474,0.197368421,0.368421053,5
48,4,0.1,0.5,0.5,1.75,20,0.349056604,0.122641509,0.254716981,0.273584906,5
48,4,0.12,0.5,0.8,1,15,0.375,0.046875,0.171875,0.40625,4
16,6,0.1,2,0.5,1.75,11,0.083333333,0.125,0.375,0.416666667,2
64,8,0.11,0.1,0.1,1.5,52,0.310012837,0.089858793,0.271501926,0.328626444,10
24,8,0.1,0.1,0.8,1.5,8,0.272727273,0.090909091,0.318181818,0.318181818,3
64,8,0.09,0.5,0.1,2,35,0.285714286,0.057866184,0.350813743,0.305605787,5
16,6,0.12,1,0.8,1.25,7,0.666666667,0,0.166666667,0.166666667,2
16,6,0.12,2,0.5,2,9,0.4,0,0.4,0.2,2
64,6,0.1,10,0.9,1,15,0.34375,0.145833333,0.21875,0.291666667,6
32,8,0.09,1,0.8,0.5,3,NA,NA,NA,NA,1
48,4,0.12,0.5,0.8,1.75,9,0.407407407,0.111111111,0.185185185,0.296296296,3
48,2,0.12,1,0.2,0.75,10,0.205882353,0.176470588,0.088235294,0.529411765,4
24,2,0.13,0.1,0.8,0.25,0,NA,NA,NA,NA,-1
16,8,0.1,0.5,0.5,1.25,7,0.25,0.125,0.5,0.125,2
64,4,0.1,1,0.2,1.75,42,0.339198436,0.076246334,0.298142717,0.286412512,8
64,4,0.12,1,0.2,1.5,22,0.380208333,0.104166667,0.276041667,0.239583333,7
32,4,0.11,10,0.2,0.75,7,0.333333333,0.111111111,0.388888889,0.166666667,3
24,4,0.09,10,0.3,1.75,6,0.142857143,0,0.285714286,0.571428571,2
48,8,0.09,0.1,0.6,1.25,16,0.356321839,0.068965517,0.379310345,0.195402299,4
16,6,0.09,0.1,0.8,1,1,NA,NA,NA,NA,0
16,4,0.13,1,0.9,0.25,0,NA,NA,NA,NA,-1
32,2,0.11,10,0.8,1.5,7,0.166666667,0.166666667,0.166666667,0.5,2
24,6,0.09,10,0.6,1.5,10,0.5625,0.125,0.0625,0.25,4
24,8,0.1,0.1,0.6,0.25,2,NA,NA,NA,NA,0
48,6,0.13,1,0.1,1.25,32,0.29739777,0.105328377,0.301115242,0.296158612,7
48,6,0.09,0.5,0.2,1.5,23,0.286407767,0.087378641,0.296116505,0.330097087,5
64,4,0.09,2,0.2,0.5,2,NA,NA,NA,NA,1
32,6,0.12,2,0.4,1.75,16,0.231578947,0.052631579,0.273684211,0.442105263,3
64,4,0.11,10,0.4,0.75,5,0.25,0,0,0.75,2
16,4,0.1,1,0.2,1.5,8,0,0.076923077,0.346153846,0.576923077,2
32,2,0.13,1,0.9,2,6,0.181818182,0.181818182,0.181818182,0.454545455,2
48,4,0.11,10,0.6,2,19,0.418032787,0.06557377,0.204918033,0.31147541,5
64,4,0.13,10,0.7,1.25,19,0.452173913,0.034782609,0.27826087,0.234782609,6
32,2,0.12,0.5,0.3,0.75,8,0.4,0.2,0.266666667,0.133333333,4
48,2,0.12,1,0.8,1.5,1,NA,NA,NA,NA,0
32,2,0.1,1,0.5,1.75,1,NA,NA,NA,NA,0
24,8,0.11,0.5,0.3,0.5,5,0,0.25,0.25,0.5,2
16,2,0.1,0.1,0.7,0.5,0,NA,NA,NA,NA,-1
24,4,0.13,1,0.9,1.5,8,0.375,0.0625,0.3125,0.25,3
48,6,0.11,1,0.2,0.75,9,0.4,0,0.333333333,0.266666667,3
64,8,0.11,1,0.3,1.5,30,0.358090186,0.084880637,0.286472149,0.270557029,8
32,8,0.09,1,0.6,1.25,10,0.5,0.071428571,0.178571429,0.25,3
32,2,0.12,2,0.3,1.5,5,0,1,0,0,2
24,6,0.09,10,0.3,2,14,0.350877193,0.070175439,0.403508772,0.175438596,3
24,4,0.12,0.5,0.3,2,7,0.5,0,0.25,0.25,3
16,2,0.11,1,0.3,1.25,7,0.538461538,0.230769231,0.076923077,0.153846154,5
64,6,0.1,2,0.7,0.25,0,NA,NA,NA,NA,-1
48,2,0.11,0.5,0.2,1.25,11,0.411764706,0.078431373,0.196078431,0.31372549,5
24,8,0.09,0.1,0.5,1,9,0.6,0,0.2,0.2,2
24,4,0.09,2,0.3,0.75,5,0,0,0,1,1
32,2,0.11,10,0.2,0.25,0,NA,NA,NA,NA,-1
64,4,0.12,2,0.5,0.25,1,NA,NA,NA,NA,0
32,4,0.12,10,0.8,0.25,1,NA,NA,NA,NA,0
64,6,0.1,0.5,0.8,0.25,2,NA,NA,NA,NA,0
48,2,0.13,2,0.2,1.25,16,0.417391304,0.043478261,0.217391304,0.32173913,4
16,8,0.11,2,0.5,1.5,6,0,0,1,0,1
64,2,0.09,10,0.3,0.25,0,NA,NA,NA,NA,-1
64,2,0.09,1,0.9,1.75,22,0.340206186,0.12371134,0.268041237,0.268041237,7
16,2,0.1,0.5,0.3,1,4,0,0,0,1,1
16,6,0.12,0.5,0.1,0.75,10,0.225806452,0.096774194,0.387096774,0.290322581,3
24,8,0.12,2,0.6,1,8,0,0,0.5,0.5,1
32,4,0.11,0.5,0.4,0.75,7,0.6,0,0.2,0.2,3
24,2,0.13,0.5,0.9,0.75,2,NA,NA,NA,NA,1
32,6,0.12,0.5,0.4,0.25,2,NA,NA,NA,NA,0
32,2,0.09,0.1,0.2,0.25,0,NA,NA,NA,NA,-1
16,6,0.13,1,0.9,0.75,2,NA,NA,NA,NA,0
16,4,0.13,2,0.7,0.75,5,0.25,0,0,0.75,2
48,8,0.11,10,0.8,1.5,17,0.222222222,0.111111111,0.2,0.466666667,3
16,2,0.1,0.5,0.3,1,7,0.083333333,0.166666667,0.25,0.5,3
48,6,0.09,10,0.7,1.75,16,0.413461538,0.076923077,0.240384615,0.269230769,4
48,4,0.12,2,0.2,1.75,29,0.278538813,0.089041096,0.267123288,0.365296804,6
16,8,0.12,10,0.8,2,11,0.285714286,0,0.357142857,0.357142857,2
16,8,0.11,0.1,0.5,0.25,3,NA,NA,NA,NA,0
16,6,0.11,0.5,0.5,0.25,4,0.333333333,0.333333333,0.333333333,0,2
24,2,0.12,0.1,0.3,0.5,5,0,0.333333333,0,0.666666667,2
16,6,0.09,2,0.6,0.75,1,NA,NA,NA,NA,0
16,6,0.1,0.5,0.9,1,1,NA,NA,NA,NA,0
64,2,0.09,1,0.8,2,4,1,0,0,0,2
64,8,0.11,10,0.5,0.25,1,NA,NA,NA,NA,0
16,6,0.1,0.1,0.4,1.25,4,NA,NA,NA,NA,1
24,4,0.1,2,0.2,2,14,0.527777778,0.083333333,0.222222222,0.166666667,5
16,2,0.1,10,0.7,1.75,0,NA,NA,NA,NA,-1
24,6,0.13,0.5,0.1,0.75,17,0.315315315,0.117117117,0.27027027,0.297297297,4
64,4,0.11,1,0.7,0.5,5,0,0,0,1,1
16,2,0.1,0.5,0.7,1,0,NA,NA,NA,NA,-1
48,2,0.1,1,0.7,1.75,5,0.6,0.2,0,0.2,3
48,8,0.13,0.5,0.4,0.5,14,0.173913043,0.130434783,0.356521739,0.339130435,5
24,6,0.09,0.1,0.4,1.5,6,0,0.2,0.4,0.4,2
64,4,0.09,2,0.3,2,40,0.286684783,0.067934783,0.309782609,0.335597826,6
24,4,0.13,0.5,0.1,2,15,0.373134328,0.059701493,0.28358209,0.28358209,4
32,4,0.12,2,0.4,1,10,0.352941176,0.176470588,0.294117647,0.176470588,3
16,8,0.13,10,0.7,2,8,0.352941176,0,0.470588235,0.176470588,2
16,2,0.12,2,0.6,0.5,1,NA,NA,NA,NA,0
64,8,0.09,0.1,0.2,1.25,30,0.223404255,0.122340426,0.271276596,0.382978723,6
48,2,0.11,0.5,0.3,1,12,0.342105263,0.026315789,0.263157895,0.368421053,3
16,8,0.1,0.5,0.3,1.5,12,0.172413793,0.086206897,0.379310345,0.362068966,3
24,4,0.12,2,0.2,1.75,10,0.384615385,0.076923077,0.115384615,0.423076923,3
16,6,0.11,10,0.1,2,13,0.260869565,0.065217391,0.326086957,0.347826087,4
32,8,0.09,10,0.2,0.5,10,0.361111111,0.111111111,0.305555556,0.222222222,3
24,2,0.09,2,0.2,1.5,2,NA,NA,NA,NA,1
32,4,0.13,0.5,0.6,0.25,3,1,0,0,0,2
24,4,0.09,10,0.4,0.25,1,NA,NA,NA,NA,0
16,8,0.09,2,0.3,0.75,6,0.333333333,0,0.333333333,0.333333333,2
48,2,0.09,10,0.1,1,4,0.5,0,0,0.5,2
48,2,0.12,10,0.8,1.5,6,0,0,0.5,0.5,1
16,8,0.11,10,0.3,2,13,0.139534884,0.093023256,0.430232558,0.337209302,4
16,2,0.13,10,0.5,1.25,6,0.157894737,0.684210526,0.157894737,0,5
64,2,0.09,0.1,0.7,1.25,2,NA,NA,NA,NA,1
48,2,0.1,1,0.6,1,8,0.5,0,0.2,0.3,3
24,4,0.09,2,0.2,1.25,10,0.166666667,0.119047619,0.166666667,0.547619048,3
64,4,0.09,1,0.5,2,34,0.381981982,0.061261261,0.257657658,0.299099099,8
64,8,0.13,2,0.5,1.25,18,0.2,0.135483871,0.277419355,0.387096774,5
48,6,0.12,10,0.4,1.5,18,0.256097561,0.097560976,0.256097561,0.390243902,5
32,2,0.09,10,0.5,1.75,4,NA,NA,NA,NA,1
64,2,0.13,0.5,0.2,0.25,0,NA,NA,NA,NA,-1
64,2,0.11,2,0.6,0.5,5,0.666666667,0,0,0.333333333,3
24,2,0.12,2,0.4,1.25,0,NA,NA,NA,NA,-1
32,8,0.1,1,0.4,1.5,12,0.055555556,0.111111111,0.222222222,0.611111111,3
16,6,0.09,0.1,0.9,0.25,0,NA,NA,NA,NA,-1
16,8,0.12,0.1,0.7,0.5,4,NA,NA,NA,NA,0
32,4,0.1,1,0.8,1.75,11,0.115384615,0,0.307692308,0.576923077,3
64,2,0.12,0.1,0.3,2,11,0.363636364,0.090909091,0.272727273,0.272727273,5
24,6,0.13,1,0.1,0.25,1,NA,NA,NA,NA,0
64,4,0.12,10,0.2,1.25,31,0.356741573,0.04494382,0.230337079,0.367977528,5
16,6,0.1,2,0.3,0.25,2,NA,NA,NA,NA,0
32,4,0.1,1,0.4,1.75,16,0.285714286,0.077922078,0.246753247,0.38961039,4
32,6,0.11,0.5,0.3,2,17,0.301136364,0.130681818,0.261363636,0.306818182,5
32,8,0.1,0.5,0.3,0.75,8,0.25,0,0.25,0.5,2
24,2,0.09,0.5,0.9,1.25,3,0,0,0,1,1
32,6,0.12,2,0.7,0.75,6,0,0.142857143,0.142857143,0.714285714,2
32,2,0.11,0.5,0.3,1.25,5,0.25,0.25,0,0.5,2
48,6,0.12,2,0.6,1.25,16,0.393939394,0.090909091,0.181818182,0.333333333,5
32,6,0.09,10,0.7,0.25,6,0.142857143,0.142857143,0.285714286,0.428571429,2
64,8,0.13,2,0.4,2,40,0.267458101,0.085893855,0.361731844,0.284916201,7
32,6,0.11,0.5,0.5,1.75,12,0.351351351,0.108108108,0.324324324,0.216216216,4
64,6,0.11,2,0.2,1,29,0.245192308,0.122596154,0.245192308,0.387019231,7
64,2,0.13,0.1,0.8,0.75,10,0.4375,0.15625,0.09375,0.3125,5
64,4,0.11,0.1,0.3,2,38,0.255502392,0.092822967,0.297607656,0.354066986,7
64,2,0.11,2,0.9,0.5,0,NA,NA,NA,NA,-1
16,8,0.12,2,0.8,1.25,6,0,0,0.4,0.6,1
64,2,0.09,0.1,0.9,1,0,NA,NA,NA,NA,-1
32,2,0.13,0.1,0.6,0.25,1,NA,NA,NA,NA,0
16,6,0.09,0.1,0.5,1.5,6,0,0,0.333333333,0.666666667,1
16,2,0.11,2,0.2,1.5,1,NA,NA,NA,NA,0
48,8,0.11,10,0.5,2,25,0.38590604,0.040268456,0.318791946,0.255033557,6
24,4,0.12,1,0.9,1,9,0.444444444,0,0.185185185,0.37037037,2
16,8,0.11,0.1,0.6,0.75,5,0,0,1,0,1
16,2,0.1,10,0.5,0.5,0,NA,NA,NA,NA,-1
48,4,0.09,1,0.2,1.25,13,0.338709677,0.080645161,0.258064516,0.322580645,4
32,6,0.1,0.1,0.6,0.75,4,1,0,0,0,2
32,6,0.11,0.1,0.3,0.25,3,0,0,1,0,1
16,4,0.1,2,0.8,1,0,NA,NA,NA,NA,-1
48,8,0.1,1,0.3,0.5,10,0.166666667,0,0.25,0.583333333,2
64,8,0.13,1,0.7,1,12,0.277777778,0.041666667,0.305555556,0.375,3
64,8,0.11,2,0.5,0.5,11,0.464285714,0.035714286,0.178571429,0.321428571,3
16,4,0.12,0.5,0.1,2,6,0.25,0,0.25,0.5,2
32,6,0.13,2,0.5,0.25,3,0,0,1,0,1
64,6,0.1,10,0.9,1.5,9,0.1875,0.25,0.25,0.3125,3
32,8,0.11,0.5,0.3,0.25,6,NA,NA,NA,NA,1
64,4,0.11,2,0.4,1.5,32,0.303387334,0.126656848,0.293078056,0.276877761,8
32,4,0.09,2,0.5,0.25,4,1,0,0,0,2
24,8,0.11,10,0.4,0.5,9,0.266666667,0.2,0.333333333,0.2,3
64,2,0.13,1,0.4,2,23,0.302564103,0.107692308,0.220512821,0.369230769,5
64,6,0.11,10,0.4,1.5,34,0.368695652,0.071304348,0.259130435,0.300869565,9
48,4,0.09,10,0.4,0.5,4,0,0,0.5,0.5,1
24,6,0.11,0.5,0.8,2,11,0.259259259,0,0.296296296,0.444444444,3
64,6,0.1,1,0.1,1,36,0.289185905,0.092345079,0.306196841,0.312272175,7
64,2,0.11,0.5,0.6,1.75,13,0.145454545,0.090909091,0.4,0.363636364,3
16,8,0.11,0.5,0.1,1.5,6,0,0,1,0,1
16,8,0.09,1,0.4,1.5,7,0,0.285714286,0.428571429,0.285714286,2
16,4,0.12,10,0.8,2,3,NA,NA,NA,NA,1
32,4,0.13,0.1,0.3,0.75,9,0.333333333,0.083333333,0.083333333,0.5,2
48,4,0.1,1,0.7,1,6,0.2,0.3,0.4,0.1,3
48,2,0.11,2,0.8,1,14,0.474576271,0.101694915,0.118644068,0.305084746,4
64,2,0.1,2,0.4,0.5,9,0.333333333,0.166666667,0.083333333,0.416666667,4
48,8,0.12,0.1,0.1,1,32,0.332941176,0.112941176,0.3,0.254117647,7
24,8,0.09,10,0.4,1.5,15,0.213333333,0.026666667,0.32,0.44,3
16,4,0.11,10,0.5,1.25,4,NA,NA,NA,NA,1
32,6,0.11,0.5,0.9,1,7,0,0,0.375,0.625,1
48,8,0.1,10,0.3,1.75,17,0.24137931,0.051724138,0.293103448,0.413793103,4
16,4,0.11,2,0.5,0.5,3,NA,NA,NA,NA,1
24,4,0.09,10,0.8,1,6,0,0.181818182,0.545454545,0.272727273,2
16,4,0.13,1,0.5,0.75,2,NA,NA,NA,NA,0
24,6,0.13,2,0.5,0.5,7,0.2,0,0.4,0.4,2
24,2,0.13,0.5,0.3,0.5,0,NA,NA,NA,NA,-1
48,8,0.09,2,0.2,1,21,0.315151515,0.048484848,0.309090909,0.327272727,4
64,4,0.09,0.1,0.6,1.75,8,0.461538462,0,0.230769231,0.307692308,3
16,4,0.1,10,0.2,1.5,7,0.428571429,0.071428571,0.285714286,0.214285714,3
64,2,0.09,2,0.6,0.25,0,NA,NA,NA,NA,-1
48,8,0.13,2,0.2,1,27,0.244803695,0.092378753,0.251732102,0.41108545,6
24,8,0.12,0.1,0.2,1,11,0.290909091,0.145454545,0.345454545,0.218181818,3
48,2,0.13,2,0.3,2,18,0.4,0.15483871,0.141935484,0.303225806,7
48,2,0.09,10,0.6,0.5,1,NA,NA,NA,NA,0
64,4,0.09,10,0.3,0.75,13,0.392857143,0,0.178571429,0.428571429,4
32,6,0.13,10,0.2,1,11,0.377358491,0.094339623,0.283018868,0.245283019,3
24,2,0.13,0.1,0.9,0.25,3,1,0,0,0,2
48,4,0.11,0.1,0.3,0.5,6,0.2,0.1,0.4,0.3,2
16,4,0.1,1,0.9,1.5,6,0.5,0,0.25,0.25,2
24,2,0.11,10,0.9,0.25,1,NA,NA,NA,NA,0
24,8,0.11,1,0.9,0.25,0,NA,NA,NA,NA,-1
64,8,0.13,10,0.3,0.75,12,0.272727273,0.045454545,0.363636364,0.318181818,4
64,2,0.11,0.1,0.1,1.5,21,0.272727273,0.090909091,0.240909091,0.395454545,6
32,2,0.12,1,0.1,0.25,3,NA,NA,NA,NA,1
24,2,0.13,10,0.3,0.25,0,NA,NA,NA,NA,-1
32,8,0.12,10,0.8,0.25,1,NA,NA,NA,NA,0
32,2,0.11,0.1,0.1,2,24,0.307407407,0.103703704,0.285185185,0.303703704,6
64,2,0.09,0.5,0.4,1.5,37,0.234716157,0.081877729,0.339519651,0.343886463,8
48,6,0.12,10,0.6,0.75,7,0.363636364,0,0.181818182,0.454545455,2
48,2,0.1,10,0.6,1,5,0.75,0,0,0.25,3
64,8,0.1,1,0.8,0.25,5,0.5,0,0,0.5,2
32,4,0.13,0.5,0.7,0.75,0,NA,NA,NA,NA,-1
32,4,0.12,0.5,0.3,1.25,18,0.197452229,0.089171975,0.337579618,0.375796178,4
16,6,0.13,0.1,0.1,0.25,2,NA,NA,NA,NA,1
24,4,0.13,1,0.2,2,22,0.278745645,0.111498258,0.275261324,0.334494774,5
32,8,0.1,1,0.6,1.5,15,0.436363636,0.018181818,0.236363636,0.309090909,4
48,4,0.12,1,0.5,0.25,5,0.222222222,0.222222222,0.333333333,0.222222222,2
64,2,0.11,2,0.9,1.75,6,0.333333333,0,0.333333333,0.333333333,2
64,2,0.12,0.1,0.6,0.75,3,0,0,1,0,1
16,6,0.12,10,0.8,1,4,0,0,1,0,1
24,2,0.09,2,0.9,0.25,0,NA,NA,NA,NA,-1
64,8,0.12,1,0.6,1.75,33,0.338003503,0.07530648,0.278458844,0.308231173,7
16,6,0.12,2,0.5,1.25,5,0,0,0.666666667,0.333333333,1
48,4,0.09,0.5,0.7,0.25,1,NA,NA,NA,NA,0
48,8,0.09,0.1,0.7,1,6,0.714285714,0,0.142857143,0.142857143,3
24,6,0.11,10,0.6,2,8,0.210526316,0.105263158,0.421052632,0.263157895,2
16,8,0.1,1,0.9,1,7,0,0,0.5,0.5,1
16,8,0.1,0.1,0.6,1.75,7,0,0,0.25,0.75,1
24,2,0.13,10,0.3,0.75,3,1,0,0,0,2
16,2,0.1,0.5,0.3,1.5,5,0,0,0,1,1
24,8,0.11,0.1,0.2,1.5,14,0.235294118,0.094117647,0.329411765,0.341176471,2
48,2,0.12,0.1,0.7,0.25,1,NA,NA,NA,NA,0
64,8,0.13,2,0.9,1,17,0.251748252,0.090909091,0.286713287,0.370629371,5
32,2,0.11,10,0.6,1,9,0.333333333,0.047619048,0.142857143,0.476190476,3
64,4,0.11,0.5,0.7,1.25,7,0.285714286,0,0.285714286,0.428571429,2
16,8,0.12,2,0.2,1.25,11,0.089285714,0.125,0.446428571,0.339285714,3
16,8,0.12,2,0.2,0.5,3,NA,NA,NA,NA,0
24,8,0.11,10,0.3,1.5,15,0.368421053,0.105263158,0.298245614,0.228070175,4
24,4,0.11,2,0.3,0.75,6,0,0.142857143,0.428571429,0.428571429,2
16,8,0.11,2,0.4,1,7,0.666666667,0,0.333333333,0,2
48,6,0.1,2,0.9,0.5,0,NA,NA,NA,NA,-1
16,6,0.11,0.5,0.5,0.75,7,0,0,1,0,1
24,2,0.1,0.5,0.3,1,4,0.666666667,0,0,0.333333333,2
16,8,0.12,2,0.8,1,6,0.222222222,0.222222222,0.444444444,0.111111111,2
64,2,0.11,0.1,0.6,1.5,8,0.538461538,0.076923077,0.076923077,0.307692308,4
16,6,0.1,2,0.6,1,2,NA,NA,NA,NA,1
32,2,0.12,0.5,0.1,0.25,5,0.6,0.2,0.2,0,3
48,2,0.11,0.5,0.4,0.25,2,NA,NA,NA,NA,1
64,2,0.11,0.5,0.6,1.75,1,NA,NA,NA,NA,0
64,6,0.13,2,0.1,1,32,0.380673499,0.096632504,0.285505124,0.237188873,8
48,4,0.09,0.1,0.1,1.25,22,0.325123153,0.088669951,0.280788177,0.305418719,6
48,6,0.11,0.5,0.8,2,21,0.226666667,0.106666667,0.226666667,0.44,5
32,4,0.13,0.1,0.6,1.75,20,0.35106383,0.063829787,0.276595745,0.308510638,4
16,4,0.11,2,0.1,1.75,15,0.246575342,0.164383562,0.273972603,0.315068493,4
32,4,0.12,10,0.7,1.75,7,0,0,0.615384615,0.384615385,1
16,6,0.11,2,0.8,2,6,0,0,0,1,1
16,2,0.12,10,0.2,0.25,0,NA,NA,NA,NA,-1
16,8,0.11,0.5,0.1,0.25,2,NA,NA,NA,NA,1
24,2,0.1,2,0.5,0.75,4,0,0,0.5,0.5,1
16,4,0.09,0.5,0.1,1.5,10,0.227272727,0.090909091,0.318181818,0.363636364,2
16,6,0.12,0.5,0.8,1.5,6,NA,NA,NA,NA,1
32,8,0.13,0.5,0.4,1,13,0.142857143,0.114285714,0.328571429,0.414285714,3
24,2,0.09,1,0.1,1.25,12,0.347826087,0.043478261,0.347826087,0.260869565,3
32,8,0.11,1,0.3,1.5,21,0.153846154,0.061538462,0.405128205,0.379487179,4
32,4,0.1,0.5,0.6,1.25,8,0.411764706,0,0.294117647,0.294117647,3
16,2,0.13,0.1,0.2,2,11,0.416666667,0.055555556,0.222222222,0.305555556,5
48,8,0.09,0.1,0.6,0.75,1,NA,NA,NA,NA,0
32,2,0.09,2,0.2,1,8,0.333333333,0,0.25,0.416666667,2
24,4,0.12,2,0.5,1.5,1,NA,NA,NA,NA,0
24,8,0.11,2,0.4,2,14,0.256097561,0.109756098,0.390243902,0.243902439,3
48,8,0.11,1,0.1,2,31,0.316753927,0.047120419,0.308900524,0.327225131,6
16,8,0.12,0.5,0.6,1.25,6,0.142857143,0,0.571428571,0.285714286,2
32,4,0.11,0.1,0.9,1.75,12,0.387096774,0.193548387,0.209677419,0.209677419,4
48,8,0.11,0.5,0.9,0.5,5,0.333333333,0.333333333,0,0.333333333,2
24,4,0.1,2,0.2,0.25,4,NA,NA,NA,NA,1
64,8,0.1,0.5,0.9,1.75,28,0.38071066,0.060913706,0.340101523,0.218274112,6
64,4,0.09,0.5,0.7,1,1,NA,NA,NA,NA,0
64,6,0.12,0.5,0.3,1.5,35,0.339933993,0.112211221,0.292629263,0.255225523,9
64,8,0.1,0.1,0.1,0.75,16,0.35483871,0.107526882,0.215053763,0.322580645,4
16,8,0.09,0.1,0.4,0.75,7,0,0,0.666666667,0.333333333,1
24,4,0.1,0.1,0.8,0.5,2,NA,NA,NA,NA,0
64,6,0.1,1,0.2,1.5,34,0.301829268,0.0625,0.320121951,0.31554878,8
32,4,0.11,2,0.7,0.5,1,NA,NA,NA,NA,0
24,6,0.1,1,0.6,1.25,6,0.666666667,0,0,0.333333333,2
24,2,0.11,10,0.7,1.75,4,0,0,0,1,1
64,8,0.12,1,0.4,1,22,0.313609467,0.041420118,0.295857988,0.349112426,4
16,6,0.09,1,0.5,0.25,1,NA,NA,NA,NA,0
48,6,0.13,2,0.5,1.25,22,0.322259136,0.11627907,0.249169435,0.312292359,5
48,2,0.1,0.1,0.2,0.75,11,0.37037037,0.111111111,0.111111111,0.407407407,4
32,2,0.13,1,0.8,0.25,0,NA,NA,NA,NA,-1
48,4,0.1,10,0.9,0.25,0,NA,NA,NA,NA,-1
24,4,0.12,1,0.8,1.25,5,0,0,0.75,0.25,1
24,2,0.09,10,0.8,0.25,0,NA,NA,NA,NA,-1
48,2,0.12,10,0.2,1.25,6,1,0,0,0,2
16,4,0.11,1,0.2,2,9,0.090909091,0,0.454545455,0.454545455,2
16,6,0.11,2,0.9,0.25,0,NA,NA,NA,NA,-1
32,8,0.12,0.1,0.5,1.5,13,0.302325581,0.069767442,0.302325581,0.325581395,4
48,2,0.13,0.5,0.3,1,20,0.303191489,0.132978723,0.255319149,0.308510638,6
24,8,0.12,0.5,0.9,1.5,8,0.285714286,0.142857143,0.5,0.071428571,2
32,6,0.12,2,0.2,1,10,0.24,0.12,0.56,0.08,3
24,4,0.13,2,0.9,0.75,5,0,0,0,1,1
24,4,0.09,2,0.7,1,2,NA,NA,NA,NA,0
32,4,0.13,0.5,0.8,0.5,10,0.210526316,0.210526316,0.157894737,0.421052632,3
16,8,0.13,0.5,0.9,2,5,0.5,0,0.5,0,2
48,8,0.13,0.1,0.9,0.75,5,0.5,0.166666667,0,0.333333333,3
24,2,0.12,0.5,0.3,1,2,NA,NA,NA,NA,1
24,8,0.13,0.1,0.6,1.25,5,NA,NA,NA,NA,1
48,4,0.13,10,0.9,1,4,1,0,0,0,2
64,4,0.09,2,0.3,1.75,20,0.25,0.141025641,0.141025641,0.467948718,6
32,4,0.1,0.1,0.8,2,8,0.384615385,0.076923077,0.230769231,0.307692308,3
48,8,0.1,1,0.5,1.75,20,0.280898876,0.04494382,0.224719101,0.449438202,4
48,2,0.12,10,0.1,1.25,3,NA,NA,NA,NA,0
32,6,0.09,10,0.1,0.75,11,0.25,0.104166667,0.395833333,0.25,3
48,4,0.1,1,0.6,1.25,20,0.359223301,0.048543689,0.174757282,0.417475728,5
24,2,0.13,0.5,0.5,1,3,0,1,0,0,2
64,2,0.09,2,0.4,1.25,11,0.466666667,0.088888889,0.2,0.244444444,5
48,8,0.09,1,0.2,0.5,10,0.041666667,0.083333333,0.125,0.75,2
16,6,0.11,0.1,0.7,1,4,0,0,0.5,0.5,1
16,8,0.12,1,0.2,1.25,8,0.166666667,0.166666667,0.333333333,0.333333333,2
16,6,0.1,1,0.1,1.25,9,0.5,0,0.357142857,0.142857143,3
64,6,0.11,0.5,0.8,0.75,8,0.266666667,0.133333333,0.333333333,0.266666667,2
64,2,0.11,10,0.8,0.75,3,NA,NA,NA,NA,1
16,6,0.13,1,0.4,1.5,9,0.333333333,0.066666667,0.333333333,0.266666667,3
32,8,0.1,10,0.8,1.5,6,0.666666667,0,0.333333333,0,3
32,4,0.12,1,0.2,1.5,21,0.359116022,0.077348066,0.314917127,0.248618785,6
48,8,0.12,0.5,0.6,1,13,0.181818182,0.068181818,0.272727273,0.477272727,3
16,8,0.09,1,0.9,1.5,7,0.142857143,0.142857143,0.285714286,0.428571429,2
24,8,0.1,2,0.6,0.75,6,0.333333333,0,0.333333333,0.333333333,2
