N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
64,2,0.09,0.5,0.2,0.25,1,NA,NA,NA,NA,0
48,2,0.13,2,0.9,1.25,5,0.333333333,0,0.166666667,0.5,2
32,4,0.13,0.1,0.8,1.75,1,NA,NA,NA,NA,0
64,6,0.09,0.1,0.5,1,10,0.409090909,0,0.136363636,0.454545455,2.5
16,6,0.13,2,0.4,1.75,6,0,0,0.75,0.25,1
64,2,0.09,1,0.9,0.5,2,NA,NA,NA,NA,0
16,8,0.12,1,0.2,2,10,0.181818182,0.090909091,0.5,0.227272727,1.333333333
64,4,0.11,1,0.9,1.25,3,0,0,0,1,1
16,2,0.1,0.1,0.1,1,3,0,0,0,1,1
32,6,0.11,1,0.3,1.75,16,0.372093023,0.069767442,0.255813953,0.302325581,3.222222222
24,2,0.12,1,0.3,1.75,12,0.333333333,0.136363636,0.287878788,0.242424242,3.288888889
48,6,0.1,10,0.6,2,15,0.352941176,0,0.264705882,0.382352941,3.5
16,8,0.12,10,0.9,1.25,3,NA,NA,NA,NA,0
48,4,0.13,0.5,0.5,1.5,13,0.206349206,0.19047619,0.412698413,0.19047619,2.5
48,4,0.09,0.1,0.4,1.5,22,0.383116883,0.077922078,0.272727273,0.266233766,2.972222222
32,2,0.12,0.5,0.7,0.25,1,NA,NA,NA,NA,0
24,8,0.11,0.5,0.2,1.5,17,0.202453988,0.104294479,0.355828221,0.337423313,2.03
16,8,0.13,2,0.8,0.25,0,NA,NA,NA,NA,-1
16,4,0.11,10,0.5,1.25,5,0,0.166666667,0,0.833333333,1.5
24,6,0.09,1,0.9,1,4,0,0,1,0,1
32,4,0.13,0.1,0.1,1,9,0.225806452,0.161290323,0.258064516,0.35483871,2
32,6,0.12,2,0.4,2,18,0.304635762,0.092715232,0.278145695,0.324503311,2.6
48,2,0.1,1,0.1,1,22,0.342592593,0.064814815,0.333333333,0.259259259,3.75
64,8,0.11,0.5,0.2,1.5,35,0.294599018,0.096563011,0.340425532,0.268412439,3.289197531
48,8,0.11,0.5,0.1,1.75,31,0.263386397,0.102749638,0.370477569,0.263386397,2.985709877
24,2,0.11,10,0.3,1,6,0.5,0,0,0.5,2
24,2,0.11,0.5,0.4,2,3,0,0,1,0,1
48,6,0.09,0.5,0.5,0.25,2,NA,NA,NA,NA,0
16,2,0.11,10,0.3,0.25,4,1,0,0,0,2
24,8,0.11,10,0.1,2,15,0.180851064,0.14893617,0.446808511,0.223404255,1.729166667
24,2,0.12,2,0.4,0.5,3,1,0,0,0,2
48,4,0.12,0.5,0.9,1.25,19,0.433526012,0.150289017,0.202312139,0.213872832,4.244047619
48,8,0.12,0.5,0.1,0.5,12,0.269230769,0.076923077,0.461538462,0.192307692,2
16,8,0.11,0.1,0.7,1.75,9,0.083333333,0.166666667,0.333333333,0.416666667,2
24,2,0.1,10,0.4,0.5,8,0.4,0.1,0.15,0.35,3
24,8,0.13,10,0.5,0.25,4,NA,NA,NA,NA,0
16,4,0.13,10,0.6,0.75,4,0,0,1,0,1
24,8,0.09,0.5,0.9,1,4,NA,NA,NA,NA,1
32,2,0.09,1,0.1,0.5,3,0,1,0,0,1.5
32,2,0.09,2,0.2,1.75,20,0.254054054,0.054054054,0.302702703,0.389189189,4.208333333
64,2,0.13,0.5,0.6,0.75,9,0.346153846,0.153846154,0.038461538,0.461538462,3.666666667
48,2,0.11,2,0.2,1.25,8,0.4,0.066666667,0.2,0.333333333,2
64,6,0.1,0.1,0.9,1.25,14,0.454545455,0.127272727,0.2,0.218181818,2.6875
24,6,0.11,10,0.5,0.5,1,NA,NA,NA,NA,0
64,8,0.09,2,0.6,0.75,14,0.363636364,0.045454545,0.090909091,0.5,3
64,2,0.09,0.5,0.2,0.25,2,NA,NA,NA,NA,1
24,2,0.13,2,0.7,0.75,0,NA,NA,NA,NA,-1
32,6,0.09,2,0.8,0.75,4,NA,NA,NA,NA,1
24,8,0.11,10,0.8,1.25,8,0.2,0.2,0.266666667,0.333333333,2.5
48,2,0.09,2,0.4,1.5,19,0.40952381,0.085714286,0.304761905,0.2,4.808333333
64,2,0.12,2,0.1,1.75,47,0.266723116,0.101185436,0.3276884,0.304403048,4.545662211
32,4,0.09,0.1,0.6,0.5,2,NA,NA,NA,NA,1
16,8,0.13,2,0.3,1,9,0.1,0,0.3,0.6,2
64,4,0.11,2,0.6,0.25,2,NA,NA,NA,NA,0
16,6,0.13,0.5,0.1,1,9,0.166666667,0.095238095,0.333333333,0.404761905,2.25
24,6,0.12,0.5,0.7,1.25,7,0.5,0,0.375,0.125,2.333333333
32,2,0.12,1,0.8,1.5,4,0.666666667,0,0,0.333333333,2
16,8,0.1,1,0.5,1,9,0.142857143,0.071428571,0.428571429,0.357142857,2
16,6,0.13,0.5,0.5,1.75,5,NA,NA,NA,NA,1
48,2,0.12,10,0.6,2,11,0.432835821,0.164179104,0.179104478,0.223880597,3.274305556
64,6,0.1,0.5,0.1,0.5,11,0.301886792,0.094339623,0.283018868,0.320754717,2.5625
32,2,0.1,1,0.6,0.75,4,0,0,0,1,1
24,6,0.13,0.1,0.9,1.25,8,0.16,0.2,0.4,0.24,1.8
32,8,0.13,1,0.1,0.25,10,0.12,0.16,0.52,0.2,3
48,8,0.12,10,0.2,2,34,0.254752852,0.11121673,0.348859316,0.285171103,2.758625416
48,6,0.13,0.5,0.2,1,24,0.331360947,0.103550296,0.281065089,0.284023669,3.886904762
16,2,0.09,0.1,0.3,1.5,4,0.666666667,0,0.333333333,0,2
32,4,0.09,0.5,0.1,0.75,9,0.421052632,0.157894737,0.157894737,0.263157895,3.333333333
48,2,0.12,0.1,0.6,0.75,4,0.25,0.5,0,0.25,1.75
48,6,0.09,1,0.9,1.75,22,0.365591398,0.064516129,0.204301075,0.365591398,4.625
16,8,0.1,0.5,0.7,0.5,3,NA,NA,NA,NA,0
64,8,0.13,0.5,0.7,1.5,24,0.388127854,0.136986301,0.239726027,0.235159817,3.919977679
48,6,0.1,0.1,0.2,1.25,25,0.311740891,0.097165992,0.259109312,0.331983806,3.820873016
16,2,0.1,2,0.3,0.25,2,NA,NA,NA,NA,0
64,6,0.1,10,0.4,2,40,0.288530466,0.104540024,0.298088411,0.308841099,3.565104167
64,4,0.09,0.5,0.6,1.5,28,0.260223048,0.083643123,0.308550186,0.347583643,3.076388889
64,4,0.1,2,0.4,1,19,0.41025641,0.051282051,0.273504274,0.264957265,5.25
16,8,0.09,10,0.2,1.75,9,0,0,0.761904762,0.238095238,1
32,4,0.13,0.5,0.6,1.75,18,0.229508197,0.142076503,0.295081967,0.333333333,2.9
64,4,0.12,10,0.4,1.25,24,0.272727273,0.14171123,0.377005348,0.20855615,3.46
64,6,0.09,1,0.8,0.5,6,0.5,0.125,0.25,0.125,2.25
32,8,0.11,0.5,0.7,1,6,0.6,0,0.2,0.2,2
64,4,0.1,0.1,0.3,0.75,16,0.234042553,0.085106383,0.372340426,0.308510638,2.6
16,8,0.09,0.1,0.9,2,8,0,0,0.625,0.375,1
32,4,0.09,0.1,0.3,1,10,0.307692308,0.153846154,0.307692308,0.230769231,2.5
32,2,0.1,0.5,0.3,1.25,13,0.423728814,0.084745763,0.186440678,0.305084746,3.555555556
64,2,0.09,0.1,0.7,1.75,24,0.401812689,0.108761329,0.244712991,0.244712991,4.147209821
16,2,0.12,0.1,0.2,0.5,4,0.5,0,0.25,0.25,2
24,4,0.1,2,0.5,0.25,4,NA,NA,NA,NA,1
24,8,0.13,2,0.8,1.5,8,0.090909091,0.090909091,0.454545455,0.363636364,1.5
24,4,0.1,0.1,0.3,2,13,0.454545455,0.03030303,0.363636364,0.151515152,3.4
16,2,0.09,1,0.1,1,3,NA,NA,NA,NA,1
32,2,0.09,0.1,0.8,1.75,11,0.382978723,0.127659574,0.191489362,0.29787234,2.833333333
32,2,0.09,2,0.1,1.75,12,0.304347826,0.130434783,0.260869565,0.304347826,2
24,4,0.09,1,0.3,0.25,4,0,0,0.5,0.5,1
64,8,0.1,0.5,0.2,1,27,0.294117647,0.111111111,0.316993464,0.277777778,3.953125
16,2,0.09,0.5,0.4,1,3,0,0,1,0,1
16,6,0.11,0.5,0.1,1.25,5,0.333333333,0.166666667,0.5,0,1.5
64,4,0.12,0.1,0.2,0.5,6,0.25,0,0.25,0.5,2
48,8,0.13,1,0.8,2,14,0.347826087,0.043478261,0.195652174,0.413043478,3.166666667
24,8,0.12,0.5,0.1,0.75,11,0.172413793,0.068965517,0.344827586,0.413793103,1.5
24,8,0.11,0.1,0.7,0.25,0,NA,NA,NA,NA,-1
48,6,0.13,1,0.6,1.25,17,0.300884956,0.132743363,0.212389381,0.353982301,2.9375
32,8,0.09,0.1,0.2,1.75,17,0.24516129,0.167741935,0.303225806,0.283870968,2.262152778
64,6,0.1,1,0.5,1.75,27,0.301339286,0.104910714,0.323660714,0.270089286,3.600154321
48,6,0.09,1,0.2,1.5,27,0.32748538,0.073099415,0.342105263,0.257309942,2.979188713
24,6,0.11,10,0.2,0.75,8,0.230769231,0.230769231,0.461538462,0.076923077,2
64,4,0.13,10,0.7,1,14,0.32,0.16,0.35,0.17,3.896825397
64,2,0.11,10,0.7,2,8,0.555555556,0.222222222,0,0.222222222,3.25
24,2,0.13,0.5,0.8,0.25,0,NA,NA,NA,NA,-1
24,4,0.1,10,0.2,1,10,0.428571429,0.214285714,0.142857143,0.214285714,2.75
32,8,0.11,0.1,0.8,0.75,9,0,0,0.636363636,0.363636364,1
48,4,0.11,2,0.2,0.75,10,0.631578947,0,0.157894737,0.210526316,4
32,4,0.11,1,0.5,1,3,1,0,0,0,2
48,6,0.09,2,0.9,1.75,18,0.298850575,0.126436782,0.344827586,0.229885057,2.706666667
24,2,0.1,1,0.3,0.25,1,NA,NA,NA,NA,0
16,2,0.11,0.5,0.8,1.25,3,NA,NA,NA,NA,1
48,4,0.13,2,0.4,0.5,9,0.444444444,0.111111111,0.222222222,0.222222222,3
48,4,0.12,0.1,0.2,1,11,0.375,0.0625,0.28125,0.28125,2.777777778
16,6,0.13,0.5,0.8,1.5,7,0.142857143,0.285714286,0.285714286,0.285714286,1.666666667
16,8,0.1,0.1,0.3,1.75,8,0.111111111,0.111111111,0.444444444,0.333333333,1.333333333
48,8,0.09,0.5,0.8,1.25,14,0.319587629,0.082474227,0.309278351,0.288659794,2.8
16,6,0.12,2,0.2,1.25,7,0.083333333,0.166666667,0.583333333,0.166666667,1.25
24,6,0.12,1,0.8,1.5,7,0.263157895,0.052631579,0.368421053,0.315789474,2
16,6,0.12,2,0.7,1.5,6,1,0,0,0,2
48,4,0.11,10,0.6,2,21,0.221518987,0.132911392,0.386075949,0.259493671,3
16,6,0.13,10,0.1,0.5,9,0.2,0,0.4,0.4,2
24,6,0.09,0.1,0.1,2,18,0.242424242,0.075757576,0.265151515,0.416666667,2.25
32,4,0.11,0.5,0.5,2,18,0.279411765,0.044117647,0.345588235,0.330882353,2.619047619
64,6,0.13,10,0.5,0.25,6,0.111111111,0.111111111,0.222222222,0.555555556,1.5
32,2,0.12,2,0.8,2,5,0.375,0.375,0.125,0.125,2.5
32,6,0.13,0.5,0.8,1.75,8,0.285714286,0.071428571,0.214285714,0.428571429,2.25
24,4,0.12,2,0.2,1.75,12,0.285714286,0.194805195,0.38961039,0.12987013,2.633333333
64,4,0.1,2,0.1,1,36,0.358227848,0.086075949,0.265822785,0.289873418,5.01338287
32,8,0.1,10,0.4,0.75,10,0.428571429,0.071428571,0.214285714,0.285714286,2
64,4,0.12,1,0.2,1.75,35,0.308304892,0.098976109,0.293515358,0.299203641,4.688185567
16,4,0.11,0.5,0.9,2,8,0.1,0.1,0.2,0.6,2
48,6,0.12,1,0.2,1,20,0.33490566,0.141509434,0.268867925,0.254716981,3.894675926
24,6,0.11,0.1,0.7,0.25,2,NA,NA,NA,NA,0
32,6,0.13,1,0.9,1.25,7,0.4,0,0.333333333,0.266666667,2.333333333
32,8,0.1,10,0.3,1.5,7,0.666666667,0,0,0.333333333,2
48,6,0.1,2,0.9,2,11,0.275862069,0.24137931,0.172413793,0.310344828,2.1875
48,6,0.13,2,0.7,0.25,1,NA,NA,NA,NA,0
64,8,0.13,2,0.2,1.5,38,0.278225806,0.086693548,0.34375,0.291330645,4.046833664
64,2,0.12,0.5,0.9,2,21,0.331730769,0.115384615,0.341346154,0.211538462,5.168113426
24,6,0.1,2,0.3,1.5,13,0.357142857,0.047619048,0.285714286,0.30952381,2.416666667
48,2,0.09,0.1,0.7,1.75,5,0.25,0.25,0,0.5,2
64,4,0.1,0.5,0.2,0.25,1,NA,NA,NA,NA,0
48,8,0.11,1,0.7,1.25,11,0.459459459,0.027027027,0.297297297,0.216216216,2.666666667
16,6,0.11,2,0.7,1.5,9,0,0,0.411764706,0.588235294,1
24,2,0.1,0.1,0.8,1,3,0,0,0,1,1
48,4,0.12,0.5,0.2,0.75,17,0.330188679,0.075471698,0.264150943,0.330188679,3.472916667
16,4,0.11,0.1,0.7,2,6,0.2,0.2,0.3,0.3,1.666666667
16,6,0.09,0.1,0.5,1,7,0.3,0.1,0.5,0.1,1.666666667
32,8,0.11,0.1,0.2,0.25,6,0,0,1,0,1
24,8,0.1,1,0.7,1,3,NA,NA,NA,NA,0
32,6,0.13,0.5,0.3,1,21,0.231481481,0.12037037,0.299382716,0.348765432,2.27
48,2,0.11,1,0.8,0.25,0,NA,NA,NA,NA,-1
16,8,0.13,2,0.3,0.25,4,NA,NA,NA,NA,1
32,4,0.1,1,0.3,0.75,2,NA,NA,NA,NA,0
32,4,0.13,2,0.4,0.25,1,NA,NA,NA,NA,0
16,2,0.11,1,0.8,1.5,1,NA,NA,NA,NA,0
64,2,0.1,10,0.8,1,5,1,0,0,0,3
24,4,0.11,0.5,0.6,0.5,1,NA,NA,NA,NA,0
24,8,0.12,1,0.8,0.25,2,NA,NA,NA,NA,0
16,8,0.11,1,0.7,0.5,2,NA,NA,NA,NA,0
16,4,0.13,0.5,0.5,0.25,4,0,0,0.5,0.5,1
24,6,0.12,1,0.8,1.5,7,0.384615385,0,0.230769231,0.384615385,2
48,6,0.11,10,0.1,0.5,14,0.327586207,0.068965517,0.310344828,0.293103448,3.444444444
24,6,0.1,10,0.8,0.25,3,1,0,0,0,2
48,6,0.11,0.1,0.8,1.25,13,0.183098592,0.084507042,0.338028169,0.394366197,2.625
32,8,0.09,1,0.3,1.25,15,0.121621622,0.081081081,0.256756757,0.540540541,2.5
48,6,0.13,1,0.8,0.75,13,0.348837209,0.093023256,0.220930233,0.337209302,2.75
24,4,0.13,1,0.4,1,5,0,0,0,1,1
16,6,0.13,10,0.5,1.75,10,0.04,0.04,0.52,0.4,1.5
64,2,0.09,1,0.4,0.75,3,NA,NA,NA,NA,1
64,8,0.09,0.1,0.4,0.5,12,0.428571429,0.102040816,0.183673469,0.285714286,2.791666667
64,8,0.09,1,0.3,1,21,0.33125,0.05,0.33125,0.2875,2.6625
16,6,0.11,10,0.1,1.75,10,0.090909091,0.090909091,0.454545455,0.363636364,1.333333333
16,8,0.11,1,0.5,1.75,7,0,0,0.857142857,0.142857143,1
48,2,0.1,0.5,0.1,1,15,0.510204082,0.12244898,0.102040816,0.265306122,4.625
16,4,0.13,1,0.9,0.75,5,0,0,0.5,0.5,1
24,6,0.1,2,0.9,0.5,0,NA,NA,NA,NA,-1
48,6,0.11,10,0.4,0.75,13,0.164179104,0.119402985,0.343283582,0.373134328,2.111111111
32,6,0.09,10,0.1,1,13,0.24137931,0.137931034,0.390804598,0.229885057,2
64,4,0.11,1,0.7,1.5,20,0.313868613,0.102189781,0.233576642,0.350364964,2.805
24,2,0.09,10,0.3,1,2,NA,NA,NA,NA,1
24,4,0.12,0.1,0.2,1,13,0.357142857,0.107142857,0.339285714,0.196428571,3
16,4,0.12,0.5,0.7,0.5,0,NA,NA,NA,NA,-1
48,6,0.12,0.5,0.3,0.75,15,0.37704918,0.016393443,0.295081967,0.31147541,3.75
16,6,0.09,0.5,0.4,0.25,3,NA,NA,NA,NA,1
24,6,0.1,2,0.7,1.75,6,0.428571429,0.285714286,0.285714286,0,2.333333333
32,2,0.09,0.1,0.8,1.5,3,NA,NA,NA,NA,1
64,2,0.11,2,0.3,0.75,11,0.333333333,0.095238095,0.261904762,0.30952381,3
64,4,0.1,0.5,0.6,0.25,1,NA,NA,NA,NA,0
64,8,0.09,10,0.1,2,45,0.284076433,0.082802548,0.350318471,0.282802548,3.855071128
48,8,0.1,10,0.3,1.25,25,0.381578947,0.121052632,0.263157895,0.234210526,3.415843621
16,6,0.1,0.5,0.1,2,10,0.25,0.0625,0.4375,0.25,2
24,2,0.11,1,0.5,0.75,1,NA,NA,NA,NA,0
64,4,0.11,10,0.1,1.5,41,0.313813814,0.096096096,0.315315315,0.274774775,4.873701105
48,6,0.13,0.5,0.3,1.75,26,0.287912088,0.079120879,0.30989011,0.323076923,3.517117229
48,2,0.09,2,0.7,1,4,0.666666667,0.333333333,0,0,2.5
16,8,0.12,10,0.5,0.25,2,NA,NA,NA,NA,1
64,4,0.1,0.1,0.8,0.5,4,0,1,0,0,1.5
64,2,0.13,0.1,0.2,0.25,2,NA,NA,NA,NA,1
16,2,0.12,1,0.3,0.25,0,NA,NA,NA,NA,-1
64,8,0.11,1,0.8,0.75,12,0.379310345,0.068965517,0.24137931,0.310344828,3
32,6,0.12,0.5,0.4,1.25,16,0.270588235,0.070588235,0.282352941,0.376470588,2.416666667
48,6,0.12,10,0.9,2,17,0.372413793,0.117241379,0.262068966,0.248275862,3.837962963
48,6,0.12,0.1,0.9,1.5,11,0.361702128,0.14893617,0.319148936,0.170212766,3.58
24,6,0.12,0.5,0.2,1.75,16,0.285714286,0.100840336,0.302521008,0.31092437,2.125
32,2,0.13,2,0.6,1,1,NA,NA,NA,NA,0
16,6,0.12,0.1,0.4,1.25,5,0.666666667,0,0.333333333,0,2
24,4,0.13,0.1,0.2,2,17,0.232044199,0.110497238,0.314917127,0.342541436,2.523412698
16,4,0.09,0.1,0.5,2,7,0.1875,0.125,0.3125,0.375,1.666666667
48,2,0.1,0.1,0.5,1,10,0.432432432,0.081081081,0.162162162,0.324324324,3.333333333
32,8,0.09,0.1,0.2,1,11,0.194444444,0,0.388888889,0.416666667,2
64,4,0.12,2,0.3,1.5,28,0.346733668,0.103015075,0.278894472,0.271356784,3.826444004
48,2,0.1,2,0.9,0.75,0,NA,NA,NA,NA,-1
32,8,0.1,0.1,0.7,0.75,5,0.5,0,0.25,0.25,2
48,2,0.13,2,0.2,1.25,25,0.314285714,0.089285714,0.292857143,0.303571429,4.733333333
16,4,0.09,1,0.7,1.5,4,0,0,0,1,1
48,8,0.11,0.1,0.4,1.25,19,0.251282051,0.066666667,0.282051282,0.4,2.628472222
32,2,0.09,10,0.5,1,9,0.16,0.16,0.32,0.36,2
24,8,0.09,1,0.7,1.75,11,0.244444444,0,0.377777778,0.377777778,2
16,4,0.13,2,0.2,1.75,9,0.032258065,0.064516129,0.387096774,0.516129032,1.25
32,6,0.1,0.5,0.2,2,14,0.37704918,0.049180328,0.31147541,0.262295082,3
16,4,0.12,10,0.8,0.5,1,NA,NA,NA,NA,0
64,4,0.09,0.1,0.8,0.75,18,0.447368421,0.105263158,0.210526316,0.236842105,4.366666667
16,6,0.09,0.1,0.7,1,2,NA,NA,NA,NA,0
48,6,0.12,1,0.6,0.75,7,0.714285714,0,0.142857143,0.142857143,3
24,4,0.12,2,0.8,1,2,NA,NA,NA,NA,1
32,4,0.13,10,0.4,1.5,17,0.356643357,0.090909091,0.314685315,0.237762238,3.333333333
32,6,0.09,2,0.8,1.25,6,0,0,0,1,1
32,8,0.12,0.1,0.9,2,16,0.090909091,0.045454545,0.329545455,0.534090909,3
48,2,0.11,1,0.4,0.5,10,0.166666667,0.1,0.166666667,0.566666667,3
48,4,0.09,1,0.8,1.5,9,0.304347826,0.086956522,0.130434783,0.47826087,2
24,4,0.1,2,0.7,0.25,2,NA,NA,NA,NA,1
24,2,0.11,0.1,0.4,1.5,11,0.333333333,0.151515152,0.060606061,0.454545455,3
16,2,0.13,1,0.8,1,8,0.136363636,0.136363636,0.272727273,0.454545455,1.75
48,8,0.11,1,0.9,1.5,6,0.272727273,0.181818182,0.272727273,0.272727273,2
16,6,0.12,0.5,0.9,1.5,3,NA,NA,NA,NA,1
24,6,0.12,0.5,0.3,1.5,12,0.095238095,0.095238095,0.238095238,0.571428571,2
32,4,0.13,1,0.7,0.25,2,NA,NA,NA,NA,1
48,2,0.1,2,0.1,2,21,0.37244898,0.096938776,0.25,0.280612245,4.1875
64,4,0.11,1,0.2,0.75,26,0.301587302,0.142857143,0.263888889,0.291666667,3.925925926
64,8,0.1,0.5,0.6,1.5,21,0.231788079,0.175496689,0.271523179,0.321192053,4.521825397
64,6,0.09,10,0.6,0.5,9,0.6,0,0.2,0.2,3
24,4,0.13,10,0.6,0.25,0,NA,NA,NA,NA,-1
24,8,0.13,0.1,0.9,0.25,1,NA,NA,NA,NA,0
48,2,0.13,1,0.6,1,1,NA,NA,NA,NA,0
16,6,0.12,1,0.3,1.75,10,0.103448276,0,0.517241379,0.379310345,2
24,8,0.13,10,0.5,2,7,0.25,0,0.5,0.25,1.5
48,8,0.12,2,0.9,0.75,6,0,0,1,0,1
24,4,0.13,0.1,0.4,0.25,2,NA,NA,NA,NA,0
32,4,0.12,0.5,0.6,0.5,2,NA,NA,NA,NA,0
64,4,0.12,1,0.1,1,30,0.289813486,0.1276901,0.271162123,0.31133429,4.068576389
32,2,0.1,10,0.3,1.25,12,0.4375,0.09375,0.1875,0.28125,4
64,8,0.1,1,0.1,0.5,13,0.5,0.1,0.166666667,0.233333333,2.833333333
64,4,0.1,10,0.8,2,24,0.362244898,0.109693878,0.31122449,0.216836735,4.16977889
32,6,0.13,0.1,0.7,0.5,1,NA,NA,NA,NA,0
48,4,0.09,0.5,0.9,1.5,9,0.583333333,0,0.083333333,0.333333333,4
64,2,0.12,2,0.1,0.25,5,0.5,0,0,0.5,2
32,4,0.12,0.5,0.4,1.75,10,0.413793103,0.103448276,0.275862069,0.206896552,3
16,6,0.09,0.5,0.5,1,4,NA,NA,NA,NA,0
16,8,0.13,1,0.1,0.5,8,0.347826087,0.217391304,0.347826087,0.086956522,1.833333333
64,8,0.09,1,0.8,1.5,12,0.481481481,0.037037037,0.259259259,0.222222222,4
24,4,0.11,1,0.6,1.5,6,0.2,0.2,0.4,0.2,1.5
64,4,0.11,10,0.1,1.75,42,0.274220963,0.11898017,0.352974504,0.253824363,3.94092342
24,6,0.12,1,0.3,1.25,15,0.373134328,0.044776119,0.298507463,0.28358209,3
48,8,0.09,0.5,0.1,1.75,25,0.393939394,0.090909091,0.257575758,0.257575758,3.680952381
32,2,0.12,1,0.1,0.5,1,NA,NA,NA,NA,0
32,4,0.13,0.5,0.4,0.75,13,0.202380952,0.166666667,0.333333333,0.297619048,2.9
16,6,0.09,1,0.6,0.25,5,0,0,1,0,1
64,8,0.09,2,0.2,2,40,0.275915822,0.115354638,0.390491037,0.218238504,3.598958333
24,2,0.1,0.1,0.2,0.25,2,NA,NA,NA,NA,0
48,6,0.1,0.1,0.6,1.75,27,0.323809524,0.071428571,0.342857143,0.261904762,2.713498034
48,4,0.1,1,0.1,0.25,5,0.333333333,0.333333333,0,0.333333333,2
48,4,0.09,1,0.3,1.5,21,0.419847328,0.106870229,0.167938931,0.305343511,4.536458333
64,8,0.13,0.5,0.2,1.25,41,0.320813772,0.129890454,0.283776734,0.26551904,3.510666885
24,4,0.12,2,0.7,0.5,1,NA,NA,NA,NA,0
16,8,0.1,1,0.3,2,10,0.142857143,0.142857143,0.571428571,0.142857143,1.333333333
16,8,0.13,0.1,0.1,0.5,8,0.041666667,0.125,0.666666667,0.166666667,1.2
16,8,0.11,2,0.8,0.75,2,NA,NA,NA,NA,0
24,6,0.12,0.1,0.6,1.25,6,0,0.2,0.4,0.4,1.333333333
24,2,0.12,2,0.6,1,3,NA,NA,NA,NA,1
48,6,0.12,0.1,0.8,0.25,2,NA,NA,NA,NA,1
64,4,0.11,10,0.6,1,12,0.272727273,0.181818182,0.386363636,0.159090909,3
32,6,0.12,0.5,0.2,2,17,0.119047619,0.142857143,0.404761905,0.333333333,2.5
64,8,0.13,1,0.7,0.75,15,0.247524752,0.138613861,0.336633663,0.277227723,2.601190476
16,6,0.11,0.1,0.2,1,10,0.310344828,0.103448276,0.413793103,0.172413793,1.666666667
24,2,0.12,0.1,0.5,1.25,3,NA,NA,NA,NA,1
64,4,0.11,0.1,0.6,1.75,42,0.341290893,0.082228117,0.314765694,0.261715296,4.512384615
24,2,0.12,2,0.7,2,10,0.4375,0,0.1875,0.375,2.25
24,4,0.1,2,0.9,0.75,4,0,0,0.5,0.5,1
32,2,0.13,1,0.5,0.75,0,NA,NA,NA,NA,-1
48,2,0.1,10,0.1,0.75,11,0.158730159,0.174603175,0.253968254,0.412698413,2.114583333
24,2,0.13,1,0.2,1.5,14,0.348623853,0.091743119,0.211009174,0.348623853,3.390740741
24,4,0.13,10,0.5,2,13,0.226086957,0.217391304,0.234782609,0.32173913,3.222222222
16,2,0.13,10,0.6,2,7,0.5,0.1,0.1,0.3,2.75
32,6,0.09,10,0.1,0.75,7,0.166666667,0,0.333333333,0.5,2
48,2,0.11,10,0.6,0.5,1,NA,NA,NA,NA,0
48,6,0.12,10,0.1,1.25,25,0.330749354,0.124031008,0.297157623,0.248062016,3.802960069
16,8,0.09,1,0.4,1.75,9,0,0,0.769230769,0.230769231,1
16,4,0.12,2,0.6,0.75,3,NA,NA,NA,NA,1
16,8,0.13,0.1,0.7,1.75,5,1,0,0,0,2
48,4,0.11,0.1,0.6,1.75,16,0.342857143,0.028571429,0.228571429,0.4,3.3125
16,6,0.11,1,0.8,1.75,3,0,0,0,1,1
64,4,0.1,0.1,0.9,0.5,3,1,0,0,0,2
48,4,0.12,0.5,0.3,1,23,0.370860927,0.135761589,0.221854305,0.271523179,4.094444444
24,8,0.11,2,0.8,0.5,4,NA,NA,NA,NA,1
32,2,0.09,0.5,0.2,0.5,4,1,0,0,0,3
24,6,0.09,0.5,0.6,1.25,6,0.6,0,0.2,0.2,2
24,6,0.13,10,0.9,1.25,7,0.142857143,0.142857143,0.285714286,0.428571429,1.666666667
48,4,0.1,0.1,0.2,1,28,0.315340909,0.068181818,0.332386364,0.284090909,4.164399093
32,6,0.13,0.5,0.4,1.25,10,0.5,0.107142857,0.178571429,0.214285714,2.333333333
64,8,0.09,0.1,0.1,1,27,0.258064516,0.2,0.306451613,0.235483871,3.413592533
48,4,0.12,0.5,0.1,1,19,0.304545455,0.113636364,0.268181818,0.313636364,3.116666667
64,2,0.1,2,0.1,1.75,36,0.320375335,0.087131367,0.324396783,0.268096515,4.636720988
64,8,0.12,0.1,0.4,1.5,27,0.231237323,0.081135903,0.415821501,0.271805274,3.092592593
24,2,0.12,0.1,0.5,1.25,0,NA,NA,NA,NA,-1
32,8,0.13,2,0.3,1.75,19,0.36900369,0.125461255,0.276752768,0.228782288,3.030187075
32,6,0.11,1,0.8,1,5,0.5,0,0.333333333,0.166666667,2
48,8,0.1,0.5,0.4,2,22,0.329341317,0.077844311,0.25748503,0.335329341,3.75
48,2,0.11,0.1,0.1,0.75,10,0.476190476,0.047619048,0.142857143,0.333333333,4.5
32,6,0.12,1,0.5,1.25,17,0.326359833,0.125523013,0.267782427,0.280334728,2.6875
64,2,0.11,2,0.9,1,1,NA,NA,NA,NA,0
48,8,0.13,0.1,0.7,0.5,9,0.285714286,0.047619048,0.285714286,0.380952381,2.166666667
32,8,0.13,2,0.8,1.5,19,0.164179104,0.104477612,0.393034826,0.338308458,3.223214286
24,2,0.09,2,0.1,0.5,3,NA,NA,NA,NA,1
