N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
32,8,0.09,1,0.7,1.25,9,0.181818182,0.090909091,0.181818182,0.545454545,2
16,4,0.09,2,0.4,0.25,1,NA,NA,NA,NA,0
24,8,0.12,2,0.4,0.5,4,0,0,1,0,1
16,2,0.13,2,0.3,2,1,NA,NA,NA,NA,0
64,4,0.11,0.1,0.2,2,37,0.309966216,0.077702703,0.309121622,0.303209459,3.873678102
64,4,0.12,10,0.5,0.75,24,0.324324324,0.113513514,0.345945946,0.216216216,3.813194444
32,6,0.13,2,0.9,1,5,1,0,0,0,2
16,2,0.1,2,0.2,0.75,2,NA,NA,NA,NA,0
48,8,0.1,1,0.3,1.75,27,0.331378299,0.090909091,0.307917889,0.269794721,3.335219381
24,8,0.13,0.5,0.7,0.25,0,NA,NA,NA,NA,-1
48,8,0.12,2,0.8,2,25,0.398058252,0.100323625,0.28802589,0.213592233,3.298446712
16,6,0.12,0.5,0.9,1.5,3,NA,NA,NA,NA,0
32,4,0.1,10,0.2,2,18,0.355421687,0.120481928,0.313253012,0.210843373,3.21875
48,6,0.13,0.5,0.3,2,26,0.289693593,0.128133705,0.309192201,0.272980501,4.291666667
16,2,0.12,2,0.1,1,2,NA,NA,NA,NA,1
48,6,0.1,10,0.5,1,17,0.358333333,0.058333333,0.325,0.258333333,3.475
64,4,0.11,2,0.8,1,11,0.444444444,0,0.444444444,0.111111111,2.166666667
32,8,0.12,1,0.6,2,14,0.329268293,0.146341463,0.317073171,0.207317073,2.583333333
32,2,0.1,10,0.9,0.5,5,0,0,0.333333333,0.666666667,1
32,6,0.13,2,0.3,0.75,6,0.5,0.1,0.3,0.1,2
48,6,0.13,0.5,0.7,0.25,0,NA,NA,NA,NA,-1
64,2,0.12,0.1,0.4,2,29,0.312401884,0.150706436,0.279434851,0.257456829,4.74885086
32,8,0.12,1,0.1,1.25,19,0.282758621,0.110344828,0.317241379,0.289655172,2.741666667
64,8,0.09,1,0.5,1,17,0.239583333,0.114583333,0.270833333,0.375,3.5
32,2,0.09,0.5,0.5,1.25,5,0.25,0.5,0.25,0,2
64,2,0.1,0.1,0.7,0.5,2,NA,NA,NA,NA,1
16,4,0.13,0.5,0.7,1.5,1,NA,NA,NA,NA,0
16,2,0.11,0.1,0.4,2,5,0.285714286,0.285714286,0.285714286,0.142857143,2
48,6,0.12,1,0.8,1,11,0.396551724,0.086206897,0.275862069,0.24137931,3.0625
64,4,0.11,2,0.9,2,23,0.295154185,0.066079295,0.348017621,0.290748899,2.649537037
24,2,0.12,0.1,0.7,0.5,0,NA,NA,NA,NA,-1
16,4,0.1,1,0.1,1.25,5,1,0,0,0,2
48,6,0.1,0.5,0.5,1,12,0.428571429,0.023809524,0.285714286,0.261904762,3
32,6,0.09,0.5,0.1,1.25,16,0.274509804,0.098039216,0.274509804,0.352941176,2.75
32,6,0.1,1,0.2,1,16,0.208695652,0.139130435,0.356521739,0.295652174,2.113095238
64,6,0.13,2,0.2,0.5,8,0.222222222,0,0.444444444,0.333333333,2
48,8,0.09,2,0.8,1,10,0.25,0,0.333333333,0.416666667,1.5
64,2,0.11,0.1,0.6,1.75,24,0.276960784,0.134803922,0.343137255,0.245098039,5.25
48,8,0.1,0.1,0.4,0.75,12,0.317073171,0.12195122,0.048780488,0.512195122,3.875
32,4,0.1,10,0.6,1,7,0.3,0.1,0.2,0.4,2
64,2,0.1,0.5,0.8,0.25,1,NA,NA,NA,NA,0
32,8,0.13,0.5,0.5,0.75,7,0.5,0,0.375,0.125,2
32,4,0.13,1,0.4,1.5,10,0.318181818,0.113636364,0.272727273,0.295454545,2.733333333
16,4,0.13,0.1,0.4,0.5,2,NA,NA,NA,NA,1
24,4,0.12,0.1,0.2,0.25,1,NA,NA,NA,NA,0
48,8,0.11,0.5,0.3,1.75,21,0.295918367,0.149659864,0.357142857,0.197278912,3.244196429
16,2,0.12,2,0.5,1.75,2,NA,NA,NA,NA,0
24,2,0.1,0.5,0.7,0.5,2,NA,NA,NA,NA,0
48,8,0.09,0.1,0.3,1.75,14,0.194029851,0.059701493,0.194029851,0.552238806,3
48,8,0.1,10,0.1,1.5,33,0.314735336,0.12732475,0.278969957,0.278969957,4.612037037
24,4,0.09,2,0.2,0.5,11,0.259259259,0.111111111,0.222222222,0.407407407,2.75
32,8,0.12,1,0.8,1.5,13,0.447368421,0.052631579,0.263157895,0.236842105,2.979166667
16,2,0.09,0.5,0.3,1.75,6,0.5,0.166666667,0.166666667,0.166666667,2.25
32,8,0.12,10,0.3,0.5,14,0.393939394,0.090909091,0.121212121,0.393939394,3
16,6,0.13,10,0.3,2,7,0.272727273,0.181818182,0.272727273,0.272727273,2
16,2,0.12,1,0.7,0.5,0,NA,NA,NA,NA,-1
16,4,0.12,2,0.5,1.25,6,0.285714286,0.142857143,0.428571429,0.142857143,1.5
64,6,0.11,0.5,0.8,1.25,12,0.384615385,0.230769231,0.230769231,0.153846154,3.225
16,4,0.13,0.1,0.8,0.25,2,NA,NA,NA,NA,1
24,6,0.13,0.5,0.3,1.75,17,0.213017751,0.100591716,0.372781065,0.313609467,2.333333333
48,6,0.09,10,0.1,1.5,28,0.315420561,0.10046729,0.294392523,0.289719626,3.41808642
64,2,0.1,1,0.4,1.25,0,NA,NA,NA,NA,-1
64,6,0.1,1,0.1,2,40,0.279273217,0.129205922,0.333781965,0.257738896,3.906372706
48,8,0.09,0.1,0.9,1.5,17,0.270491803,0.081967213,0.344262295,0.303278689,2.75
64,8,0.13,10,0.5,1.75,26,0.30071599,0.138424821,0.291169451,0.269689737,3.611111111
24,6,0.13,2,0.7,1.5,10,0.5,0.071428571,0.142857143,0.285714286,3.5
48,2,0.11,2,0.6,1,0,NA,NA,NA,NA,-1
24,6,0.13,2,0.1,0.75,8,0.307692308,0,0.384615385,0.307692308,2
16,8,0.09,0.5,0.2,1.75,8,0.416666667,0.083333333,0.416666667,0.083333333,2.25
24,2,0.11,2,0.1,1.75,9,0.363636364,0.090909091,0.181818182,0.363636364,2.666666667
48,2,0.1,0.5,0.4,0.5,2,NA,NA,NA,NA,1
64,4,0.12,1,0.7,1.75,28,0.407744875,0.08428246,0.248291572,0.259681093,4.207705617
16,6,0.1,0.5,0.9,1,5,0,0,0,1,1
64,4,0.11,0.5,0.1,1.75,39,0.370751802,0.077239959,0.271884655,0.280123584,4.105538258
64,4,0.13,0.1,0.5,1.75,23,0.266129032,0.10483871,0.350806452,0.278225806,3.310185185
24,4,0.1,10,0.3,1,15,0.257425743,0.079207921,0.326732673,0.336633663,2.75
24,4,0.09,0.1,0.2,1.5,5,1,0,0,0,2
64,8,0.13,1,0.5,1.5,29,0.311533888,0.126040428,0.275862069,0.286563615,4.210840659
24,4,0.13,2,0.1,1.75,18,0.355029586,0.136094675,0.236686391,0.272189349,3.465277778
32,8,0.11,0.1,0.9,0.5,3,0,0,1,0,1
32,8,0.09,10,0.3,0.75,6,0.444444444,0,0.222222222,0.333333333,2
32,6,0.11,10,0.3,0.5,4,NA,NA,NA,NA,1
16,6,0.11,2,0.9,1.25,7,0.428571429,0,0.428571429,0.142857143,2
48,4,0.09,2,0.3,1.25,7,0.166666667,0.083333333,0.333333333,0.416666667,1.5
16,2,0.12,0.1,0.8,1.75,4,0.333333333,0.333333333,0,0.333333333,2
24,6,0.11,2,0.6,0.25,1,NA,NA,NA,NA,0
64,8,0.11,0.1,0.7,1.5,27,0.325183374,0.092909535,0.293398533,0.288508557,3.061388889
24,2,0.1,0.5,0.5,0.25,0,NA,NA,NA,NA,-1
32,4,0.11,1,0.4,0.25,2,NA,NA,NA,NA,0
48,4,0.13,0.1,0.5,0.25,2,NA,NA,NA,NA,1
16,6,0.1,0.5,0.3,0.5,6,0.5,0,0.333333333,0.166666667,2
16,2,0.1,10,0.1,1.25,3,NA,NA,NA,NA,1
64,8,0.1,2,0.9,0.75,12,0.52,0.08,0.24,0.16,3
32,4,0.1,2,0.7,1.25,11,0.170212766,0.127659574,0.319148936,0.382978723,3
24,2,0.12,0.5,0.3,0.5,5,0.333333333,0.333333333,0.166666667,0.166666667,1.75
48,8,0.1,0.1,0.2,0.5,22,0.229323308,0.12406015,0.379699248,0.266917293,2.375
16,4,0.1,1,0.8,0.75,8,0.296296296,0.111111111,0.296296296,0.296296296,2.25
16,6,0.09,2,0.5,0.25,1,NA,NA,NA,NA,0
24,4,0.12,10,0.8,1.25,6,0.25,0,0.25,0.5,2
16,2,0.09,10,0.8,1.5,3,0,0,1,0,1
24,8,0.12,0.5,0.6,1.75,10,0.555555556,0.111111111,0.222222222,0.111111111,2.5
24,8,0.09,2,0.7,2,8,0.4375,0.3125,0.125,0.125,2.555555556
16,2,0.09,0.1,0.6,1.5,5,0.6,0.2,0.2,0,2.5
24,6,0.13,2,0.5,1.25,9,0.2,0.2,0.4,0.2,2
64,4,0.1,0.1,0.5,1.25,7,0,0,1,0,1
32,6,0.1,1,0.5,1.25,4,NA,NA,NA,NA,1
24,4,0.1,1,0.5,1.75,9,0.357142857,0.142857143,0.214285714,0.285714286,2.25
16,4,0.13,1,0.3,1,10,0.106382979,0.170212766,0.340425532,0.382978723,1.666666667
16,2,0.09,0.1,0.9,1.25,4,0,1,0,0,1.5
24,8,0.13,1,0.5,0.75,5,0.333333333,0,0.333333333,0.333333333,2
16,2,0.11,10,0.1,1.25,6,0.5,0,0.166666667,0.333333333,2
64,6,0.11,10,0.8,0.25,0,NA,NA,NA,NA,-1
64,2,0.13,2,0.3,0.75,19,0.172932331,0.169172932,0.296992481,0.360902256,2.85
64,6,0.12,2,0.4,0.75,10,0.454545455,0.136363636,0,0.409090909,3.75
64,2,0.12,0.5,0.1,1,28,0.386430678,0.09439528,0.250737463,0.268436578,5.501736111
64,2,0.11,10,0.6,0.5,1,NA,NA,NA,NA,0
48,4,0.12,2,0.4,1,20,0.22513089,0.09947644,0.32460733,0.35078534,4.083333333
64,4,0.12,10,0.1,0.75,15,0.358208955,0.134328358,0.23880597,0.268656716,3.388888889
24,6,0.1,10,0.4,0.75,8,0.090909091,0.090909091,0.454545455,0.363636364,1.333333333
48,4,0.11,10,0.2,0.75,12,0.290909091,0.109090909,0.290909091,0.309090909,2.361111111
64,2,0.1,0.5,0.8,1.75,26,0.349514563,0.093851133,0.27184466,0.284789644,4.188657407
32,8,0.09,0.5,0.7,0.25,1,NA,NA,NA,NA,0
24,8,0.12,1,0.5,0.5,4,NA,NA,NA,NA,0
24,6,0.09,0.5,0.8,1.75,6,0.333333333,0,0.444444444,0.222222222,2
32,8,0.13,10,0.1,1,16,0.318181818,0.072727273,0.3,0.309090909,2.9
32,2,0.13,1,0.9,0.25,0,NA,NA,NA,NA,-1
48,2,0.1,0.1,0.9,1.75,4,0,0,0.5,0.5,1
24,8,0.11,1,0.7,0.25,2,NA,NA,NA,NA,0
24,6,0.12,10,0.2,0.25,5,0,0,0.75,0.25,1
16,6,0.13,0.5,0.7,0.25,1,NA,NA,NA,NA,0
48,8,0.09,2,0.1,1,12,0.32,0.08,0.28,0.32,3
16,4,0.13,0.1,0.6,0.25,3,1,0,0,0,2
16,8,0.09,1,0.5,1.25,6,0.75,0,0.25,0,3
24,8,0.13,1,0.4,0.5,3,NA,NA,NA,NA,0
16,4,0.11,0.5,0.4,0.5,2,NA,NA,NA,NA,0
64,8,0.13,2,0.9,1,13,0.328358209,0.179104478,0.194029851,0.298507463,3.833333333
48,4,0.09,10,0.7,1.5,21,0.331034483,0.062068966,0.262068966,0.344827586,4.125
32,4,0.09,10,0.1,0.75,10,0.4,0,0.24,0.36,2.25
64,4,0.1,0.1,0.6,1.25,28,0.296370968,0.133064516,0.260080645,0.310483871,4.073134921
64,4,0.09,2,0.4,1.25,27,0.355555556,0.125925926,0.244444444,0.274074074,4.226980453
24,6,0.12,2,0.8,1.75,6,0.5,0,0.25,0.25,2
32,2,0.09,10,0.8,1.25,3,1,0,0,0,2
32,4,0.09,2,0.9,0.25,0,NA,NA,NA,NA,-1
32,6,0.13,1,0.3,0.75,13,0.352941176,0.188235294,0.282352941,0.176470588,3.3625
16,6,0.13,2,0.3,1.5,6,0.2,0,0.2,0.6,2
48,8,0.1,0.5,0.6,1.75,26,0.270642202,0.059633028,0.394495413,0.275229358,3.25
48,4,0.1,10,0.6,1.25,16,0.443609023,0.112781955,0.210526316,0.233082707,4.333333333
24,2,0.12,1,0.1,0.25,1,NA,NA,NA,NA,0
24,4,0.1,2,0.5,1.75,6,0.6,0,0.4,0,1.75
16,2,0.11,2,0.7,0.5,1,NA,NA,NA,NA,0
24,2,0.09,2,0.5,0.75,2,NA,NA,NA,NA,1
32,4,0.11,0.1,0.4,1.75,14,0.425531915,0.042553191,0.191489362,0.340425532,3.5
64,8,0.13,0.1,0.7,2,41,0.262440354,0.105657805,0.342194956,0.289706885,3.588798637
32,8,0.11,1,0.5,1.5,9,0.583333333,0.083333333,0.166666667,0.166666667,2.625
48,8,0.12,1,0.6,0.75,10,0.392857143,0.107142857,0.357142857,0.142857143,3
32,4,0.13,0.1,0.8,1.25,8,0.428571429,0,0.285714286,0.285714286,2
64,4,0.11,2,0.7,1.5,12,0.325,0.075,0.25,0.35,3
48,8,0.09,10,0.5,0.75,5,NA,NA,NA,NA,1
64,2,0.12,10,0.5,1.75,6,0.166666667,0.166666667,0.333333333,0.333333333,1.666666667
16,8,0.1,0.1,0.1,1.25,12,0.297297297,0.081081081,0.432432432,0.189189189,1.875
32,2,0.12,0.5,0.4,1.5,14,0.391304348,0.130434783,0.144927536,0.333333333,4.25
64,6,0.1,1,0.1,1.75,47,0.295752491,0.106974305,0.324069219,0.273203985,4.263178086
24,2,0.1,1,0.7,0.75,1,NA,NA,NA,NA,0
16,4,0.1,0.1,0.8,2,6,0,0.5,0,0.5,1.5
16,4,0.11,0.5,0.7,1.5,8,0.333333333,0,0.166666667,0.5,2
16,2,0.09,2,0.5,0.75,1,NA,NA,NA,NA,0
64,8,0.1,2,0.5,1.25,20,0.303191489,0.138297872,0.25,0.308510638,3.016666667
48,8,0.13,2,0.5,0.5,7,0.5,0,0.5,0,2
32,6,0.13,0.5,0.8,1,3,NA,NA,NA,NA,1
16,4,0.11,0.5,0.2,0.5,5,0.5,0,0.5,0,1.5
64,4,0.11,0.5,0.7,1,14,0.276119403,0.097014925,0.313432836,0.313432836,2.708333333
64,8,0.11,0.5,0.7,1,7,0.307692308,0.076923077,0.307692308,0.307692308,2
48,6,0.09,0.5,0.7,2,15,0.348484848,0.090909091,0.227272727,0.333333333,2.875
48,6,0.1,10,0.5,1,19,0.339622642,0.047169811,0.41509434,0.198113208,3
24,4,0.11,2,0.9,1.5,10,0.433962264,0.188679245,0.188679245,0.188679245,2.592592593
64,8,0.11,1,0.4,2,38,0.285939968,0.071090047,0.278041074,0.36492891,3.957837302
64,8,0.12,10,0.4,1.75,31,0.30816641,0.115562404,0.288135593,0.288135593,3.947089947
32,2,0.13,0.5,0.2,2,8,0.357142857,0.214285714,0.142857143,0.285714286,2.333333333
64,4,0.12,2,0.4,1,7,0.625,0,0.125,0.25,3
48,6,0.11,1,0.5,1.25,16,0.267241379,0.103448276,0.224137931,0.405172414,3.541666667
32,8,0.11,0.5,0.4,1.5,23,0.230769231,0.05982906,0.329059829,0.38034188,2.315
64,4,0.09,0.1,0.6,0.75,0,NA,NA,NA,NA,-1
24,8,0.09,1,0.4,2,13,0.227272727,0.022727273,0.318181818,0.431818182,2
32,2,0.09,0.5,0.5,1.25,2,NA,NA,NA,NA,1
24,8,0.12,0.5,0.4,1.75,12,0.448275862,0.068965517,0.310344828,0.172413793,3
64,8,0.1,2,0.5,1.5,18,0.333333333,0.038095238,0.304761905,0.323809524,3.088888889
24,6,0.12,0.1,0.2,1.75,12,0.461538462,0.192307692,0.192307692,0.153846154,3.5
32,6,0.13,2,0.6,1,6,0.230769231,0.230769231,0.076923077,0.461538462,1.5
48,2,0.13,2,0.3,1,18,0.321428571,0.130952381,0.178571429,0.369047619,3.240277778
48,6,0.12,2,0.9,0.75,7,0.5,0,0,0.5,2
48,8,0.1,1,0.2,0.75,18,0.375,0.1,0.325,0.2,3.133333333
48,6,0.12,0.5,0.9,1.75,14,0.277777778,0.12962963,0.203703704,0.388888889,2.75
16,8,0.11,10,0.3,1,5,0,0,1,0,1
24,2,0.13,1,0.3,2,13,0.328571429,0.1,0.328571429,0.242857143,3.25
16,2,0.12,1,0.5,1.5,2,NA,NA,NA,NA,1
32,8,0.13,1,0.3,2,13,0.4,0.246153846,0.2,0.153846154,3.111111111
64,6,0.13,1,0.7,1.75,17,0.297101449,0.123188406,0.384057971,0.195652174,3
32,8,0.12,0.5,0.2,0.25,6,0,0,0,1,1
16,2,0.1,2,0.7,0.25,0,NA,NA,NA,NA,-1
32,2,0.09,10,0.5,0.75,4,0,0,0,1,1
48,8,0.1,0.5,0.1,0.75,19,0.328947368,0.078947368,0.289473684,0.302631579,3.085648148
64,6,0.11,1,0.7,2,32,0.352773826,0.108108108,0.27311522,0.266002845,5.513888889
64,6,0.13,0.1,0.9,1.75,22,0.304347826,0.1,0.313043478,0.282608696,3.575925926
48,8,0.13,2,0.2,0.5,17,0.262711864,0.093220339,0.305084746,0.338983051,2.521666667
48,6,0.09,2,0.2,1.75,26,0.304511278,0.090225564,0.308270677,0.296992481,3.3
48,4,0.1,2,0.6,1.25,12,0.326530612,0.163265306,0.183673469,0.326530612,2.777777778
16,4,0.12,0.1,0.9,2,7,0.285714286,0,0.285714286,0.428571429,2
32,2,0.1,1,0.2,1.25,14,0.5,0.073529412,0.176470588,0.25,3.722222222
64,8,0.1,0.1,0.7,1.75,11,0.214285714,0.035714286,0.392857143,0.357142857,2
48,2,0.13,0.1,0.7,0.5,2,NA,NA,NA,NA,0
24,4,0.1,1,0.2,1.75,18,0.295597484,0.106918239,0.251572327,0.34591195,2.5625
64,2,0.1,1,0.5,0.5,1,NA,NA,NA,NA,0
64,2,0.11,0.1,0.1,1.75,33,0.35412844,0.110091743,0.236697248,0.299082569,4.660693027
24,8,0.09,10,0.7,1.25,7,0.4,0,0.2,0.4,2
32,2,0.12,0.1,0.1,2,27,0.336973479,0.129485179,0.249609984,0.283931357,3.956920332
32,6,0.12,1,0.4,0.5,3,NA,NA,NA,NA,0
48,8,0.13,2,0.8,1,9,0.333333333,0.133333333,0.333333333,0.2,2
48,2,0.11,2,0.1,0.5,18,0.346153846,0.1,0.192307692,0.361538462,3.833333333
32,8,0.11,0.5,0.1,0.5,14,0.328125,0.03125,0.359375,0.28125,2
64,6,0.11,0.1,0.3,1.5,39,0.26779661,0.109152542,0.349152542,0.273898305,3.678966159
24,8,0.11,10,0.1,1,14,0.175438596,0.035087719,0.438596491,0.350877193,2.333333333
24,6,0.11,0.1,0.6,0.25,1,NA,NA,NA,NA,0
64,8,0.09,2,0.8,1.75,32,0.292507205,0.086455331,0.355907781,0.265129683,3.12962963
64,6,0.11,1,0.9,1,5,1,0,0,0,2
64,8,0.1,1,0.1,0.5,19,0.404907975,0.067484663,0.239263804,0.288343558,2.8125
32,8,0.09,0.1,0.1,1.5,24,0.364197531,0.067901235,0.314814815,0.25308642,3.541666667
48,6,0.1,2,0.1,1.5,31,0.33463035,0.068093385,0.324902724,0.272373541,3.429047619
24,2,0.13,0.5,0.8,1.25,1,NA,NA,NA,NA,0
16,2,0.1,2,0.7,1.5,4,0.5,0,0,0.5,2
32,4,0.11,10,0.8,2,19,0.417721519,0.107594937,0.234177215,0.240506329,3.65625
24,6,0.12,2,0.4,0.5,2,NA,NA,NA,NA,0
32,8,0.13,1,0.2,1.25,12,0.465517241,0.120689655,0.155172414,0.25862069,3.444444444
24,6,0.11,0.5,0.3,2,17,0.349206349,0.095238095,0.277777778,0.277777778,3.333333333
32,4,0.13,2,0.3,0.5,4,0,0,0.5,0.5,1
32,2,0.1,0.1,0.5,0.25,0,NA,NA,NA,NA,-1
48,4,0.11,0.5,0.2,1,18,0.259541985,0.122137405,0.198473282,0.419847328,3.287037037
16,6,0.12,10,0.7,1,5,0,0,0.5,0.5,1
64,6,0.12,1,0.4,0.5,8,0.3125,0.0625,0.375,0.25,3
32,6,0.09,0.5,0.5,0.5,1,NA,NA,NA,NA,0
64,8,0.1,0.5,0.4,0.75,20,0.244755245,0.146853147,0.356643357,0.251748252,3.833333333
32,8,0.1,10,0.9,0.5,2,NA,NA,NA,NA,0
24,2,0.11,10,0.7,1.25,2,NA,NA,NA,NA,0
24,6,0.09,10,0.8,1.5,3,0,0,0,1,1
16,4,0.12,0.1,0.5,0.5,2,NA,NA,NA,NA,1
24,4,0.09,0.1,0.6,0.5,2,NA,NA,NA,NA,0
16,6,0.13,0.5,0.4,0.5,0,NA,NA,NA,NA,-1
48,4,0.09,2,0.8,2,10,0.588235294,0,0.235294118,0.176470588,4.25
32,8,0.12,1,0.8,1.5,12,0.24137931,0.068965517,0.344827586,0.344827586,2.166666667
24,8,0.1,0.1,0.5,0.25,1,NA,NA,NA,NA,0
48,6,0.12,0.1,0.6,2,25,0.341772152,0.118987342,0.298734177,0.240506329,3.593303571
16,2,0.1,10,0.7,2,3,NA,NA,NA,NA,0
32,4,0.11,0.1,0.9,1,6,0.428571429,0.142857143,0,0.428571429,2.5
16,2,0.12,10,0.8,0.25,0,NA,NA,NA,NA,-1
16,4,0.12,10,0.1,1,10,0.178571429,0.178571429,0.285714286,0.357142857,2
48,4,0.11,1,0.5,1.5,23,0.258992806,0.107913669,0.273381295,0.35971223,2.666666667
64,4,0.09,0.5,0.2,1,22,0.351724138,0.110344828,0.268965517,0.268965517,4.25
48,6,0.13,0.1,0.5,1.75,13,0.360655738,0.114754098,0.295081967,0.229508197,2.925
64,6,0.09,10,0.8,1.5,20,0.342465753,0.04109589,0.287671233,0.328767123,3.229166667
48,2,0.1,0.1,0.1,2,29,0.354755784,0.079691517,0.293059126,0.272493573,3.907225162
24,6,0.09,0.1,0.8,1,7,0.4,0,0.2,0.4,2
16,8,0.12,0.1,0.5,1.75,8,0.045454545,0.090909091,0.318181818,0.545454545,1.333333333
24,2,0.13,10,0.6,1.75,2,NA,NA,NA,NA,1
32,6,0.11,1,0.9,1,7,0.357142857,0.214285714,0.285714286,0.142857143,2.111111111
24,4,0.09,10,0.1,1.5,16,0.402298851,0.068965517,0.275862069,0.252873563,2.697916667
32,2,0.11,2,0.3,0.25,3,NA,NA,NA,NA,1
64,2,0.09,2,0.5,1.5,1,NA,NA,NA,NA,0
32,8,0.1,0.5,0.6,1.5,9,0.571428571,0,0.142857143,0.285714286,3
24,8,0.11,0.1,0.2,1.25,14,0.464285714,0.071428571,0.285714286,0.178571429,2.333333333
32,8,0.11,0.5,0.1,0.5,10,0.413793103,0.068965517,0.344827586,0.172413793,2.25
24,8,0.11,10,0.3,0.5,5,0,0,1,0,1
32,2,0.09,1,0.1,1.25,15,0.403225806,0.048387097,0.193548387,0.35483871,3.5
48,6,0.1,1,0.2,2,39,0.285966461,0.093556929,0.336275375,0.284201236,3.547388889
24,4,0.11,1,0.5,2,6,0.2,0.2,0.2,0.4,1.5
24,8,0.12,0.1,0.7,2,17,0.209090909,0.081818182,0.309090909,0.4,2.125
16,6,0.09,1,0.3,0.5,4,1,0,0,0,2
64,4,0.1,0.1,0.9,1.25,8,0.142857143,0.142857143,0.285714286,0.428571429,1.5
32,4,0.09,0.1,0.9,1.75,2,NA,NA,NA,NA,1
32,6,0.12,10,0.2,1.25,17,0.241071429,0.071428571,0.303571429,0.383928571,2.166666667
32,4,0.13,10,0.8,1.75,17,0.354166667,0.104166667,0.201388889,0.340277778,2.625
48,2,0.11,10,0.7,1.75,5,0.666666667,0,0.166666667,0.166666667,3
16,6,0.12,2,0.9,0.5,2,NA,NA,NA,NA,0
48,2,0.11,1,0.6,1.5,9,0.5,0.090909091,0.181818182,0.227272727,3
16,8,0.13,2,0.4,0.25,2,NA,NA,NA,NA,0
48,8,0.1,1,0.6,1.5,17,0.208333333,0.09375,0.427083333,0.270833333,2.333333333
48,8,0.09,2,0.6,0.5,0,NA,NA,NA,NA,-1
16,8,0.13,10,0.6,0.75,4,0,0,1,0,1
16,6,0.13,1,0.5,1.25,4,0.666666667,0,0,0.333333333,2
64,8,0.1,2,0.6,0.75,16,0.326241135,0.070921986,0.283687943,0.319148936,2.1875
48,2,0.13,0.5,0.4,0.5,5,0.333333333,0,0.333333333,0.333333333,2
16,2,0.1,0.1,0.9,0.75,2,NA,NA,NA,NA,0
32,8,0.09,10,0.9,1,6,0.5,0.166666667,0.166666667,0.166666667,2
64,4,0.09,0.1,0.7,1.75,4,1,0,0,0,2
16,4,0.09,1,0.6,1.25,1,NA,NA,NA,NA,0
64,2,0.12,1,0.2,1,24,0.347607053,0.128463476,0.264483627,0.259445844,3.6
24,4,0.11,0.5,0.9,0.25,0,NA,NA,NA,NA,-1
32,2,0.09,2,0.8,1.25,6,0.2,0.2,0,0.6,2
64,6,0.11,1,0.8,1.25,18,0.335329341,0.155688623,0.22754491,0.281437126,3.05
32,6,0.12,1,0.8,0.25,2,NA,NA,NA,NA,1
64,8,0.09,10,0.9,1,14,0.448979592,0,0.265306122,0.285714286,3
48,2,0.09,1,0.3,0.25,0,NA,NA,NA,NA,-1
24,2,0.11,10,0.8,0.5,3,0,1,0,0,1.5
64,4,0.11,1,0.5,0.75,14,0.410714286,0.160714286,0.196428571,0.232142857,3.479166667
32,6,0.1,2,0.4,1.75,23,0.28515625,0.07421875,0.21875,0.421875,3.25
64,2,0.09,1,0.9,1.75,12,0.510204082,0.102040816,0.224489796,0.163265306,3.839506173
64,4,0.13,1,0.8,1.5,24,0.316076294,0.158038147,0.280653951,0.245231608,4.4375
48,8,0.13,0.1,0.7,0.25,2,NA,NA,NA,NA,0
48,6,0.1,0.1,0.8,1.25,14,0.285714286,0,0.342857143,0.371428571,2
48,8,0.13,1,0.3,1,18,0.229357798,0.073394495,0.293577982,0.403669725,2.5
32,4,0.12,10,0.1,0.75,12,0.303571429,0.125,0.339285714,0.232142857,3
16,8,0.12,0.1,0.4,1.5,8,0.357142857,0.071428571,0.357142857,0.214285714,1.5
32,4,0.13,0.5,0.2,1.5,13,0.306818182,0.170454545,0.181818182,0.340909091,3.375
48,8,0.09,10,0.2,1,23,0.263736264,0.080586081,0.282051282,0.373626374,3
32,6,0.09,1,0.2,0.5,8,0.272727273,0.090909091,0.090909091,0.545454545,2
32,4,0.09,1,0.8,0.25,1,NA,NA,NA,NA,0
48,8,0.13,0.1,0.1,0.75,24,0.27294686,0.132850242,0.301932367,0.292270531,2.805555556
32,8,0.1,10,0.7,0.5,2,NA,NA,NA,NA,1
32,6,0.13,0.5,0.4,1.75,20,0.394736842,0.085526316,0.230263158,0.289473684,3.850308642
24,6,0.09,0.1,0.3,1.5,11,0.481481481,0.037037037,0.222222222,0.259259259,2.666666667
32,6,0.12,0.1,0.9,0.25,1,NA,NA,NA,NA,0
24,8,0.09,2,0.6,2,10,0.21875,0.0625,0.40625,0.3125,2.2
16,8,0.1,2,0.3,0.5,1,NA,NA,NA,NA,0
32,6,0.09,1,0.9,1.5,9,0.15,0.1,0.1,0.65,2.333333333
24,6,0.11,2,0.5,0.75,6,0.444444444,0,0.444444444,0.111111111,2
48,8,0.12,0.1,0.1,0.5,11,0.12,0.08,0.12,0.68,1.5
24,4,0.13,10,0.6,1.75,11,0.321428571,0.071428571,0.267857143,0.339285714,2.5
16,8,0.11,2,0.7,0.5,3,0,0,1,0,1
16,2,0.11,0.1,0.5,1,4,NA,NA,NA,NA,1
16,2,0.13,0.1,0.8,1.25,2,NA,NA,NA,NA,1
16,6,0.09,0.5,0.6,1,3,NA,NA,NA,NA,0
48,8,0.11,0.1,0.2,1,28,0.327027027,0.083783784,0.297297297,0.291891892,3.018148148
