N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
48,4,0.09,1,0.8,2,21,0.305555556,0.111111111,0.298611111,0.284722222,3
64,4,0.12,0.1,0.2,1.75,44,0.330838323,0.117764471,0.253493014,0.297904192,2
16,2,0.1,1,0.1,1.75,0,NA,NA,NA,NA,-1
48,2,0.1,0.5,0.9,1.75,7,0.5,0.125,0,0.375,2
32,6,0.11,1,0.3,1.5,17,0.280821918,0.143835616,0.315068493,0.260273973,2
64,4,0.13,2,0.4,1,26,0.312384473,0.138632163,0.271719039,0.277264325,3
64,6,0.1,1,0.9,0.5,3,0,0,0,1,1
24,2,0.12,10,0.3,1.75,8,0.555555556,0.222222222,0.111111111,0.111111111,2
24,4,0.13,0.5,0.3,1,7,0,0,0.666666667,0.333333333,1
32,8,0.13,0.1,0.8,1.5,11,0.170731707,0.073170732,0.341463415,0.414634146,1
24,2,0.12,1,0.1,1.5,10,0.25,0,0.166666667,0.583333333,2
24,6,0.12,2,0.1,1,14,0.348484848,0.045454545,0.303030303,0.303030303,2
24,2,0.1,0.1,0.7,1.5,6,0.25,0.25,0.125,0.375,1
16,6,0.09,1,0.2,0.75,5,0,1,0,0,1
24,6,0.12,2,0.2,1.75,14,0.342342342,0.099099099,0.288288288,0.27027027,2
16,6,0.11,1,0.3,1.25,5,1,0,0,0,2
24,6,0.13,1,0.4,0.75,12,0.185714286,0.1,0.357142857,0.357142857,1
24,6,0.13,2,0.5,0.75,7,1,0,0,0,2
16,6,0.09,0.1,0.6,1,4,0,0.333333333,0,0.666666667,1
32,8,0.12,0.5,0.8,0.75,8,0.25,0.25,0.25,0.25,1
48,8,0.09,2,0.6,0.5,6,0.5,0,0.25,0.25,2
48,2,0.12,1,0.6,2,15,0.32231405,0.157024793,0.26446281,0.256198347,2
48,8,0.12,0.1,0.1,0.75,17,0.287671233,0.164383562,0.294520548,0.253424658,2
24,4,0.13,1,0.6,1.25,8,0.263157895,0.052631579,0.421052632,0.263157895,2
32,6,0.09,1,0.3,1.5,16,0.281690141,0.056338028,0.38028169,0.281690141,2
24,4,0.13,0.1,0.6,1,8,0.5,0.2,0.15,0.15,3
64,2,0.12,0.5,0.9,0.75,6,0.333333333,0.111111111,0.222222222,0.333333333,2
64,4,0.09,0.1,0.5,2,37,0.260024301,0.113001215,0.42527339,0.201701094,3
32,6,0.09,0.1,0.4,0.25,1,NA,NA,NA,NA,0
64,6,0.13,0.5,0.5,1,22,0.29736211,0.179856115,0.278177458,0.244604317,3
48,6,0.13,0.1,0.1,0.75,29,0.332773109,0.105882353,0.284033613,0.277310924,2
64,6,0.13,0.5,0.4,0.25,0,NA,NA,NA,NA,-1
32,2,0.12,1,0.6,0.5,1,NA,NA,NA,NA,0
16,6,0.09,1,0.6,1.75,14,0.333333333,0.05,0.466666667,0.15,2
48,6,0.13,1,0.2,0.75,12,0.444444444,0.155555556,0.177777778,0.222222222,3
48,4,0.13,2,0.2,0.25,0,NA,NA,NA,NA,-1
24,6,0.09,0.5,0.3,1.25,8,0.466666667,0,0.2,0.333333333,2
48,4,0.12,0.1,0.1,0.5,3,NA,NA,NA,NA,1
64,4,0.13,10,0.7,1,9,0.307692308,0.076923077,0.153846154,0.461538462,3
24,2,0.13,0.1,0.1,1.75,8,0.333333333,0,0.4,0.266666667,2
64,8,0.11,1,0.9,0.75,11,0.208333333,0.041666667,0.333333333,0.416666667,2
48,8,0.09,1,0.3,0.75,14,0.432432432,0.135135135,0.189189189,0.243243243,3
16,2,0.09,2,0.4,0.5,1,NA,NA,NA,NA,0
24,2,0.12,0.1,0.8,0.25,0,NA,NA,NA,NA,-1
24,8,0.13,0.5,0.5,1.75,14,0.23655914,0.11827957,0.408602151,0.23655914,2
24,2,0.1,0.1,0.5,1.25,7,0.428571429,0,0.142857143,0.428571429,2
24,8,0.12,0.1,0.9,0.5,4,0,0,1,0,1
64,8,0.11,0.1,0.9,1,12,0.189655172,0.172413793,0.517241379,0.120689655,2
16,4,0.12,0.5,0.4,1.5,1,NA,NA,NA,NA,0
48,2,0.12,0.5,0.8,1,4,0,0,0,1,1
16,4,0.1,0.5,0.8,0.75,4,0.5,0,0.5,0,1
64,4,0.11,0.1,0.5,1.75,20,0.282407407,0.143518519,0.273148148,0.300925926,4
64,8,0.13,10,0.6,1.75,28,0.26252505,0.132264529,0.404809619,0.200400802,3
24,4,0.12,2,0.5,1.25,11,0.12244898,0.12244898,0.326530612,0.428571429,1
24,2,0.13,1,0.2,2,13,0.2375,0.175,0.275,0.3125,2
16,4,0.11,1,0.9,1.75,4,0.333333333,0.333333333,0.333333333,0,1
24,6,0.1,10,0.7,0.5,2,NA,NA,NA,NA,1
24,2,0.09,10,0.7,1.75,4,0,0,0.5,0.5,1
16,2,0.11,0.5,0.4,1,5,0.5,0,0.25,0.25,2
64,4,0.11,0.1,0.4,0.75,4,1,0,0,0,2
16,2,0.09,0.1,0.7,1.75,2,NA,NA,NA,NA,0
64,6,0.11,0.1,0.9,0.25,5,0.75,0,0.25,0,3
64,8,0.09,0.1,0.5,0.75,21,0.309455587,0.12034384,0.297994269,0.272206304,2
32,6,0.12,0.1,0.2,1.75,18,0.337209302,0.151162791,0.244186047,0.26744186,3
24,2,0.12,0.1,0.5,1.5,9,0.35,0.175,0.2,0.275,2
48,6,0.1,2,0.3,1.75,32,0.294354839,0.114919355,0.284274194,0.306451613,2
64,6,0.13,2,0.9,0.75,15,0.345132743,0.10619469,0.230088496,0.318584071,2
48,6,0.13,10,0.6,0.25,0,NA,NA,NA,NA,-1
32,6,0.1,0.1,0.6,1.75,6,0.25,0.25,0.25,0.25,1
64,2,0.12,0.5,0.6,2,26,0.345205479,0.123287671,0.279452055,0.252054795,4
16,2,0.13,1,0.6,0.25,0,NA,NA,NA,NA,-1
32,8,0.09,1,0.1,1.25,20,0.359477124,0.08496732,0.248366013,0.307189542,3
16,2,0.09,0.5,0.2,1,0,NA,NA,NA,NA,-1
32,8,0.09,10,0.6,0.25,2,NA,NA,NA,NA,0
64,4,0.13,10,0.8,1.75,18,0.382857143,0.148571429,0.228571429,0.24,2
16,4,0.12,2,0.4,1.25,4,0.666666667,0.333333333,0,0,2
16,4,0.13,0.5,0.1,0.75,4,NA,NA,NA,NA,0
64,8,0.1,0.5,0.6,2,30,0.279826464,0.148590022,0.377440347,0.194143167,2
32,2,0.1,1,0.3,0.25,0,NA,NA,NA,NA,-1
16,6,0.13,2,0.1,1.5,5,0,0,0.666666667,0.333333333,1
64,4,0.1,0.5,0.5,1.75,31,0.315789474,0.105263158,0.285486443,0.293460925,2
64,4,0.11,10,0.3,2,35,0.288050314,0.093081761,0.314465409,0.304402516,3
16,2,0.1,10,0.9,2,4,0,0,0,1,1
48,4,0.1,2,0.7,1,14,0.395833333,0.0625,0.25,0.291666667,2
16,4,0.1,10,0.3,2,10,0.136363636,0.136363636,0.5,0.227272727,2
48,6,0.12,1,0.1,0.75,28,0.341650672,0.101727447,0.305182342,0.251439539,3
16,2,0.12,1,0.2,0.5,4,1,0,0,0,3
48,6,0.1,2,0.4,0.75,3,NA,NA,NA,NA,1
48,6,0.09,1,0.2,2,24,0.294117647,0.102167183,0.235294118,0.368421053,4
64,6,0.13,0.1,0.2,2,43,0.301060396,0.131396957,0.302443522,0.265099124,3
32,6,0.12,0.1,0.4,0.5,3,NA,NA,NA,NA,1
48,2,0.1,0.1,0.4,0.25,0,NA,NA,NA,NA,-1
48,6,0.09,0.5,0.7,1.25,14,0.31,0.16,0.2,0.33,3
48,2,0.13,1,0.1,1.75,37,0.265584416,0.13961039,0.294805195,0.3,3
24,4,0.13,10,0.3,1,13,0.310344828,0.183908046,0.195402299,0.310344828,2
32,4,0.1,1,0.2,1,16,0.386363636,0.090909091,0.295454545,0.227272727,3
16,2,0.1,2,0.5,0.75,1,NA,NA,NA,NA,0
64,4,0.1,2,0.1,2,39,0.365025467,0.104414261,0.308998302,0.221561969,3
32,6,0.09,1,0.8,1,6,0.666666667,0,0.166666667,0.166666667,2
16,6,0.12,10,0.6,1,4,1,0,0,0,2
24,4,0.09,10,0.9,1,1,NA,NA,NA,NA,0
48,2,0.1,10,0.8,1.5,8,0.416666667,0.083333333,0.166666667,0.333333333,2
32,6,0.12,0.5,0.7,0.25,1,NA,NA,NA,NA,0
24,6,0.1,0.1,0.6,1.5,7,0.307692308,0.076923077,0.307692308,0.307692308,2
24,8,0.09,0.1,0.3,0.75,3,0,0,1,0,1
16,6,0.11,10,0.6,1.5,5,0.333333333,0.333333333,0.333333333,0,1
24,4,0.1,10,0.2,2,14,0.4375,0.0625,0.21875,0.28125,3
64,2,0.09,2,0.7,1.25,21,0.404255319,0.063829787,0.304964539,0.226950355,3
24,2,0.13,1,0.6,2,9,0.310344828,0.137931034,0.172413793,0.379310345,3
48,4,0.13,0.1,0.9,1.75,2,NA,NA,NA,NA,0
48,2,0.1,1,0.8,1,6,0,0.5,0,0.5,1
48,2,0.1,1,0.5,0.75,1,NA,NA,NA,NA,0
24,4,0.13,2,0.7,0.25,1,NA,NA,NA,NA,0
24,6,0.1,10,0.5,1,13,0.307692308,0.076923077,0.41025641,0.205128205,2
32,4,0.11,10,0.7,1.75,10,0.5,0.058823529,0.176470588,0.264705882,3
32,4,0.11,0.5,0.1,0.75,20,0.391304348,0.124223602,0.285714286,0.198757764,2
24,2,0.11,0.1,0.3,0.5,2,NA,NA,NA,NA,1
16,8,0.12,1,0.5,0.25,1,NA,NA,NA,NA,0
16,2,0.09,0.1,0.8,1,2,NA,NA,NA,NA,0
16,6,0.09,10,0.9,1,4,0,0,1,0,1
64,6,0.11,10,0.5,1.5,22,0.258928571,0.080357143,0.348214286,0.3125,3
32,4,0.1,10,0.8,1.75,8,0.3,0,0.2,0.5,2
32,6,0.11,2,0.5,0.5,6,0.428571429,0,0.285714286,0.285714286,2
48,6,0.12,2,0.6,2,26,0.347474747,0.117171717,0.262626263,0.272727273,3
32,6,0.12,1,0.6,1,10,0.311111111,0.155555556,0.222222222,0.311111111,2
16,6,0.11,2,0.8,1,7,0.25,0,0.25,0.5,2
32,8,0.1,0.5,0.4,2,11,0.230769231,0.076923077,0.230769231,0.461538462,2
32,2,0.13,0.1,0.1,0.5,1,NA,NA,NA,NA,0
16,6,0.09,10,0.6,0.75,5,0,0,0.25,0.75,1
32,6,0.12,0.5,0.7,1.25,7,0.5,0.222222222,0.111111111,0.166666667,2
64,8,0.11,0.5,0.6,1.5,23,0.34939759,0.13253012,0.271084337,0.246987952,3
16,2,0.11,2,0.6,0.25,1,NA,NA,NA,NA,0
48,6,0.11,10,0.9,1.5,8,0.333333333,0.133333333,0.4,0.133333333,2
24,2,0.1,0.1,0.1,0.5,1,NA,NA,NA,NA,0
16,2,0.12,0.1,0.8,2,5,0.285714286,0.142857143,0.142857143,0.428571429,2
16,4,0.1,1,0.7,1.5,7,0,0,0.5,0.5,1
64,4,0.09,10,0.5,0.5,0,NA,NA,NA,NA,-1
32,4,0.1,0.5,0.8,1,9,0.2,0.2,0.16,0.44,1
32,2,0.11,1,0.2,1,10,0.433333333,0.033333333,0.266666667,0.266666667,3
32,6,0.1,0.5,0.6,0.75,3,NA,NA,NA,NA,1
32,6,0.12,0.1,0.5,1,15,0.277777778,0.142857143,0.261904762,0.317460317,2
32,2,0.09,10,0.7,1.5,3,1,0,0,0,2
48,8,0.1,1,0.7,1.5,20,0.296774194,0.096774194,0.35483871,0.251612903,3
64,2,0.1,10,0.3,2,11,0.466666667,0.066666667,0.266666667,0.2,2
48,4,0.12,1,0.1,0.75,13,0.352112676,0.218309859,0.169014085,0.26056338,2
64,2,0.09,1,0.6,1.25,10,0.352941176,0,0.323529412,0.323529412,3
16,6,0.1,1,0.5,2,6,0,0,1,0,1
24,6,0.13,2,0.7,1,6,0.142857143,0.142857143,0.285714286,0.428571429,1
24,2,0.11,2,0.8,1.25,3,1,0,0,0,2
16,4,0.13,10,0.8,2,5,0.25,0.5,0.25,0,2
48,6,0.13,2,0.8,0.25,0,NA,NA,NA,NA,-1
64,6,0.11,1,0.6,2,42,0.311844078,0.094452774,0.305847076,0.287856072,3
32,2,0.1,0.5,0.7,2,7,0.2,0.2,0.2,0.4,2
16,4,0.1,0.5,0.8,1.25,7,0,0,0.25,0.75,1
24,2,0.09,1,0.3,1.5,13,0.4,0.028571429,0.257142857,0.314285714,3
16,4,0.11,10,0.2,0.5,1,NA,NA,NA,NA,0
64,2,0.09,1,0.5,1.75,0,NA,NA,NA,NA,-1
48,2,0.11,2,0.7,0.75,0,NA,NA,NA,NA,-1
32,4,0.12,10,0.2,0.5,3,1,0,0,0,2
24,2,0.11,0.1,0.2,0.25,1,NA,NA,NA,NA,0
48,2,0.13,0.1,0.1,1.5,21,0.260162602,0.158536585,0.31300813,0.268292683,3
32,2,0.12,2,0.7,0.25,1,NA,NA,NA,NA,0
24,2,0.1,1,0.6,0.5,0,NA,NA,NA,NA,-1
16,6,0.11,0.5,0.1,0.5,7,0.571428571,0.285714286,0.142857143,0,2
16,2,0.11,1,0.5,0.5,1,NA,NA,NA,NA,0
48,4,0.09,0.1,0.4,1.75,27,0.336561743,0.084745763,0.302663438,0.276029056,3
48,2,0.09,2,0.7,0.25,1,NA,NA,NA,NA,0
16,4,0.12,10,0.1,0.25,3,0,1,0,0,1
16,6,0.12,0.5,0.2,1.75,11,0.121212121,0.060606061,0.454545455,0.363636364,2
64,6,0.09,1,0.8,1,3,NA,NA,NA,NA,1
48,6,0.09,1,0.4,1.5,34,0.298013245,0.11589404,0.32781457,0.258278146,2
64,4,0.09,1,0.7,2,27,0.473684211,0.057894737,0.236842105,0.231578947,3
24,2,0.1,1,0.3,0.5,3,0,0,1,0,1
24,4,0.13,10,0.5,0.75,2,NA,NA,NA,NA,0
32,2,0.13,0.5,0.8,1.25,5,0,0.333333333,0.666666667,0,1
24,6,0.09,0.1,0.2,1.75,13,0.2,0,0.333333333,0.466666667,2
64,6,0.1,0.5,0.8,0.5,2,NA,NA,NA,NA,1
24,6,0.09,1,0.6,0.25,1,NA,NA,NA,NA,0
24,8,0.13,2,0.4,2,14,0.4,0.088888889,0.288888889,0.222222222,2
48,8,0.09,0.1,0.5,0.75,11,0.303030303,0.090909091,0.424242424,0.181818182,2
48,2,0.1,1,0.5,1.25,4,0.333333333,0.333333333,0,0.333333333,2
32,4,0.1,1,0.3,0.75,3,1,0,0,0,2
64,2,0.12,0.1,0.4,1.25,38,0.302848576,0.120689655,0.291604198,0.284857571,3
16,2,0.09,10,0.9,1.5,3,0,0,0,1,1
48,6,0.13,2,0.7,1.25,14,0.264705882,0.147058824,0.411764706,0.176470588,2
24,4,0.1,0.1,0.3,2,14,0.377358491,0.094339623,0.20754717,0.320754717,2
24,4,0.09,0.1,0.5,0.5,3,NA,NA,NA,NA,1
32,6,0.11,2,0.7,0.25,0,NA,NA,NA,NA,-1
48,4,0.11,10,0.1,2,42,0.359056122,0.104591837,0.28380102,0.25255102,3
16,4,0.13,1,0.5,2,11,0.142857143,0.035714286,0.321428571,0.5,1
24,6,0.1,1,0.6,1.25,8,0.142857143,0.071428571,0.321428571,0.464285714,1
32,4,0.13,10,0.1,2,14,0.295652174,0.139130435,0.408695652,0.156521739,2
24,2,0.12,2,0.4,0.5,2,NA,NA,NA,NA,1
32,6,0.1,10,0.9,1.5,7,0.3,0,0.4,0.3,2
64,8,0.1,1,0.1,1.75,48,0.301101005,0.088559119,0.350406893,0.259932982,3
32,2,0.13,0.5,0.3,2,17,0.350364964,0.160583942,0.255474453,0.233576642,2
24,6,0.12,1,0.9,1,7,0.333333333,0,0.222222222,0.444444444,2
16,2,0.12,1,0.6,1.75,0,NA,NA,NA,NA,-1
64,8,0.12,0.1,0.7,0.5,5,0.5,0.166666667,0,0.333333333,2
48,6,0.13,0.1,0.1,1.25,31,0.325471698,0.083333333,0.308176101,0.283018868,3
64,6,0.13,1,0.5,1.5,24,0.293260474,0.174863388,0.298724954,0.233151184,2
32,2,0.13,0.1,0.5,0.75,0,NA,NA,NA,NA,-1
24,6,0.09,0.1,0.6,1.25,3,NA,NA,NA,NA,0
48,6,0.1,2,0.4,0.75,10,0.25,0.1875,0.3125,0.25,2
16,6,0.1,10,0.2,1.5,9,0.428571429,0.095238095,0.19047619,0.285714286,2
16,2,0.11,2,0.8,1,2,NA,NA,NA,NA,1
32,2,0.12,0.5,0.4,2,8,0.368421053,0.263157895,0.263157895,0.105263158,2
48,4,0.12,0.5,0.5,1.25,16,0.41221374,0.129770992,0.198473282,0.259541985,3
48,6,0.1,0.5,0.3,0.25,2,NA,NA,NA,NA,1
32,4,0.1,0.5,0.7,0.5,2,NA,NA,NA,NA,1
48,8,0.11,0.1,0.3,1,11,0.147058824,0.147058824,0.411764706,0.294117647,2
16,6,0.1,0.1,0.8,1.5,5,0,0,1,0,1
64,4,0.09,0.5,0.9,2,17,0.347826087,0.095652174,0.243478261,0.313043478,3
32,4,0.13,0.5,0.3,1.25,15,0.211428571,0.211428571,0.291428571,0.285714286,2
24,2,0.11,0.1,0.5,0.75,0,NA,NA,NA,NA,-1
32,6,0.12,1,0.8,1.75,13,0.34939759,0.120481928,0.277108434,0.253012048,2
16,8,0.11,0.1,0.1,0.25,4,0,0,0,1,1
32,4,0.11,0.1,0.3,1,12,0.222222222,0.111111111,0.25,0.416666667,2
24,8,0.13,1,0.1,0.5,9,0.411764706,0.058823529,0.411764706,0.117647059,2
64,8,0.09,2,0.6,1.75,25,0.35,0.103125,0.28125,0.265625,3
48,4,0.09,1,0.2,0.75,7,0.266666667,0.066666667,0.266666667,0.4,2
24,6,0.12,10,0.8,0.5,1,NA,NA,NA,NA,0
16,6,0.12,10,0.7,1.25,9,0.333333333,0.066666667,0.466666667,0.133333333,1
64,6,0.09,10,0.8,1.25,13,0.23880597,0.208955224,0.343283582,0.208955224,1
16,2,0.1,0.5,0.2,1.25,12,0.475,0.05,0.225,0.25,3
48,2,0.13,2,0.8,1.75,18,0.36318408,0.07960199,0.233830846,0.323383085,3
24,8,0.13,1,0.9,0.5,3,0,0,1,0,1
24,4,0.1,0.5,0.1,2,17,0.132075472,0.056603774,0.226415094,0.58490566,3
32,4,0.11,1,0.9,0.25,1,NA,NA,NA,NA,0
24,2,0.13,2,0.8,0.5,3,0,0,0,1,1
48,2,0.13,1,0.8,1.25,2,NA,NA,NA,NA,0
32,6,0.12,0.1,0.1,0.25,3,1,0,0,0,2
16,4,0.12,1,0.7,1.5,4,NA,NA,NA,NA,0
16,8,0.13,0.5,0.2,2,11,0.307692308,0.076923077,0.461538462,0.153846154,1
32,2,0.12,10,0.9,0.25,0,NA,NA,NA,NA,-1
48,2,0.09,10,0.6,1,6,0.6,0,0,0.4,2
48,4,0.12,2,0.9,1.75,10,0.233333333,0.133333333,0.3,0.333333333,2
16,2,0.09,0.5,0.3,1.25,7,0.333333333,0.133333333,0.2,0.333333333,2
32,8,0.09,2,0.4,1.5,12,0.071428571,0.035714286,0.321428571,0.571428571,1
24,6,0.09,10,0.9,1.25,5,NA,NA,NA,NA,1
64,4,0.09,10,0.5,0.5,9,0.425,0.1,0.2,0.275,2
24,8,0.11,1,0.2,0.5,5,0,0,1,0,1
64,8,0.13,10,0.2,1.5,48,0.310082435,0.132847178,0.335447051,0.221623335,3
32,4,0.09,0.5,0.3,2,15,0.434782609,0.065217391,0.282608696,0.217391304,4
32,8,0.12,1,0.9,0.25,0,NA,NA,NA,NA,-1
32,4,0.12,0.1,0.9,1.5,7,0.375,0.1875,0.25,0.1875,2
64,8,0.12,0.5,0.7,2,30,0.264833575,0.105643994,0.371924747,0.257597685,3
16,2,0.09,0.5,0.8,2,4,NA,NA,NA,NA,1
48,6,0.13,2,0.7,1.25,24,0.257352941,0.154411765,0.308823529,0.279411765,3
48,4,0.11,1,0.5,1,6,0.428571429,0.142857143,0.285714286,0.142857143,3
24,4,0.13,1,0.4,1.75,10,0.054054054,0.081081081,0.540540541,0.324324324,1
48,8,0.12,1,0.7,2,24,0.283653846,0.15625,0.362980769,0.197115385,2
24,4,0.09,10,0.6,2,9,0.391304348,0.043478261,0.260869565,0.304347826,2
16,8,0.13,1,0.7,1.5,9,0.166666667,0.083333333,0.5,0.25,1
24,8,0.09,1,0.4,2,11,0.064516129,0.096774194,0.516129032,0.322580645,1
24,4,0.1,0.1,0.3,1.25,8,0.32,0.24,0.16,0.28,2
24,2,0.12,2,0.7,1.5,2,NA,NA,NA,NA,1
48,4,0.09,10,0.8,1.75,13,0.307086614,0.165354331,0.220472441,0.307086614,2
64,6,0.1,0.5,0.2,1.25,35,0.362047441,0.093632959,0.267166042,0.277153558,3
32,6,0.13,0.5,0.5,1.25,18,0.293532338,0.119402985,0.263681592,0.323383085,2
48,8,0.11,2,0.5,1.5,21,0.335195531,0.072625698,0.340782123,0.251396648,2
32,8,0.11,1,0.4,1,12,0.343283582,0.149253731,0.253731343,0.253731343,2
24,2,0.1,1,0.6,1.5,7,0,0.25,0,0.75,1
32,8,0.12,10,0.9,0.75,3,0,0,0,1,1
24,2,0.09,0.5,0.3,2,13,0.381818182,0.218181818,0.163636364,0.236363636,2
32,2,0.12,0.5,0.6,1.25,5,0.2,0.2,0.4,0.2,2
32,8,0.09,1,0.2,1.25,20,0.36969697,0.133333333,0.290909091,0.206060606,2
16,2,0.11,10,0.1,1,4,NA,NA,NA,NA,1
48,6,0.11,10,0.5,0.5,2,NA,NA,NA,NA,0
24,2,0.09,2,0.4,0.25,2,NA,NA,NA,NA,0
64,2,0.09,10,0.4,1,1,NA,NA,NA,NA,0
48,8,0.13,1,0.1,1.25,32,0.273103448,0.096551724,0.369655172,0.260689655,3
32,6,0.13,10,0.8,1,5,0,0,0.333333333,0.666666667,1
16,8,0.09,10,0.7,1.75,6,0,0,1,0,1
32,8,0.13,0.5,0.7,0.25,3,NA,NA,NA,NA,1
64,4,0.1,0.5,0.2,0.5,3,NA,NA,NA,NA,1
48,2,0.12,0.1,0.2,0.75,5,0.25,0,0,0.75,2
64,4,0.1,2,0.5,0.5,13,0.325581395,0.186046512,0.186046512,0.302325581,5
64,4,0.11,10,0.4,1.5,30,0.257698541,0.102106969,0.322528363,0.317666126,3
16,4,0.12,0.5,0.4,1,5,NA,NA,NA,NA,0
24,6,0.12,0.1,0.1,2,19,0.306306306,0.148648649,0.306306306,0.238738739,2
16,4,0.09,10,0.6,0.75,4,NA,NA,NA,NA,1
32,2,0.13,10,0.3,0.25,2,NA,NA,NA,NA,0
32,6,0.13,2,0.8,2,16,0.397727273,0.125,0.227272727,0.25,3
48,8,0.12,1,0.5,2,21,0.341216216,0.111486486,0.344594595,0.202702703,2
64,8,0.11,2,0.5,1,19,0.336206897,0.086206897,0.224137931,0.353448276,3
16,8,0.09,10,0.7,1,5,0,0,1,0,1
24,4,0.13,0.5,0.3,0.75,3,NA,NA,NA,NA,1
16,8,0.09,10,0.8,1,7,0,0,1,0,1
24,4,0.13,0.1,0.5,0.5,4,0,1,0,0,1
24,6,0.13,2,0.7,1.75,6,0.333333333,0,0.333333333,0.333333333,1
32,4,0.1,0.1,0.2,2,11,0.405405405,0.108108108,0.189189189,0.297297297,3
32,2,0.09,0.1,0.5,0.25,2,NA,NA,NA,NA,1
16,6,0.11,0.1,0.6,1,6,0,0,0.666666667,0.333333333,1
48,8,0.09,1,0.3,0.5,9,0.25,0.041666667,0.416666667,0.291666667,2
16,4,0.1,2,0.1,0.5,3,NA,NA,NA,NA,1
64,2,0.1,1,0.6,2,35,0.326086957,0.104118993,0.235697941,0.33409611,3
16,6,0.12,2,0.4,0.5,10,0.173913043,0.130434783,0.434782609,0.260869565,1
24,2,0.1,0.1,0.1,0.25,2,NA,NA,NA,NA,1
16,4,0.11,0.5,0.9,2,8,0.375,0,0.25,0.375,2
32,6,0.1,10,0.5,0.25,2,NA,NA,NA,NA,0
16,4,0.11,0.1,0.5,1.25,4,1,0,0,0,2
16,6,0.11,0.5,0.5,1.75,10,0,0,0.5,0.5,1
48,6,0.1,0.5,0.9,1.25,10,0.285714286,0.071428571,0.535714286,0.107142857,2
16,4,0.09,1,0.1,1,5,0.333333333,0,0.333333333,0.333333333,2
16,4,0.09,10,0.7,0.25,1,NA,NA,NA,NA,0
32,2,0.11,0.1,0.7,0.5,1,NA,NA,NA,NA,0
24,8,0.11,2,0.1,2,15,0.252747253,0.142857143,0.406593407,0.197802198,2
24,8,0.12,10,0.9,2,12,0.295081967,0.163934426,0.278688525,0.262295082,2
32,4,0.11,10,0.5,0.5,6,0.2,0.2,0,0.6,2
64,2,0.09,1,0.9,2,7,0.25,0.166666667,0.166666667,0.416666667,2
48,4,0.11,10,0.5,1.5,5,0.75,0,0,0.25,3
16,2,0.11,10,0.8,1,0,NA,NA,NA,NA,-1
16,2,0.1,1,0.9,2,2,NA,NA,NA,NA,1
32,2,0.11,1,0.9,2,10,0.25,0.083333333,0.333333333,0.333333333,2
16,2,0.1,0.1,0.2,1.75,9,0.416666667,0.083333333,0.166666667,0.333333333,2
16,8,0.1,0.1,0.7,0.25,2,NA,NA,NA,NA,0
24,8,0.12,0.1,0.7,1,5,0.333333333,0,0.333333333,0.333333333,1
32,8,0.13,0.5,0.8,2,7,0.230769231,0.153846154,0.230769231,0.384615385,2
48,4,0.09,2,0.8,1,14,0.411764706,0.137254902,0.274509804,0.176470588,3
16,2,0.11,1,0.9,2,1,NA,NA,NA,NA,0
24,6,0.12,0.1,0.5,1.5,17,0.340206186,0.164948454,0.268041237,0.226804124,2
32,2,0.1,1,0.3,0.5,1,NA,NA,NA,NA,0
32,2,0.11,0.1,0.8,1.25,6,0.4,0.3,0.1,0.2,3
24,2,0.11,10,0.8,0.5,0,NA,NA,NA,NA,-1
24,6,0.12,10,0.1,1.25,19,0.171232877,0.082191781,0.342465753,0.404109589,2
48,6,0.13,0.5,0.5,1.25,14,0.35443038,0.164556962,0.202531646,0.278481013,2
16,6,0.13,0.1,0.9,2,10,0.263157895,0.157894737,0.421052632,0.157894737,1
32,4,0.12,0.5,0.7,0.25,1,NA,NA,NA,NA,0
48,4,0.09,2,0.1,1.25,19,0.483870968,0.075268817,0.204301075,0.23655914,3
24,4,0.09,1,0.5,0.75,2,NA,NA,NA,NA,0
48,8,0.09,2,0.2,0.75,14,0.394736842,0.078947368,0.210526316,0.315789474,2
32,6,0.1,1,0.2,1.25,11,0.347826087,0.173913043,0.260869565,0.217391304,3
48,6,0.09,1,0.1,1.5,23,0.30941704,0.121076233,0.304932735,0.264573991,3
24,8,0.12,2,0.8,1,8,0.285714286,0,0.142857143,0.571428571,2
48,4,0.13,10,0.8,1,11,0.355555556,0,0.266666667,0.377777778,2
16,8,0.11,10,0.2,2,11,0.35,0.05,0.25,0.35,2
64,6,0.09,1,0.2,1,29,0.32776618,0.089770355,0.269311065,0.313152401,3
16,4,0.09,0.5,0.9,1.5,5,0,0,0.666666667,0.333333333,1
16,6,0.11,2,0.3,1.75,12,0.208333333,0.145833333,0.520833333,0.125,1
64,2,0.12,2,0.3,0.25,0,NA,NA,NA,NA,-1
64,4,0.09,10,0.5,1.5,18,0.411764706,0.050420168,0.277310924,0.260504202,3
16,8,0.12,0.5,0.8,1.25,5,0,0,0.666666667,0.333333333,1
32,4,0.09,0.5,0.7,1.75,9,0.44,0.12,0.24,0.2,3
32,4,0.09,0.1,0.4,0.5,7,0.5,0,0.25,0.25,2
24,8,0.13,0.5,0.8,1,6,0.153846154,0.384615385,0.461538462,0,2
48,2,0.09,10,0.2,0.25,2,NA,NA,NA,NA,1
32,6,0.13,0.5,0.4,0.75,7,0.428571429,0.285714286,0.142857143,0.142857143,2
48,8,0.13,1,0.9,0.75,6,0.5,0.2,0.1,0.2,2
48,8,0.13,0.5,0.6,0.75,6,0.5,0.166666667,0,0.333333333,2
