N,B,Connectance,T,Disturbance,Eco_size,Richness,Chain,Omnivory,Apparent,Exploitation,FCL
64,8,0.13,10,0.7,1.5,19,0.300380228,0.133079848,0.281368821,0.285171103,2
32,6,0.12,1,0.2,1.25,21,0.298507463,0.052238806,0.343283582,0.305970149,3
48,2,0.13,0.1,0.6,1,5,0.333333333,0.222222222,0.222222222,0.222222222,2
16,8,0.09,10,0.9,0.5,1,NA,NA,NA,NA,0
16,2,0.13,2,0.5,0.5,3,0,0,0,1,1
64,2,0.1,10,0.3,2,20,0.4375,0.015625,0.1875,0.359375,4
48,8,0.1,2,0.9,0.75,3,0,0,1,0,1
16,2,0.12,1,0.8,0.5,2,NA,NA,NA,NA,1
32,4,0.09,0.5,0.2,2,18,0.29787234,0.063829787,0.255319149,0.382978723,4
24,4,0.1,1,0.8,0.25,0,NA,NA,NA,NA,-1
32,6,0.12,1,0.4,1.25,17,0.382165605,0.082802548,0.210191083,0.324840764,2
32,6,0.1,2,0.9,1.25,11,0.457142857,0.171428571,0.114285714,0.257142857,3
64,2,0.1,0.1,0.2,1.5,29,0.353497164,0.117202268,0.260869565,0.268431002,3
24,4,0.13,10,0.5,1.75,7,0.416666667,0.083333333,0.166666667,0.333333333,2
24,6,0.09,1,0.7,1.75,7,0.2,0,0.2,0.6,1
48,6,0.13,1,0.7,0.75,15,0.15,0.16,0.28,0.41,2
24,6,0.11,1,0.6,1.75,3,0,0,1,0,1
48,8,0.12,0.1,0.5,2,23,0.274924471,0.132930514,0.314199396,0.277945619,2
24,2,0.11,10,0.2,1.5,10,0.461538462,0.051282051,0.256410256,0.230769231,2
48,4,0.1,2,0.5,1.5,17,0.147619048,0.20952381,0.333333333,0.30952381,2
48,4,0.11,10,0.5,0.5,2,NA,NA,NA,NA,0
16,4,0.13,0.1,0.6,1,8,0,0.1875,0.375,0.4375,1
16,4,0.09,1,0.4,1,5,0,0,0.25,0.75,1
16,2,0.11,10,0.8,1.25,3,0,0,0,1,1
64,6,0.11,1,0.3,0.75,19,0.307142857,0.085714286,0.357142857,0.25,3
24,8,0.1,2,0.1,0.5,7,0,0,0.666666667,0.333333333,1
48,6,0.12,0.1,0.2,2,37,0.300252313,0.113540791,0.289318755,0.296888141,2
32,2,0.12,1,0.7,1.75,4,1,0,0,0,3
24,2,0.11,2,0.4,2,9,0.2,0.12,0.24,0.44,2
48,2,0.09,2,0.4,1,7,0.428571429,0,0.285714286,0.285714286,2
32,6,0.13,2,0.5,1.75,18,0.341880342,0.145299145,0.264957265,0.247863248,3
32,2,0.09,0.5,0.8,0.25,0,NA,NA,NA,NA,-1
64,4,0.11,0.1,0.1,0.5,17,0.355072464,0.15942029,0.246376812,0.239130435,3
64,2,0.12,0.5,0.5,0.75,1,NA,NA,NA,NA,0
24,4,0.11,10,0.4,1,5,0.666666667,0,0.166666667,0.166666667,2
32,2,0.09,2,0.6,1.5,3,NA,NA,NA,NA,0
64,2,0.09,10,0.8,1,12,0.414634146,0.073170732,0.146341463,0.365853659,4
64,8,0.13,1,0.4,1.25,38,0.269063856,0.120272784,0.347179169,0.263484191,3
64,8,0.11,2,0.6,2,35,0.294065545,0.093002657,0.372010629,0.240921169,3
64,4,0.09,1,0.8,1,10,0.307692308,0,0.384615385,0.307692308,1
24,2,0.1,0.1,0.7,2,1,NA,NA,NA,NA,0
24,4,0.1,2,0.1,2,15,0.368421053,0.026315789,0.210526316,0.394736842,4
32,2,0.12,10,0.5,2,16,0.404761905,0.071428571,0.214285714,0.30952381,3
64,6,0.12,10,0.8,1.75,24,0.364942529,0.100574713,0.275862069,0.25862069,3
32,8,0.1,0.1,0.4,1.25,16,0.307692308,0.061538462,0.276923077,0.353846154,2
64,8,0.11,2,0.6,0.5,7,0.181818182,0.181818182,0.454545455,0.181818182,2
16,8,0.1,0.5,0.9,1.5,6,0.5,0,0.5,0,1
16,8,0.13,0.1,0.8,1.25,7,0,0,0.75,0.25,1
64,8,0.12,10,0.2,1.25,30,0.275912409,0.125547445,0.313868613,0.284671533,2
32,8,0.13,2,0.2,1,16,0.353333333,0.08,0.32,0.246666667,2
32,6,0.09,1,0.9,0.25,1,NA,NA,NA,NA,0
32,4,0.11,0.1,0.2,1.75,26,0.310249307,0.077562327,0.332409972,0.279778393,3
48,6,0.11,0.1,0.1,1.25,29,0.366492147,0.087260035,0.2495637,0.296684119,3
32,2,0.13,0.5,0.1,0.25,3,NA,NA,NA,NA,1
32,4,0.13,0.1,0.1,0.25,2,NA,NA,NA,NA,1
24,2,0.11,2,0.5,2,12,0.555555556,0.027777778,0.166666667,0.25,3
16,4,0.13,10,0.8,1,5,0,0,1,0,1
48,8,0.1,0.1,0.2,1.75,32,0.278106509,0.115384615,0.346153846,0.26035503,3
24,4,0.1,2,0.2,2,12,0.37037037,0.037037037,0.259259259,0.333333333,2
16,4,0.1,10,0.5,0.25,2,NA,NA,NA,NA,1
16,6,0.1,0.5,0.2,2,14,0.25,0.027777778,0.388888889,0.333333333,2
48,6,0.1,10,0.1,0.75,26,0.296943231,0.152838428,0.323144105,0.227074236,4
32,2,0.11,0.1,0.2,0.25,1,NA,NA,NA,NA,0
64,6,0.13,0.1,0.6,1.75,22,0.355769231,0.096153846,0.230769231,0.317307692,2
32,6,0.13,1,0.5,1.5,14,0.383333333,0,0.366666667,0.25,2
32,4,0.13,2,0.6,0.25,2,NA,NA,NA,NA,0
48,4,0.1,10,0.5,0.75,4,0,0,0.5,0.5,1
64,4,0.12,0.5,0.4,1.5,29,0.324881141,0.107765452,0.259904913,0.307448494,3
64,8,0.09,10,0.9,0.5,10,0.206896552,0.137931034,0.172413793,0.482758621,2
48,6,0.09,1,0.3,0.25,7,0.25,0.083333333,0.5,0.166666667,1
24,6,0.13,10,0.3,0.25,1,NA,NA,NA,NA,0
24,2,0.13,1,0.6,0.5,0,NA,NA,NA,NA,-1
16,2,0.12,0.5,0.9,0.25,1,NA,NA,NA,NA,0
64,4,0.11,10,0.3,0.5,7,0.2,0.2,0.4,0.2,2
48,6,0.09,0.5,0.8,0.75,6,0.75,0,0.25,0,2
16,6,0.1,0.1,0.3,1.25,7,0,0.2,0.6,0.2,1
32,4,0.13,0.5,0.8,0.75,4,1,0,0,0,3
16,6,0.12,0.1,0.9,1,5,0,0,0,1,1
48,6,0.11,1,0.4,0.5,6,0,0,0.142857143,0.857142857,1
48,6,0.09,2,0.8,1.25,9,0.260869565,0.086956522,0.347826087,0.304347826,2
24,2,0.09,0.5,0.3,0.75,0,NA,NA,NA,NA,-1
16,8,0.1,1,0.9,0.75,4,NA,NA,NA,NA,1
48,4,0.13,2,0.6,0.25,2,NA,NA,NA,NA,1
16,4,0.13,0.5,0.8,1,2,NA,NA,NA,NA,0
32,4,0.13,1,0.5,2,12,0.355932203,0.118644068,0.322033898,0.203389831,3
24,4,0.1,2,0.5,0.25,5,0.5,0,0,0.5,2
32,4,0.13,0.5,0.4,2,12,0.277777778,0.240740741,0.231481481,0.25,2
64,4,0.12,0.5,0.4,1.75,23,0.291428571,0.128571429,0.345714286,0.234285714,2
48,6,0.12,1,0.6,2,31,0.325,0.1,0.269117647,0.305882353,2
48,4,0.1,1,0.2,1.5,20,0.351648352,0.071428571,0.236263736,0.340659341,3
64,8,0.1,2,0.8,0.5,14,0.351648352,0.131868132,0.318681319,0.197802198,2
48,6,0.13,2,0.6,2,26,0.341304348,0.119565217,0.267391304,0.27173913,2
64,6,0.12,1,0.3,1.25,26,0.30620155,0.120155039,0.337209302,0.236434109,3
24,8,0.1,0.1,0.5,0.25,2,NA,NA,NA,NA,1
24,2,0.12,0.5,0.5,2,9,0.258064516,0.225806452,0.290322581,0.225806452,3
64,4,0.13,0.5,0.7,0.25,0,NA,NA,NA,NA,-1
16,2,0.11,0.1,0.4,1.75,4,1,0,0,0,2
32,4,0.12,2,0.2,0.25,2,NA,NA,NA,NA,0
24,8,0.1,1,0.5,0.25,6,0,0,1,0,1
24,8,0.1,0.5,0.5,2,11,0.095890411,0.095890411,0.301369863,0.506849315,1
32,6,0.1,10,0.7,2,12,0.380952381,0.095238095,0.047619048,0.476190476,4
16,6,0.1,2,0.3,0.5,5,0,0,0.5,0.5,1
32,2,0.13,0.1,0.9,0.5,2,NA,NA,NA,NA,1
16,6,0.11,1,0.5,1.25,9,0.277777778,0,0.444444444,0.277777778,2
64,8,0.1,10,0.3,0.5,8,0.363636364,0.181818182,0.272727273,0.181818182,2
24,6,0.12,0.1,0.6,1.5,11,0.305555556,0.083333333,0.305555556,0.305555556,2
48,4,0.1,0.5,0.6,2,23,0.388888889,0.111111111,0.226851852,0.273148148,3
48,4,0.13,1,0.2,0.5,8,0.451612903,0.129032258,0.193548387,0.225806452,2
32,2,0.12,0.5,0.1,1.25,2,NA,NA,NA,NA,1
64,2,0.1,1,0.5,1.25,5,1,0,0,0,2
32,4,0.09,10,0.3,1.75,14,0.387755102,0.102040816,0.163265306,0.346938776,3
48,6,0.11,0.5,0.4,2,28,0.251851852,0.134814815,0.342222222,0.271111111,3
48,4,0.13,10,0.6,1.5,14,0.269230769,0.08974359,0.320512821,0.320512821,2
32,6,0.1,0.5,0.1,1.25,13,0.422222222,0.111111111,0.244444444,0.222222222,2
32,8,0.12,0.5,0.1,1.5,20,0.329411765,0.082352941,0.305882353,0.282352941,2
16,4,0.13,10,0.9,0.25,1,NA,NA,NA,NA,0
32,4,0.11,10,0.5,1.75,15,0.369230769,0.107692308,0.215384615,0.307692308,2
64,2,0.09,1,0.7,1,1,NA,NA,NA,NA,0
16,8,0.09,10,0.2,0.5,6,NA,NA,NA,NA,1
16,4,0.1,0.5,0.3,1.25,6,0.333333333,0,0.333333333,0.333333333,2
24,8,0.12,2,0.4,0.25,4,0.5,0,0.5,0,1
16,4,0.12,10,0.4,1.5,3,NA,NA,NA,NA,1
32,6,0.1,0.5,0.5,0.25,2,NA,NA,NA,NA,1
64,6,0.11,1,0.4,1,2,NA,NA,NA,NA,1
64,4,0.12,10,0.3,0.75,15,0.397058824,0.080882353,0.220588235,0.301470588,3
32,8,0.12,10,0.8,1,9,0.321428571,0.107142857,0.357142857,0.214285714,3
24,2,0.11,0.1,0.9,1.5,4,0,0,0,1,1
16,4,0.09,10,0.8,0.25,0,NA,NA,NA,NA,-1
32,2,0.12,1,0.9,0.25,0,NA,NA,NA,NA,-1
48,8,0.11,0.1,0.7,2,20,0.197860963,0.13368984,0.497326203,0.171122995,2
24,4,0.13,1,0.3,1.5,15,0.278846154,0.105769231,0.326923077,0.288461538,3
64,8,0.1,0.5,0.7,2,31,0.298507463,0.08291874,0.361525705,0.257048093,3
24,4,0.12,10,0.6,2,9,0.266666667,0,0.266666667,0.466666667,2
64,6,0.1,1,0.2,1,18,0.472440945,0.070866142,0.196850394,0.25984252,3
32,2,0.12,0.1,0.7,1.5,12,0.377358491,0.132075472,0.283018868,0.20754717,2
16,8,0.11,1,0.5,0.25,5,0,0,1,0,1
64,6,0.12,2,0.4,0.5,11,0.3,0.066666667,0.366666667,0.266666667,2
64,6,0.09,0.1,0.8,1.75,20,0.343575419,0.139664804,0.301675978,0.215083799,2
48,4,0.1,10,0.3,1,20,0.235555556,0.137777778,0.364444444,0.262222222,2
64,2,0.1,0.1,0.1,0.5,0,NA,NA,NA,NA,-1
24,8,0.11,2,0.1,1,14,0.362637363,0.241758242,0.21978022,0.175824176,2
24,8,0.12,2,0.7,1,10,0.25,0.0625,0.375,0.3125,1
64,6,0.11,10,0.1,1.5,38,0.278900566,0.124494745,0.325788197,0.270816492,3
32,2,0.12,10,0.9,2,8,0.166666667,0.266666667,0.233333333,0.333333333,2
48,6,0.13,0.1,0.8,1,9,0.233333333,0.1,0.233333333,0.433333333,1
32,6,0.1,2,0.2,0.25,3,NA,NA,NA,NA,1
24,4,0.12,0.5,0.2,1.75,11,0.321428571,0.035714286,0.357142857,0.285714286,2
48,6,0.09,10,0.7,0.25,0,NA,NA,NA,NA,-1
64,2,0.11,2,0.4,1.25,14,0.391304348,0.101449275,0.144927536,0.362318841,3
32,8,0.12,2,0.1,1.5,19,0.30875576,0.101382488,0.35483871,0.235023041,2
32,2,0.1,1,0.6,0.5,1,NA,NA,NA,NA,0
24,4,0.12,0.5,0.8,0.75,8,0.384615385,0.230769231,0.076923077,0.307692308,3
48,2,0.13,2,0.2,1.25,27,0.343669251,0.100775194,0.253229974,0.302325581,4
32,6,0.1,0.1,0.6,1.75,14,0.184782609,0.141304348,0.369565217,0.304347826,2
16,8,0.13,0.1,0.5,2,7,0,0.222222222,0.333333333,0.444444444,1
16,8,0.1,0.5,0.6,1.5,4,1,0,0,0,3
24,2,0.13,10,0.3,0.25,2,NA,NA,NA,NA,1
32,6,0.11,10,0.8,0.25,4,0,0,0.5,0.5,1
32,8,0.09,2,0.3,1.25,4,NA,NA,NA,NA,1
64,4,0.09,1,0.1,1.25,29,0.317525773,0.146391753,0.220618557,0.315463918,2
32,6,0.12,2,0.4,0.5,5,0.333333333,0,0.166666667,0.5,2
16,4,0.13,10,0.1,1.5,9,0.25,0.166666667,0.291666667,0.291666667,2
32,6,0.09,2,0.7,1,10,0.297297297,0.189189189,0.216216216,0.297297297,2
32,8,0.1,2,0.5,0.25,3,NA,NA,NA,NA,1
64,4,0.12,0.5,0.7,0.25,6,0.111111111,0.111111111,0.333333333,0.444444444,1
48,6,0.13,1,0.3,0.75,4,NA,NA,NA,NA,1
48,2,0.09,2,0.5,2,5,0.5,0.166666667,0.166666667,0.166666667,2
24,6,0.1,1,0.4,1,9,0.333333333,0.133333333,0.066666667,0.466666667,2
16,8,0.13,10,0.9,1.75,3,NA,NA,NA,NA,0
32,4,0.13,0.5,0.4,1.5,3,NA,NA,NA,NA,1
64,4,0.09,0.5,0.4,2,48,0.293585203,0.101141283,0.3459268,0.259346714,3
32,6,0.12,2,0.6,0.75,5,0.5,0,0,0.5,2
16,6,0.1,10,0.4,1.5,7,0.333333333,0,0.166666667,0.5,2
24,4,0.12,1,0.7,0.5,3,0,0,0,1,1
64,4,0.1,10,0.6,0.25,2,NA,NA,NA,NA,1
16,2,0.12,2,0.4,1,3,0,0,0,1,1
48,4,0.1,1,0.6,0.25,0,NA,NA,NA,NA,-1
48,8,0.12,0.1,0.6,1.75,22,0.365,0.075,0.28,0.28,2
64,4,0.1,2,0.1,1.25,29,0.357142857,0.085714286,0.269387755,0.287755102,4
64,2,0.11,10,0.7,0.25,0,NA,NA,NA,NA,-1
16,8,0.09,0.5,0.4,0.75,1,NA,NA,NA,NA,0
64,2,0.1,0.1,0.3,0.5,5,0,1,0,0,1
24,4,0.09,10,0.9,1.75,7,0.5,0,0.25,0.25,2
16,2,0.12,1,0.6,1,5,0,0.333333333,0.333333333,0.333333333,1
16,4,0.13,0.1,0.3,1.25,9,0.285714286,0.142857143,0.333333333,0.238095238,2
48,2,0.12,0.5,0.9,0.25,1,NA,NA,NA,NA,0
48,4,0.11,2,0.1,1.5,35,0.293568465,0.108921162,0.308091286,0.289419087,3
32,2,0.09,2,0.3,2,7,0.333333333,0,0.333333333,0.333333333,1
64,2,0.13,0.1,0.8,2,21,0.374384236,0.123152709,0.266009852,0.236453202,2
24,8,0.09,2,0.2,0.5,8,0,0,0.666666667,0.333333333,1
32,8,0.1,0.1,0.7,1.25,7,0.375,0.125,0.5,0,1
64,8,0.12,10,0.7,2,41,0.360940695,0.078732106,0.260736196,0.299591002,3
48,2,0.13,10,0.3,1.25,8,0.538461538,0,0.153846154,0.307692308,4
48,8,0.1,0.5,0.3,0.75,5,0,0,1,0,1
64,8,0.09,2,0.1,1.75,46,0.266876972,0.092744479,0.34384858,0.296529968,2
64,2,0.13,0.5,0.2,1.5,42,0.313368056,0.142795139,0.261284722,0.282552083,3
16,4,0.09,0.1,0.2,1,9,0.235294118,0.117647059,0.176470588,0.470588235,2
32,8,0.1,10,0.3,0.5,10,0.350877193,0.175438596,0.315789474,0.157894737,2
24,8,0.09,1,0.8,0.5,4,NA,NA,NA,NA,1
64,6,0.11,0.1,0.8,1.5,27,0.274271845,0.111650485,0.288834951,0.325242718,2
48,2,0.13,2,0.6,1.25,17,0.281045752,0.14379085,0.274509804,0.300653595,2
32,2,0.13,1,0.4,0.75,3,0,1,0,0,1
64,4,0.09,10,0.2,1.5,43,0.333099086,0.093464512,0.300773015,0.272663387,3
24,6,0.09,1,0.1,1.75,18,0.267857143,0.107142857,0.303571429,0.321428571,2
24,8,0.12,2,0.8,1.75,6,0,0.25,0.25,0.5,1
64,6,0.09,0.5,0.3,1.25,20,0.402684564,0.10738255,0.261744966,0.228187919,2
64,6,0.09,10,0.6,1.5,34,0.297256098,0.103658537,0.266768293,0.332317073,3
32,4,0.1,2,0.3,1.75,17,0.363636364,0.125,0.238636364,0.272727273,2
16,2,0.11,1,0.2,1.75,3,1,0,0,0,2
48,8,0.11,0.5,0.2,0.75,11,0.457142857,0.142857143,0.257142857,0.142857143,2
16,6,0.1,10,0.5,1,8,0.2,0.2,0.2,0.4,1
48,8,0.11,0.1,0.5,1.25,19,0.292682927,0.115853659,0.31097561,0.280487805,3
16,6,0.11,0.5,0.7,1.75,6,0.2,0.2,0.4,0.2,2
24,6,0.11,0.5,0.3,1.25,12,0.46875,0.03125,0.3125,0.1875,2
48,8,0.1,2,0.8,1.25,12,0.474576271,0.06779661,0.305084746,0.152542373,2
48,6,0.13,0.1,0.5,1,6,0.230769231,0.076923077,0.230769231,0.461538462,2
64,6,0.11,10,0.5,2,32,0.28035982,0.116941529,0.36131934,0.24137931,2
48,8,0.1,1,0.8,1.25,13,0.259615385,0.201923077,0.288461538,0.25,3
24,4,0.1,0.5,0.3,0.75,8,0.272727273,0.181818182,0.181818182,0.363636364,2
32,2,0.13,10,0.1,2,15,0.358490566,0.132075472,0.188679245,0.320754717,4
48,2,0.12,10,0.3,1.25,20,0.343137255,0.102941176,0.200980392,0.352941176,3
24,8,0.1,0.5,0.5,0.25,1,NA,NA,NA,NA,0
32,4,0.12,10,0.1,0.75,7,0.375,0.125,0.25,0.25,2
32,6,0.1,2,0.2,0.5,4,NA,NA,NA,NA,1
16,2,0.1,0.5,0.5,2,6,0.428571429,0.285714286,0.142857143,0.142857143,4
64,8,0.11,2,0.3,0.5,9,0.52,0.08,0.24,0.16,2
24,2,0.09,2,0.6,1.75,4,0.25,0.5,0.25,0,2
48,8,0.11,0.5,0.5,0.25,1,NA,NA,NA,NA,0
64,6,0.09,1,0.3,1.5,25,0.384,0.076,0.256,0.284,3
32,6,0.12,10,0.9,1.25,2,NA,NA,NA,NA,0
48,2,0.09,1,0.6,1.25,12,0.375,0.145833333,0.166666667,0.3125,3
48,6,0.1,0.5,0.5,0.75,11,0.378378378,0.108108108,0.189189189,0.324324324,2
64,6,0.12,1,0.9,0.75,7,0.388888889,0.166666667,0.111111111,0.333333333,2
64,2,0.13,2,0.9,2,0,NA,NA,NA,NA,-1
16,8,0.11,2,0.4,0.5,5,0.5,0,0.5,0,1
48,6,0.12,0.5,0.7,0.75,6,0.666666667,0,0,0.333333333,2
24,6,0.1,0.5,0.9,1.75,10,0.4,0.04,0.36,0.2,2
24,2,0.09,0.5,0.3,1.5,6,0.5,0,0.125,0.375,2
24,8,0.11,1,0.2,1.75,12,0.24,0.04,0.48,0.24,3
32,6,0.12,1,0.2,1.25,18,0.333333333,0.06918239,0.295597484,0.301886792,2
64,8,0.11,1,0.2,0.5,21,0.341836735,0.091836735,0.326530612,0.239795918,3
24,4,0.09,10,0.4,0.5,3,0,0,1,0,1
64,6,0.12,2,0.5,1,25,0.25648415,0.083573487,0.4870317,0.172910663,3
64,8,0.1,0.1,0.9,1.25,18,0.336842105,0.131578947,0.331578947,0.2,2
24,2,0.13,0.1,0.8,0.25,0,NA,NA,NA,NA,-1
32,4,0.11,1,0.6,2,17,0.219178082,0.061643836,0.397260274,0.321917808,2
64,2,0.11,1,0.2,0.5,5,0.4,0.2,0,0.4,2
24,2,0.13,0.5,0.4,1.75,1,NA,NA,NA,NA,0
32,8,0.12,10,0.3,1,12,0.259259259,0.111111111,0.37037037,0.259259259,2
48,4,0.12,1,0.6,1,2,NA,NA,NA,NA,1
48,2,0.12,10,0.9,1.5,10,0.254237288,0.288135593,0.152542373,0.305084746,2
64,2,0.09,10,0.1,2,22,0.333333333,0.105263158,0.210526316,0.350877193,4
48,2,0.1,2,0.2,0.25,3,0,0,0,1,1
24,4,0.12,1,0.2,0.25,4,0,0,1,0,1
64,8,0.11,1,0.5,1.5,18,0.220689655,0.151724138,0.282758621,0.344827586,3
16,6,0.1,0.1,0.7,1.25,8,0,0,0.583333333,0.416666667,1
48,8,0.09,2,0.6,2,14,0.234567901,0.160493827,0.419753086,0.185185185,3
48,2,0.11,1,0.7,0.5,2,NA,NA,NA,NA,0
32,4,0.11,0.5,0.7,0.25,1,NA,NA,NA,NA,0
64,4,0.13,0.1,0.3,1.25,28,0.283643892,0.136645963,0.262939959,0.316770186,3
16,4,0.09,10,0.4,1,8,0.5,0.166666667,0.166666667,0.166666667,2
16,8,0.1,10,0.1,0.5,10,0.147058824,0.058823529,0.529411765,0.264705882,1
24,8,0.12,2,0.1,1.75,21,0.154061625,0.128851541,0.400560224,0.316526611,1
16,6,0.13,2,0.7,0.5,4,NA,NA,NA,NA,1
48,2,0.09,10,0.5,1.75,1,NA,NA,NA,NA,0
64,6,0.12,1,0.8,1,13,0.484375,0.171875,0.109375,0.234375,3
32,2,0.13,0.1,0.4,1,4,0.333333333,0.333333333,0,0.333333333,2
24,6,0.13,2,0.9,0.75,5,0.333333333,0.333333333,0.333333333,0,1
32,2,0.12,0.1,0.6,0.75,7,0.625,0,0,0.375,3
32,2,0.12,2,0.5,1.75,11,0.541666667,0.041666667,0.125,0.291666667,4
48,6,0.12,1,0.5,1.5,22,0.304635762,0.066225166,0.311258278,0.317880795,3
64,8,0.13,0.1,0.1,1.75,49,0.315959596,0.111919192,0.271111111,0.301010101,2
32,6,0.12,10,0.2,1,14,0.226890756,0.168067227,0.268907563,0.336134454,2
32,6,0.12,2,0.6,1.5,8,0.333333333,0.066666667,0.266666667,0.333333333,2
64,4,0.11,0.5,0.6,1,15,0.289719626,0.121495327,0.336448598,0.252336449,4
24,8,0.09,0.1,0.5,2,7,0.25,0.25,0.5,0,1
24,4,0.11,0.5,0.3,1.5,13,0.291666667,0.069444444,0.222222222,0.416666667,2
24,8,0.12,0.5,0.8,0.5,2,NA,NA,NA,NA,0
24,6,0.09,1,0.7,0.75,4,1,0,0,0,2
24,6,0.09,2,0.3,2,9,0.08,0.16,0.52,0.24,2
16,8,0.09,10,0.6,0.5,3,0,0,1,0,1
24,4,0.11,0.5,0.9,0.75,6,0,0,0,1,1
16,2,0.09,2,0.9,1,2,NA,NA,NA,NA,1
48,6,0.09,0.5,0.8,2,22,0.378571429,0.078571429,0.228571429,0.314285714,2
64,4,0.11,0.5,0.4,1.5,12,0.333333333,0.145833333,0.333333333,0.1875,2
24,8,0.11,1,0.8,0.5,3,0,0,1,0,1
48,2,0.11,0.5,0.4,1.5,1,NA,NA,NA,NA,0
32,8,0.11,1,0.2,1.5,13,0.220930233,0.151162791,0.325581395,0.302325581,1
24,2,0.11,2,0.7,1.25,4,0,0.333333333,0,0.666666667,1
32,2,0.13,0.1,0.1,0.25,1,NA,NA,NA,NA,0
32,6,0.13,2,0.9,0.5,6,0.1,0.3,0.5,0.1,1
64,6,0.13,0.5,0.7,2,39,0.306775875,0.084139985,0.306775875,0.302308265,2
16,4,0.13,10,0.2,1,3,NA,NA,NA,NA,1
64,8,0.13,0.1,0.6,0.25,6,NA,NA,NA,NA,1
24,4,0.09,1,0.1,1.5,18,0.238095238,0.071428571,0.375,0.31547619,2
16,4,0.09,0.5,0.4,0.75,1,NA,NA,NA,NA,0
64,4,0.09,2,0.1,1,9,0.235294118,0.176470588,0.235294118,0.352941176,2
64,2,0.1,0.5,0.3,1.25,16,0.330275229,0.119266055,0.183486239,0.366972477,3
32,6,0.09,1,0.5,1,12,0.183333333,0.083333333,0.433333333,0.3,1
64,6,0.09,1,0.2,0.75,14,0.4,0.0875,0.225,0.2875,3
16,8,0.09,10,0.8,1.25,10,0.038461538,0.115384615,0.807692308,0.038461538,1
64,4,0.11,0.5,0.4,1.5,21,0.359281437,0.101796407,0.245508982,0.293413174,4
16,8,0.13,2,0.2,1.5,8,0.133333333,0.066666667,0.4,0.4,1
16,4,0.12,1,0.5,0.75,7,0.133333333,0.066666667,0.4,0.4,1
24,6,0.09,0.5,0.7,2,10,0.066666667,0.111111111,0.4,0.422222222,1
24,6,0.1,1,0.8,1.25,3,1,0,0,0,2
16,6,0.11,2,0.9,1,4,NA,NA,NA,NA,1
48,4,0.09,2,0.1,1.75,22,0.292517007,0.115646259,0.336734694,0.255102041,2
24,6,0.09,1,0.4,1.75,10,0.166666667,0.166666667,0.5,0.166666667,2
32,4,0.1,1,0.6,0.25,4,0,0,0.5,0.5,1
16,6,0.1,0.5,0.7,0.5,2,NA,NA,NA,NA,1
48,8,0.09,1,0.3,1,18,0.296703297,0.043956044,0.307692308,0.351648352,3
16,6,0.11,0.5,0.7,0.75,1,NA,NA,NA,NA,0
16,6,0.09,0.5,0.6,0.5,3,0,0,1,0,1
32,2,0.09,0.5,0.1,1,4,0.333333333,0.333333333,0,0.333333333,2
24,2,0.09,10,0.1,0.5,3,NA,NA,NA,NA,1
24,8,0.13,10,0.3,1.25,16,0.262857143,0.171428571,0.382857143,0.182857143,2
64,4,0.13,0.1,0.1,1,14,0.264150943,0.094339623,0.41509434,0.226415094,2
16,8,0.11,2,0.2,1.5,5,NA,NA,NA,NA,1
64,2,0.13,10,0.3,0.25,0,NA,NA,NA,NA,-1
48,8,0.11,0.5,0.3,0.75,16,0.333333333,0.107526882,0.301075269,0.258064516,2
64,4,0.11,1,0.2,0.5,15,0.392156863,0.058823529,0.235294118,0.31372549,2
32,6,0.11,1,0.8,1.25,5,0.333333333,0.333333333,0.333333333,0,1
32,8,0.11,10,0.4,0.5,5,NA,NA,NA,NA,1
32,4,0.11,10,0.9,1.5,8,0.066666667,0.133333333,0.133333333,0.666666667,1
32,4,0.11,0.5,0.8,1.75,14,0.432432432,0.054054054,0.216216216,0.297297297,3
16,6,0.1,1,0.1,1.75,12,0.32,0.04,0.36,0.28,2
32,8,0.12,0.1,0.4,0.25,5,0.166666667,0.333333333,0.333333333,0.166666667,1
32,6,0.13,0.1,0.3,1.5,26,0.303983229,0.1278826,0.303983229,0.264150943,3
48,4,0.1,1,0.9,1.5,12,0.382978723,0.127659574,0.170212766,0.319148936,3
48,6,0.1,10,0.3,0.75,7,0.5,0,0.25,0.25,2
24,4,0.1,2,0.8,1,4,NA,NA,NA,NA,1
48,2,0.13,2,0.1,2,33,0.255946717,0.13320647,0.347288297,0.263558516,3
16,6,0.13,0.5,0.4,0.25,3,0,0,1,0,1
48,4,0.13,0.1,0.8,0.5,6,0.333333333,0.333333333,0,0.333333333,2
64,2,0.09,10,0.5,0.25,3,0,1,0,0,1
64,6,0.13,0.1,0.3,0.75,17,0.25477707,0.089171975,0.222929936,0.433121019,2
16,2,0.13,10,0.5,1,4,0,0,0.5,0.5,1
32,2,0.11,0.5,0.2,1,15,0.35483871,0.096774194,0.225806452,0.322580645,4
48,4,0.1,10,0.2,0.75,14,0.28,0.093333333,0.373333333,0.253333333,3
48,8,0.11,0.1,0.7,1,16,0.336538462,0.086538462,0.365384615,0.211538462,3
16,8,0.12,0.5,0.8,1,7,1,0,0,0,2
16,6,0.09,10,0.8,0.75,3,NA,NA,NA,NA,1
16,6,0.09,0.5,0.7,1.75,7,0,0,0.666666667,0.333333333,1
24,2,0.13,0.1,0.5,0.25,1,NA,NA,NA,NA,0
64,4,0.13,1,0.8,2,15,0.263157895,0.070175439,0.350877193,0.315789474,2
